,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
17,Total Assets,2296,2202,2168,2174,2120,2069,1824,1858,1793,1802,1797,1667,1776,1215,-,1176,1176,-,-
18,Accounts Payable,303.78,276.03,249.76,279.85,237.95,243.64,189.56,200.19,167.4,177.57,168.02,176.86,204.95,214.08,-,212.8,212.8,-,-
19,Accrued Expenses,19.06,22.9,17.32,31.85,14.94,18.37,9.35,22.99,11.75,15.05,8.16,13.09,10.49,14.85,-,32.62,32.62,-,-
20,Short-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,23.5,23.5,-,19,19,-,-
21,Current Portion of Long-Term Debt,6.06,0.55,-,0.54,3.55,0.53,2.98,0.35,-,0.39,-,0.27,-,0.18,-,0.2,0.2,-,-
22,Current Portion of Leases,-,5.19,4.39,4.63,-,3.54,-,3.5,-,3.06,-,3.19,-,3.07,-,-,-,-,-
23,Current Income Taxes Payable,18.21,12.34,21.12,19.44,24.17,18.48,23.59,21.93,34.2,33.51,46.57,21.73,22.44,19.66,-,22.3,22.3,-,-
24,Current Unearned Revenue,2.67,5.56,2.15,1.79,13.55,21.97,10.11,2.75,13.25,15.59,26.53,9.99,34.42,29.29,-,24.81,24.81,-,-
25,Other Current Liabilities,48.47,63.68,49.01,52.67,79.82,55,3.66,12.94,18.7,13.25,15.2,10.45,15.4,7.8,-,11.39,11.39,-,-
26,Total Current Liabilities,398.25,386.26,343.76,390.77,373.98,361.54,239.25,264.65,245.29,258.41,264.49,235.57,311.2,312.42,-,323.11,323.11,-,-
27,Long-Term Debt,0.46,0.53,0.54,0.71,0.87,0.98,1.15,0.91,0.28,1.01,1.23,0.59,0.77,0.37,-,0.23,0.23,-,-
28,Long-Term Leases,6.08,7.58,5.75,5.72,17.01,16.76,17.64,17.44,17.99,19.38,20.96,20.43,20.48,20.58,-,-,-,-,-
29,Long-Term Unearned Revenue,2.15,2.25,2.25,2.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30,Long-Term Deferred Tax Liabilities,27.65,31.6,25,18.8,14.62,10.61,10.57,9.67,4.76,4.54,4.45,4.42,4.67,4.65,-,4.19,4.19,-,-
31,Other Long-Term Liabilities,2.94,0.27,0.4,0.29,0.45,0.35,0.47,0.38,2.15,1.12,1.37,1.66,0.87,1.45,-,2.77,2.77,-,-
32,Total Liabilities,437.53,428.48,377.7,418.99,406.93,390.23,269.08,293.05,270.48,284.46,292.49,262.67,337.99,339.47,-,330.3,330.3,-,-
33,Common Stock,245.76,245.76,245.76,245.76,245.76,173.87,172.74,172.74,172.74,172.74,172.74,172.74,172.74,129.55,-,129.55,129.55,-,-
34,Additional Paid-In Capital,716.3,707.78,693.47,676.13,659.35,685.85,696.31,696.31,696.31,696.31,696.31,696.31,718.14,219.73,-,219.73,219.73,-,-
35,Retained Earnings,952.49,917.43,926.07,895.97,866.03,827.96,766.09,737.56,718.77,693.44,692.19,586.99,592.61,575.59,-,525.65,525.65,-,-
36,Treasury Stock,-44.78,-44.78,-44.78,-44.78,-44.78,-17.78,-46.65,-,-,-,-,-,-,-,-,-,-,-,-
37,Comprehensive Income & Other,-14.39,-54.88,-31.9,-19.54,-12.77,8.98,-33.61,-42.15,-65.25,-45.19,-56.49,-51.43,-45.47,-49.62,-,-29.12,-29.12,-,-
38,Total Common Equity,1855,1771,1789,1754,1714,1679,1555,1564,1523,1517,1505,1405,1438,875.25,845.81,845.81,845.81,-,788.43
39,Minority Interest,2.62,1.98,1.9,1.08,-0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40,Shareholders' Equity,1858,1773,1791,1755,1714,1679,1555,1564,1523,1517,1505,1405,1438,875.25,845.81,845.81,845.81,-,788.43
41,Total Liabilities & Equity,2296,2202,2168,2174,2120,2069,1824,1858,1793,1802,1797,1667,1776,1215,-,1176,1176,-,-
42,Total Debt,12.61,13.85,10.68,11.59,21.43,21.81,21.76,22.2,18.27,23.83,22.19,24.48,44.76,47.69,19.44,19.44,19.44,-,0.48
43,Net Cash (Debt),663.41,793.03,889.73,922.71,909.32,898.97,809.71,827.99,841.74,875.04,904.16,736.95,800.29,268.09,270.86,270.86,270.86,-,249.32
44,Net Cash Growth,-27.04%,-11.78%,9.88%,11.44%,8.03%,2.73%,-10.45%,12.35%,5.18%,226.39%,233.81%,172.08%,195.46%,-,8.64%,-,-,-,-
45,Net Cash Per Share,2.49,3.52,3.55,3.74,3.81,3.68,3.41,3.47,3.49,3.59,3.74,3.07,4.39,1.51,1.50,1.53,1.51,-,1.37
46,Filing Date Shares Outstanding,242.69,242.69,242.69,242.69,238.56,242.69,239.74,241.84,241.84,241.84,241.84,241.84,241.84,181.37,180.7,181.37,181.37,181.37,181.37
47,Total Common Shares Outstanding,242.69,242.69,242.69,242.69,238.56,240.35,239.74,241.84,241.84,241.84,241.84,241.84,241.84,181.37,180.7,181.37,181.37,181.37,181.37
48,Working Capital,1465,1451,1500,1457,1429,1381,1278,1282,1250,1259,1252,1141,1187,633.21,-,606.35,606.35,-,-
49,Book Value Per Share,7.65,7.30,7.37,7.23,7.23,6.99,6.49,6.47,6.30,6.27,6.22,5.81,5.95,4.83,4.66,4.66,4.66,-,4.35
50,Tangible Book Value,1852,1769,1786,1752,1713,1678,1554,1564,1522,1516,1504,1404,1437,874.55,845.04,845.04,845.04,-,787.52
51,Tangible Book Value Per Share,7.63,7.29,7.36,7.22,7.22,6.98,6.48,6.47,6.29,6.27,6.22,5.80,5.94,4.82,4.66,4.66,4.66,-,4.34
52,Buildings,-,107.67,-,101.69,-,105.44,-,105.39,-,99.2,-,101.92,-,101.84,-,98.9,98.9,-,-
53,Machinery,-,380.1,-,358.89,-,374.49,-,344.6,-,313.32,-,275.88,-,250.3,-,238.77,238.77,-,-
54,Construction In Progress,-,15.98,-,32.55,-,3.16,-,-,-,0.21,-,0.3,-,-,-,3.28,3.28,-,-
