,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
11,Interest Expense,-0.61,-0.51,-0.24,-1.64,-,-0.57,-0,-0.92,-0.18,-0.27,-0.18,-0.69,-,-,-,-,-0.07,-0.01,-0.01
12,Interest & Investment Income,1.38,3.68,3.53,2.4,1.34,2.81,4.36,3.18,7.9,5.17,2.94,0.91,4.6,1.42,0.84,0.14,0.19,1.36,1.36
13,Earnings From Equity Investments,-,-0.3,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14,Currency Exchange Gain (Loss),-0.04,0.04,-,0.1,0,-0,-,-0.36,0.2,-0.2,-,-0.05,-0.01,0.01,-,-0.76,-,-,-
15,Other Non Operating Income (Expenses),-0.13,-0.53,-0.58,1.92,-0.29,-1.24,-0.68,2.21,-3.29,0.07,-0.98,0.73,-0.55,-0.42,-0.35,-12.24,0.31,-0.58,-0.58
16,EBT Excluding Unusual Items,73.93,43.65,11.54,142.36,35.61,41.49,21.94,140.68,62.02,56.32,23.35,114.61,35.88,88.56,27.22,129.99,83.13,48.57,48.57
17,Gain (Loss) on Sale of Investments,-,-,-,-81.78,-,-18.52,-,-,-,-,-,-,-,-,-,-,-,-,-
18,Gain (Loss) on Sale of Assets,0.29,-0.01,0.02,-0.25,0.19,0.09,0.01,-0.73,0.05,0.2,0.12,-0.35,0.16,-0.06,-,-0.04,-0.07,0.03,0.03
19,Asset Writedown,-0.54,-,-,-0.6,0.6,-,-,-3.28,3.28,-2.89,2.89,-1.11,1.11,0.05,-0.05,-,-,-,-
20,Other Unusual Items,-1.19,1.19,-,5.05,-0.11,0.11,-,5.45,-0.23,0.23,-,7.32,-0.14,0.14,-,11.83,-,-,-
21,Pretax Income,72.49,44.84,11.57,64.78,36.29,23.17,21.95,142.12,65.13,53.87,26.36,120.48,37.02,88.69,27.17,141.78,83.06,48.61,48.61
22,Income Tax Expense,16.27,8.99,3.61,19.25,9.56,0.39,8.69,37.01,15.91,7.99,8.27,29.69,12.19,15.51,9.21,26.52,22.21,14.9,14.9
23,Earnings From Continuing Operations,56.22,35.85,7.95,45.53,26.73,22.78,13.25,105.11,49.21,45.88,18.09,90.79,24.83,73.18,17.97,115.26,60.86,33.71,33.71
24,Minority Interest in Earnings,-1.98,-2.13,0.87,-9.83,0.19,-1.7,-0.31,-8.28,-0.67,-1.95,-0.49,-6.89,-2.32,1.78,-0.47,-4.6,-0.42,-0.5,-0.5
25,Net Income,54.24,33.72,8.83,35.7,26.93,21.08,12.94,96.83,48.54,43.93,17.59,83.89,22.51,74.96,17.5,110.66,60.43,33.21,33.21
26,Net Income to Common,54.24,33.72,8.83,35.7,26.93,21.08,12.94,96.83,48.54,43.93,17.59,83.89,22.51,74.96,17.5,110.66,60.43,33.21,33.21
27,Net Income Growth,101.44%,60.01%,-31.82%,-63.13%,-44.53%,-52.03%,-26.43%,15.42%,115.68%,-41.39%,0.54%,-24.19%,-62.76%,125.71%,-47.31%,-,-,-,-
28,Shares Outstanding (Basic),436,332,441,392,368,419,431,412,359,381,440,388,401,361,350,352,349,369,369
29,Shares Outstanding (Diluted),436,332,441,392,368,419,431,412,359,381,440,388,401,361,350,352,349,369,369
30,Shares Change (YoY),18.41%,-20.69%,2.27%,-4.96%,2.64%,10.12%,-1.90%,6.18%,-10.56%,5.33%,25.68%,10.25%,14.89%,-2.10%,-5.17%,-,-,-,-
31,EPS (Basic),0.12,0.10,0.02,0.09,0.07,0.05,0.03,0.23,0.14,0.12,0.04,0.22,0.06,0.21,0.05,0.31,0.17,0.09,0.09
32,EPS (Diluted),0.12,0.10,0.02,0.09,0.07,0.05,0.03,0.23,0.14,0.12,0.04,0.22,0.06,0.21,0.05,0.31,0.17,0.09,0.09
33,EPS Growth,70.12%,101.74%,-33.33%,-61.21%,-45.96%,-56.44%,-25.00%,8.71%,141.16%,-44.36%,-20.00%,-31.24%,-67.59%,130.55%,-44.44%,-,-,-,-
34,Free Cash Flow,38.57,-96.8,-162.13,339.37,20.57,-84.82,-70.7,203.09,15.54,-88.66,54,211.58,-78.51,-48.64,-8.11,239.61,-28.8,8.7,8.7
35,Free Cash Flow Per Share,0.09,-0.29,-0.37,0.87,0.06,-0.20,-0.16,0.49,0.04,-0.23,0.12,0.54,-0.20,-0.13,-0.02,0.68,-0.08,0.02,0.02
36,Dividend Per Share,-,-,-,0.150,-,-,-,0.350,-,-,-,0.350,0.400,-,-,-,-,-,-
37,Dividend Growth,-,-,-,-57.14%,-,-,-,0%,-,-,-,-,-,-,-,-,-,-,-
38,Gross Margin,27.27%,29.28%,26.75%,35.04%,25.32%,31.66%,34.14%,42.89%,33.30%,40.86%,34.16%,45.86%,39.07%,39.97%,36.79%,42.64%,40.05%,38.22%,38.22%
39,Operating Margin,9.11%,5.53%,1.95%,11.13%,5.13%,6.45%,4.89%,15.30%,12.25%,11.62%,6.77%,14.50%,8.22%,16.86%,8.87%,19.79%,18.19%,11.74%,11.74%
40,Profit Margin,6.74%,4.52%,2.01%,2.85%,4.00%,3.36%,3.47%,10.85%,10.36%,9.90%,5.52%,10.70%,5.81%,14.44%,5.80%,15.33%,13.29%,8.16%,8.16%
41,Free Cash Flow Margin,4.79%,-12.98%,-37.01%,27.07%,3.06%,-13.51%,-18.94%,22.75%,3.32%,-19.98%,16.94%,26.98%,-20.26%,-9.37%,-2.69%,33.19%,-6.34%,2.14%,2.14%
42,EBITDA,79.07,48.56,14.27,145.32,38.69,45.82,22.39,140.7,62.75,56.97,26.94,119.08,35.9,92.92,30.79,146.91,85.84,50.94,50.94
43,EBITDA Margin,9.82%,6.51%,3.26%,11.59%,5.75%,7.30%,6.00%,15.76%,13.39%,12.84%,8.45%,15.18%,9.26%,17.89%,10.21%,20.35%,18.88%,12.51%,12.51%
44,D&A For EBITDA,5.74,7.3,5.74,5.74,4.14,5.32,4.14,4.14,5.36,5.42,5.36,5.36,4.05,5.36,4.05,4.05,3.14,3.14,3.14
45,EBIT,73.33,41.26,8.53,139.58,34.55,40.5,18.26,136.56,57.39,51.55,21.57,113.71,31.84,87.55,26.73,142.86,82.7,47.8,47.8
46,EBIT Margin,9.11%,5.53%,1.95%,11.13%,5.13%,6.45%,4.89%,15.30%,12.25%,11.62%,6.77%,14.50%,8.22%,16.86%,8.87%,19.79%,18.19%,11.74%,11.74%
47,Effective Tax Rate,22.44%,20.04%,31.23%,29.72%,26.34%,1.69%,39.61%,26.04%,24.44%,14.83%,31.39%,24.65%,32.93%,17.48%,33.88%,18.71%,26.73%,30.65%,30.65%
48,Revenue as Reported,805.17,745.9,438.08,1254,672.98,627.91,373.23,892.71,468.53,443.77,318.74,784.26,387.52,519.27,301.47,721.98,454.57,407.16,407.16
