,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
41,Net Cash Per Share,0.93,1.27,1.33,1.96,1.40,1.12,1.64,1.88,1.41,1.28,1.63,1.69,1.24,0.69,0.88,0.88,-,-,0.56
42,Filing Date Shares Outstanding,411.23,411.38,411.38,411.38,410.64,410.64,410.64,410.64,400.01,400.01,400.01,400.01,400.01,360,349.95,360,349.32,369.01,369.01
43,Total Common Shares Outstanding,411.23,411.38,411.38,411.38,410.64,410.64,410.64,410.64,400.01,400.01,400.01,400.01,400.01,360,349.95,360,349.32,369.01,369.01
44,Working Capital,989.38,992.95,1046,1036,988.44,955.75,1112,1101,1033,985.61,1082,1060,987.49,649.32,-,570.19,-,-,-
45,Book Value Per Share,3.79,3.78,3.85,3.82,3.63,3.54,3.82,3.78,3.62,3.51,3.75,3.70,3.45,2.90,2.64,2.64,-,-,2.26
46,Tangible Book Value,1415,1407,1435,1437,1354,1319,1433,1414,1311,1264,1359,1340,1237,900.33,809.51,809.51,-,-,797.16
47,Tangible Book Value Per Share,3.44,3.42,3.49,3.49,3.30,3.21,3.49,3.44,3.28,3.16,3.40,3.35,3.09,2.50,2.25,2.25,-,-,2.21
48,Buildings,-,283.04,-,284.69,-,185.42,-,185.42,-,185.42,-,185.42,-,-,-,186.95,-,-,-
49,Machinery,-,107.7,-,105.12,-,87.86,-,86.38,-,78.98,-,78.34,-,-,-,65.56,-,-,-
50,Construction In Progress,-,15.8,-,0.62,-,98.03,-,69.74,-,34.02,-,26.05,-,-,-,0.56,-,-,-
