,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
28,Long-Term Unearned Revenue,-,27.83,28.1,27.49,27.74,28,28.26,26.11,26.37,21.5,21.76,22.01,17.27,13.48,13.69,-,14.11,-,14.52,14.52
29,Long-Term Deferred Tax Liabilities,-,0.07,0.07,0.08,0.08,0.08,0.09,0.09,0.1,0.76,0.78,0.17,0.17,0.17,0.17,-,0.17,-,0.19,0.19
30,Other Long-Term Liabilities,-,3.96,3.9,3.05,3,3.33,3.04,2.43,2.61,1.38,1.77,2.27,2.31,1.82,1.83,-,3.03,-,2.65,2.65
31,Total Liabilities,-,350.53,343.16,352.1,361.84,349.45,335.36,325.55,339.66,312.56,322.97,324.83,294.85,255.86,211.28,-,301.38,-,276.49,276.49
32,Common Stock,-,64.03,64.03,64.03,64.03,64.03,63.7,63.7,63.7,63.7,63.7,63.7,63.7,63.7,63.7,-,47.7,-,47.7,47.7
33,Additional Paid-In Capital,-,402.47,400.7,399.01,397.16,394.45,386.84,378.6,378.6,366.25,366.25,366.25,366.25,366.25,366.25,-,130.18,-,130.16,130.16
34,Retained Earnings,-,426.33,417.82,405.22,393.8,365.86,364.17,327,315.37,299.55,282.03,264.9,241.85,216.19,202.12,-,165.34,-,119.32,119.32
35,Comprehensive Income & Other,-,16.89,16.83,16.83,16.76,19.62,18.92,18.09,17.43,15.87,15.49,14.98,14.46,14.09,13.58,-,12.42,-,11.66,11.66
36,Total Common Equity,909.72,909.72,899.38,885.09,871.75,843.95,833.64,787.4,775.1,745.36,727.46,709.82,686.26,660.23,645.65,355.63,355.63,-,308.85,308.85
37,Minority Interest,-,26.65,25.15,23.16,22.64,20.88,19.83,19.5,19.74,17.13,16.18,1.53,-0,-,-,-,-,-,-,-
38,Shareholders' Equity,936.37,936.37,924.53,908.25,894.39,864.84,853.47,806.9,794.84,762.49,743.64,711.36,686.26,660.23,645.65,355.63,355.63,-,308.85,308.85
39,Total Liabilities & Equity,-,1287,1268,1260,1256,1214,1189,1132,1135,1075,1067,1036,981.11,916.08,856.93,-,657.02,-,585.34,585.34
40,Total Debt,20.42,20.42,21.11,21.71,10.03,9.44,0.86,1.32,1.62,0.15,0.17,0.21,0.23,-,-,-,-,-,-,-
41,Net Cash (Debt),218.44,218.44,239,237.76,281.6,326.12,369.89,348.12,402.74,391.22,423.67,401.26,395.97,370.39,347.83,125.88,125.88,-,81.51,81.51
42,Net Cash Growth,-22.43%,-33.02%,-35.39%,-31.70%,-30.08%,-16.64%,-12.69%,-13.24%,1.71%,5.63%,21.80%,218.78%,214.58%,-,326.71%,54.42%,-,-,-,-
43,Net Cash Per Share,3.50,3.37,3.59,3.75,4.44,4.98,5.80,5.39,6.16,6.23,6.65,6.27,6.20,5.86,5.88,2.65,2.63,-,1.71,1.71
44,Filing Date Shares Outstanding,64.4,64.03,64.03,64.03,64.03,64.03,63.7,63.7,63.7,63.7,63.7,63.7,63.7,63.7,63.7,47.44,47.7,47.7,47.7,47.7
45,Total Common Shares Outstanding,64.4,64.03,64.03,64.03,64.03,64.03,63.7,63.7,63.7,63.7,63.7,63.7,63.7,63.7,63.7,47.44,47.7,47.7,47.7,47.7
46,Working Capital,-,559.49,571.59,564.64,564.54,604.8,613.49,600.08,615.18,600.26,584.22,557.77,566.67,539.45,531.62,-,242.29,-,193.36,193.36
47,Book Value Per Share,14.21,14.21,14.05,13.82,13.62,13.18,13.09,12.36,12.17,11.70,11.42,11.14,10.77,10.36,10.14,7.46,7.46,-,6.47,6.47
48,Tangible Book Value,877.84,877.84,867.24,852.68,839.07,811,800.41,753.81,741.31,711.47,693.29,684.35,660.66,635.01,620.61,332.82,332.82,-,286.3,286.3
49,Tangible Book Value Per Share,13.71,13.71,13.55,13.32,13.11,12.67,12.57,11.83,11.64,11.17,10.88,10.74,10.37,9.97,9.74,6.98,6.98,-,6.00,6.00
50,Buildings,-,-,66.9,-,57.29,-,32.91,-,33.07,-,33.52,-,33.52,-,33.52,-,33.52,-,33.52,33.52
51,Machinery,-,-,243.18,-,206.33,-,140.39,-,124.55,-,111.26,-,105.63,-,99.04,-,97.36,-,91.48,91.48
52,Construction In Progress,-,-,50.65,-,68.38,-,62.26,-,40.82,-,27.39,-,3.03,-,0.62,-,-,-,3.92,3.92
