,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
22,Income Tax Expense,5.25,0.18,5.2,1.55,1.42,2.33,5.66,1.5,2.13,1.96,3.47,3.24,3.89,0.79,2.43,3.08,4.19,1.88,1.98,1.98
23,Earnings From Continuing Operations,24.09,9.95,37.39,10.26,29.12,13.39,37.41,11.39,15.01,18.07,25.31,22.98,25.66,14.07,19.23,17.55,30.48,15.54,13.28,13.28
24,Minority Interest in Earnings,2.29,-1.44,-2.01,1.16,-1.18,0.53,-0.24,0.24,0.81,-0.55,-0.48,0.07,0,-,-,-,-,-,-,-
25,Net Income,26.38,8.51,35.38,11.42,27.94,13.92,37.17,11.64,15.82,17.52,24.84,23.05,25.66,14.07,19.23,17.55,30.48,15.54,13.28,13.28
26,Net Income to Common,26.38,8.51,35.38,11.42,27.94,13.92,37.17,11.64,15.82,17.52,24.84,23.05,25.66,14.07,19.23,17.55,30.48,15.54,13.28,13.28
27,Net Income Growth,-5.59%,-38.85%,-4.81%,-1.83%,76.56%,-20.57%,49.66%,-49.51%,-38.35%,24.57%,29.17%,31.30%,-15.80%,-9.47%,44.82%,32.21%,-,-,-,-
28,Shares Outstanding (Basic),62,65,65,63,63,65,62,65,63,63,64,64,64,63,59,47,48,48,48,48
29,Shares Outstanding (Diluted),62,65,67,63,63,66,64,65,65,63,64,64,64,63,59,47,48,48,48,48
30,Shares Change (YoY),-1.65%,-1.26%,4.32%,-1.83%,-3.01%,4.36%,0.19%,0.98%,2.33%,-0.56%,7.60%,34.95%,33.37%,32.40%,24.05%,-0.54%,-,-,-,-
31,EPS (Basic),0.42,0.13,0.55,0.18,0.44,0.21,0.60,0.18,0.25,0.28,0.39,0.36,0.40,0.22,0.32,0.37,0.64,0.33,0.28,0.28
32,EPS (Diluted),0.42,0.13,0.53,0.18,0.44,0.21,0.58,0.18,0.24,0.28,0.39,0.36,0.40,0.22,0.32,0.37,0.64,0.33,0.28,0.28
33,EPS Growth,-4.00%,-38.07%,-8.76%,0%,82.03%,-23.90%,49.37%,-50.00%,-39.75%,25.26%,20.04%,-2.70%,-36.87%,-31.63%,16.74%,32.93%,-,-,-,-
34,Free Cash Flow,-,-2.59,29.4,-28.71,-40.95,-28.11,24.84,-49.47,0.75,-25.63,29.97,9.45,27.09,18.7,-24.75,10.22,34.62,10.73,7.19,7.19
35,Free Cash Flow Per Share,-,-0.04,0.44,-0.45,-0.65,-0.43,0.39,-0.77,0.01,-0.41,0.47,0.15,0.42,0.30,-0.42,0.22,0.72,0.23,0.15,0.15
36,Dividend Per Share,-,-,0.215,-,0.354,-,-,-,0.192,-,-,-,0.121,-,-,-,-,-,-,-
37,Dividend Growth,-,-,-,-,84.37%,-,-,-,58.68%,-,-,-,-,-,-,-,-,-,-,-
38,Gross Margin,230.14%,34.64%,41.92%,36.98%,38.22%,36.04%,42.23%,34.54%,37.67%,41.79%,48.74%,41.39%,43.06%,34.52%,38.89%,42.02%,39.84%,38.45%,34.78%,34.78%
39,Operating Margin,19.85%,12.44%,24.92%,14.88%,18.57%,17.01%,23.81%,15.01%,9.87%,22.35%,28.94%,29.80%,28.71%,15.50%,24.08%,27.24%,24.15%,22.83%,21.56%,21.56%
40,Profit Margin,16.97%,9.43%,21.61%,14.95%,18.61%,14.25%,21.91%,14.98%,13.64%,20.89%,26.96%,28.27%,29.31%,16.19%,22.16%,22.58%,26.27%,18.06%,16.97%,16.97%
41,Free Cash Flow Margin,-,-2.87%,17.95%,-37.56%,-27.27%,-28.80%,14.64%,-63.70%,0.64%,-30.57%,32.53%,11.59%,30.95%,21.52%,-28.52%,13.15%,29.84%,12.48%,9.19%,9.19%
42,EBITDA,34.94,15.31,45.95,15.46,31.97,19.83,44.57,14.87,14.66,21.67,30.03,27.23,28.06,16.18,23.78,23.89,30.74,22.22,19.44,19.44
43,EBITDA Margin,22.48%,16.96%,28.06%,20.23%,21.29%,20.31%,26.27%,19.15%,12.64%,25.84%,32.59%,33.39%,32.05%,18.63%,27.40%,30.73%,26.49%,25.83%,24.85%,24.85%
44,D&A For EBITDA,4.09,4.09,5.15,4.09,4.09,3.22,4.17,3.22,3.22,2.93,3.37,2.93,2.93,2.72,2.88,2.72,2.72,2.58,2.58,2.58
45,EBIT,30.85,11.22,40.8,11.37,27.88,16.61,40.4,11.65,11.44,18.74,26.66,24.3,25.14,13.46,20.89,21.17,28.02,19.64,16.86,16.86
46,EBIT Margin,19.85%,12.44%,24.92%,14.88%,18.57%,17.01%,23.81%,15.01%,9.87%,22.35%,28.94%,29.80%,28.71%,15.50%,24.08%,27.24%,24.15%,22.83%,21.56%,21.56%
47,Effective Tax Rate,17.89%,1.80%,12.22%,13.13%,4.64%,14.81%,13.14%,11.62%,12.40%,9.78%,12.05%,12.35%,13.16%,5.30%,11.22%,14.94%,12.08%,10.80%,13.00%,13.00%
48,Revenue as Reported,-,90.25,163.73,76.42,150.13,97.63,169.68,77.66,115.98,83.86,92.14,81.53,87.55,86.87,86.78,77.72,116.02,86.02,78.22,78.22
