,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q1 2019
11,Goodwill,5.91,5.91,5.91,5.91,5.91,-,-,5.91,-,-,-,-,-,-,-,-,-,-,-,-
12,Other Intangible Assets,164.78,135.84,137.96,140.16,142.31,17.5,17.82,147.92,16.55,16.53,16.7,16.46,14.05,14.23,14.4,14.58,-,10.98,-,2.96
13,Long-Term Deferred Tax Assets,25.78,21.48,20.58,16.25,24.66,12.12,10.88,19.52,7.6,7.94,8.17,7.56,5.14,4.91,4.72,4.52,-,2.58,-,1.29
14,Long-Term Deferred Charges,1.99,2.11,2.24,2.36,0.36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15,Other Long-Term Assets,122.61,110.45,131.72,137.18,145.27,8.62,12.01,58.69,6.88,18.59,8.45,10.17,5.67,6.46,13.35,8.61,-,19.63,-,95.25
16,Total Assets,7742,7706,7598,7254,4819,1979,1887,4342,1884,1763,1623,1542,1570,1521,1473,1433,-,990.24,-,718.95
17,Accounts Payable,1123,1006,1108,729.02,1082,515.11,473.54,756,523.77,461.53,340.5,318.53,349.26,308.85,295.44,283.18,-,277.33,-,148.5
18,Accrued Expenses,72.15,71.16,30.92,48.55,62.3,29.49,14.62,197.02,38.51,29.51,17.86,10.26,31.59,26.52,12.22,6.72,-,10.01,-,3.53
19,Short-Term Debt,-,100.06,90.09,90.09,40,-,-,-,-,-,-,-,-,-,-,-,-,20.02,-,20
20,Current Portion of Long-Term Debt,2.23,0.05,2.44,0.06,-,-,-,100.19,-,-,-,-,-,-,-,-,-,-,-,-
21,Current Portion of Leases,-,2.35,-,2.7,-,-,-,2.05,-,-,-,-,-,-,-,-,-,-,-,-
22,Current Income Taxes Payable,20.97,14.43,15.21,11.67,26.15,-,1.41,1.79,0.54,0.04,1.55,-,0.64,0.49,0.83,0.11,-,1.85,-,1.55
23,Current Unearned Revenue,45.05,36.23,34.74,32.35,39.07,34.65,40.9,33.46,27.88,30.52,41.77,23.19,13.35,49.54,37.32,41.38,-,8.67,-,-
24,Other Current Liabilities,9.55,153.69,14.85,149.38,17.48,1.78,1.4,101.27,1.19,0.61,0.27,2.39,0.89,2.93,0.45,1.59,-,0.41,-,3.52
25,Total Current Liabilities,1272,1384,1297,1064,1267,581.02,531.88,1192,591.89,522.2,401.96,354.38,395.73,388.33,346.26,332.98,-,318.3,-,177.1
26,Long-Term Debt,-,53.85,53.85,53.85,53.85,-,-,51.45,-,-,-,-,-,-,-,-,-,-,-,-
27,Long-Term Leases,10.97,12.11,13.17,13.04,16.79,-,-,16.2,-,-,-,-,-,-,-,-,-,-,-,-
28,Long-Term Unearned Revenue,206.44,174.84,176.82,174.83,141.53,39,40.34,145.33,42.29,36.31,36.6,39.05,41.95,45.12,46.9,49.41,-,51.85,-,30.11
29,Long-Term Deferred Tax Liabilities,41.82,42.54,40.92,36.26,34.88,24.22,22.54,31.84,20.41,19.66,19.25,18.74,18.43,17.66,16.35,15.54,-,10.64,-,7.06
30,Other Long-Term Liabilities,15.44,-,-,-,-,-,-,-,-,-,-,-,5.76,5.75,-,-,-,-,-,-
31,Total Liabilities,1547,1667,1581,1342,1514,644.25,594.75,1437,654.59,578.17,457.81,412.17,461.88,456.86,409.5,397.94,-,380.78,-,214.27
32,Common Stock,451.05,451.05,322.18,322.18,292.24,209.07,209.07,209.07,209.07,209.07,149.33,149.33,149.33,149.33,106.67,106.67,-,80,-,80
33,Additional Paid-In Capital,3186,3193,3322,3319,955.87,645.91,645.91,812.12,645.91,645.91,705.65,705.65,705.65,705.65,748.31,748.31,-,401.95,-,401.95
34,Retained Earnings,2218,2061,2057,1975,1759,479.54,436.82,1485,374.68,329.96,310.07,274.42,252.66,209.47,208.78,180.5,-,127.51,-,22.73
35,Comprehensive Income & Other,8.72,6.71,4.97,2.9,2.58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,Total Common Equity,5864,5712,5706,5619,3010,1335,1292,2506,1230,1185,1165,1129,1108,1064,1064,1035,-,609.46,-,504.68
37,Minority Interest,331.67,326.43,310.7,293.41,295.48,-,-,399.38,-,-,-,-,-,-,-,-,-,-,-,-
38,Shareholders' Equity,6195,6039,6017,5912,3305,1335,1292,2905,1230,1185,1165,1129,1108,1064,1064,1035,-,609.46,-,504.68
39,Total Liabilities & Equity,7742,7706,7598,7254,4819,1979,1887,4342,1884,1763,1623,1542,1570,1521,1473,1433,-,990.24,-,718.95
40,Total Debt,13.21,168.42,159.55,159.74,110.64,-,-,169.89,-,-,-,-,-,-,-,-,-,20.02,-,20
41,Net Cash (Debt),3834,3592,3758,3548,1387,383.09,344.89,1010,369.68,309.03,325.83,361.03,455.87,473.68,441.58,455.04,-,69.48,-,110.74
42,Net Cash Growth,176.35%,837.76%,989.55%,251.15%,275.32%,23.96%,5.85%,179.86%,-18.91%,-34.76%,-26.21%,-20.66%,-,581.77%,-,310.89%,-,-,-,-
43,Net Cash Per Share,8.57,7.83,8.45,27.48,1.73,3.07,1.17,3.45,0.58,1.04,1.11,1.20,1.59,1.60,1.51,0.93,-,0.27,-,2.72
44,Filing Date Shares Outstanding,451.05,451.05,451.05,451.05,409.14,292.69,292.69,292.69,292.69,292.69,292.69,292.69,292.69,292.69,292.69,292.69,157.3,292.69,222,219.52
45,Total Common Shares Outstanding,451.05,451.05,451.05,451.05,409.14,292.69,292.69,292.69,292.69,292.69,292.69,292.69,292.69,292.69,292.69,292.69,157.3,219.52,222,219.52
46,Working Capital,4337,4232,4308,4257,1760,671.17,663.42,1551,693.08,691.96,692.25,656.7,717.26,719.27,707.62,679.21,-,262.59,-,257.15
47,Book Value Per Share,13.00,12.66,12.65,12.46,7.36,4.56,4.41,8.56,4.20,4.05,3.98,3.86,3.78,3.64,3.63,3.54,-,2.78,-,2.30
48,Tangible Book Value,5693,5571,5562,5473,2861,1317,1274,2352,1213,1168,1148,1113,1094,1050,1049,1021,-,598.48,-,501.72
49,Tangible Book Value Per Share,12.62,12.35,12.33,12.13,6.99,4.50,4.35,8.04,4.14,3.99,3.92,3.80,3.74,3.59,3.59,3.49,-,2.73,-,2.29
50,Buildings,-,587.97,-,582.08,-,105.09,-,366.18,-,-,-,103.16,-,98.08,-,98.08,-,93.69,-,61.44
51,Machinery,-,1359,-,1338,-,452.85,-,958.92,-,-,-,376.82,-,363.3,-,349.68,-,221.18,-,132.85
52,Construction In Progress,-,433.2,-,193.55,-,320.67,-,386.13,-,-,-,139.04,-,28.84,-,28.96,-,130.47,-,33.28
