,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
32,Dividend Growth,-,-,-,-,-,-,-,-51.79%,-,-,-,-,-,-,-
33,Gross Margin,23.30%,9.82%,-0.46%,-30.72%,36.68%,44.86%,30.19%,38.38%,47.96%,46.49%,48.12%,48.99%,43.84%,52.03%,36.32%
34,Operating Margin,1.32%,-16.43%,-102.14%,-75.04%,16.20%,13.29%,-27.97%,9.82%,25.00%,12.11%,9.39%,29.13%,32.31%,26.70%,-42.34%
35,Profit Margin,-23.84%,-14.63%,-82.39%,-66.63%,2.76%,9.05%,-23.02%,9.60%,7.87%,11.26%,7.29%,28.70%,14.37%,23.01%,-35.97%
36,Free Cash Flow Margin,6.14%,-47.59%,-496.74%,40.78%,-53.96%,-71.56%,-510.83%,23.23%,-132.19%,-139.69%,-378.95%,112.17%,-136.43%,-37.25%,-946.33%
37,EBITDA,4.04,-11.39,-9.24,-75.54,7.77,13.09,-4.31,25.57,11.92,9.64,5.42,54.28,13.93,22.27,-3.9
38,EBITDA Margin,9.93%,-11.91%,-74.06%,-71.71%,23.76%,18.09%,-17.77%,10.87%,30.87%,15.45%,16.13%,30.39%,35.47%,29.66%,-32.10%
39,D&A For EBITDA,3.5,4.32,3.5,3.5,2.47,3.47,2.47,2.47,2.26,2.09,2.26,2.26,1.24,2.22,1.24
40,EBIT,0.54,-15.71,-12.74,-79.04,5.3,9.62,-6.78,23.09,9.66,7.56,3.16,52.01,12.69,20.05,-5.14
41,EBIT Margin,1.32%,-16.43%,-102.14%,-75.04%,16.20%,13.29%,-27.97%,9.82%,25.00%,12.11%,9.39%,29.13%,32.31%,26.70%,-42.34%
42,Effective Tax Rate,-,-,-,-,22.20%,9.14%,-,12.94%,26.26%,18.46%,14.61%,16.06%,11.72%,14.64%,-
43,Revenue as Reported,40.69,95.61,12.47,105.34,32.69,72.35,24.24,235.12,38.62,62.43,33.6,178.58,39.27,75.1,12.14
