,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Operating Expenses,-66,21.25,27.97,16.78,23.88,17.57,16.41,20.11,42.19,6.39,17.03,13.88,16.93,17.88,9.5,10.63,9.94,2.72,12.44,8.75
10,Operating Income,60.81,44.45,28.44,18.92,17.33,41.11,47.61,60.98,18.35,64.83,51.4,30.34,6.01,11.01,17.21,12.73,14.62,14.17,15.41,14.54
11,Interest Expense,-4.92,-0.16,-0.26,-0.25,-0.66,-0,-,-0.12,-0.25,-0.02,-0.03,-0.04,-0.09,-,-,-,-,-,-,-0.02
12,Interest & Investment Income,0.67,1.64,1.57,1.7,1.83,2.65,2.95,3.45,3.75,1.78,1.53,0.69,2.81,0.71,0.64,0.64,0.67,1.65,1.27,-
13,Currency Exchange Gain (Loss),-,-1.26,1.26,-,-0.62,1.27,-1.27,-,0.75,-0.37,0.37,-,-,-0.03,0.03,-,-1.47,0.53,-0.53,-
14,Other Non Operating Income (Expenses),-1.61,2.33,-0.33,0.24,0.8,-0.97,1.24,-1.5,0.39,-0.4,-0.11,-0.06,-0.68,0.56,-0.25,0.1,0.56,-0.66,-0.85,0.74
15,EBT Excluding Unusual Items,54.95,47,30.69,20.61,18.69,44.05,50.54,62.81,22.99,65.82,53.15,30.92,8.05,12.25,17.63,13.47,14.37,15.7,15.3,15.26
16,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,2.9,3.42,3.13,0.12,1.31,1.32,1.31,1.3,-,3.55,-
17,Gain (Loss) on Sale of Assets,0.03,0,-,-0.04,-0.02,-,-,-,-0.01,-,-,-,0.1,0.06,0.01,-,-,-0.19,0.19,-
18,Asset Writedown,-,-,-,-,-,-,-,-,0.94,-0.94,-,-,-0.16,0.16,-,-,0.07,0,-0,-
19,Other Unusual Items,0.02,-5.36,5.34,-,-2.17,-,-,-,16.07,1.55,-3.46,1.9,3.12,-0.58,0.58,-,-,-11.06,11.06,-
20,Pretax Income,55,41.65,36.03,20.58,16.5,44.05,50.54,62.81,40,69.33,53.12,35.95,11.23,13.19,19.54,14.78,15.75,4.45,30.09,15.26
21,Income Tax Expense,9.24,5.7,5.14,2.99,-7.38,6.04,8.16,9.68,2.75,10.4,8.37,5.39,-0.02,1.84,2.38,2.02,1.09,0.89,4.37,2.29
22,Earnings From Continuing Operations,45.77,35.95,30.89,17.59,23.88,38.01,42.38,53.13,37.25,58.93,44.75,30.56,11.25,11.36,17.17,12.76,14.66,3.55,25.73,12.98
23,Minority Interest in Earnings,2.93,-1.55,-1.33,-0.04,-2.76,-0.93,-0.82,0.74,-0.12,-,-,-,-,-,-,-,-,-,-,-
24,Net Income,48.7,34.4,29.56,17.55,21.12,37.08,41.55,53.87,37.13,58.93,44.75,30.56,11.25,11.36,17.17,12.76,14.66,3.55,25.73,12.98
25,Net Income to Common,48.7,34.4,29.56,17.55,21.12,37.08,41.55,53.87,37.13,58.93,44.75,30.56,11.25,11.36,17.17,12.76,14.66,3.55,25.73,12.98
26,Net Income Growth,130.62%,-7.24%,-28.88%,-67.43%,-43.13%,-37.07%,-7.14%,76.27%,230.05%,418.95%,160.68%,139.59%,-23.26%,219.45%,-33.28%,-1.71%,-,-,-,-
27,Shares Outstanding (Basic),219,231,229,219,230,219,230,224,231,228,225,218,184,184,173,159,163,171,169,-
28,Shares Outstanding (Diluted),219,231,229,219,230,219,230,224,231,228,225,218,184,184,173,159,163,171,169,-
29,Shares Change (YoY),-4.85%,5.11%,-0.30%,-2.29%,-0.38%,-3.87%,2.33%,2.82%,25.14%,24.36%,29.87%,36.91%,13.46%,7.59%,2.68%,-,-,-,-,-
30,EPS (Basic),0.22,0.15,0.13,0.08,0.09,0.17,0.18,0.24,0.16,0.26,0.20,0.14,0.06,0.06,0.10,0.08,0.09,0.02,0.15,-
31,EPS (Diluted),0.22,0.15,0.13,0.08,0.09,0.17,0.18,0.24,0.16,0.26,0.20,0.14,0.06,0.06,0.10,0.08,0.09,0.02,0.15,-
32,EPS Growth,142.37%,-11.75%,-28.66%,-66.67%,-42.92%,-34.54%,-9.25%,71.43%,163.75%,317.31%,100.72%,75.00%,-32.36%,196.91%,-35.02%,-,-,-,-,-
33,Free Cash Flow,-,34.17,-3.65,-3.61,-79.08,-45.82,-13.39,-40.99,-27.43,53.71,65.07,55.75,15.32,-3.54,14.15,6.41,18.82,-4.08,10.76,24.97
34,Free Cash Flow Per Share,-,0.15,-0.02,-0.02,-0.34,-0.21,-0.06,-0.18,-0.12,0.24,0.29,0.26,0.08,-0.02,0.08,0.04,0.12,-0.02,0.06,-
35,Dividend Per Share,-,-,-,-,0.090,-,-,-,0.450,-,-,-,-,-,-,-,-,-,-,-
36,Dividend Growth,-,-,-,-,-80.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,-2.34%,37.94%,39.46%,32.02%,33.90%,45.49%,42.55%,33.88%,38.23%,40.54%,41.09%,38.18%,24.86%,34.63%,34.04%,30.43%,27.59%,35.42%,34.99%,34.95%
38,Operating Margin,27.43%,25.67%,19.90%,16.97%,14.26%,31.87%,31.64%,25.48%,11.59%,36.91%,30.86%,26.20%,6.51%,13.20%,21.93%,16.59%,16.42%,29.71%,19.36%,21.82%
39,Profit Margin,21.96%,19.86%,20.67%,15.74%,17.38%,28.75%,27.61%,22.51%,23.45%,33.55%,26.87%,26.39%,12.19%,13.61%,21.88%,16.62%,16.47%,7.45%,32.32%,19.47%
40,Free Cash Flow Margin,-,19.73%,-2.55%,-3.24%,-65.08%,-35.53%,-8.90%,-17.13%,-17.32%,30.57%,39.07%,48.14%,16.60%,-4.24%,18.03%,8.35%,21.15%,-8.56%,13.52%,37.47%
41,EBITDA,69.68,53.33,38.53,27.79,26.2,46.9,56.03,66.77,24.14,69.99,57.14,35.49,11.16,14.71,22.1,16.43,18.32,16.79,18.27,17.16
42,EBITDA Margin,31.43%,30.79%,26.95%,24.93%,21.56%,36.36%,37.23%,27.90%,15.24%,39.84%,34.31%,30.65%,12.10%,17.64%,28.17%,21.41%,20.58%,35.21%,22.95%,25.75%
43,D&A For EBITDA,8.87,8.87,10.09,8.87,8.87,5.79,8.42,5.79,5.79,5.16,5.74,5.16,5.16,3.7,4.89,3.7,3.7,2.62,2.86,2.62
44,EBIT,60.81,44.45,28.44,18.92,17.33,41.11,47.61,60.98,18.35,64.83,51.4,30.34,6.01,11.01,17.21,12.73,14.62,14.17,15.41,14.54
45,EBIT Margin,27.43%,25.67%,19.90%,16.97%,14.26%,31.87%,31.64%,25.48%,11.59%,36.91%,30.86%,26.20%,6.51%,13.20%,21.93%,16.59%,16.42%,29.71%,19.36%,21.82%
46,Effective Tax Rate,16.79%,13.68%,14.27%,14.52%,-,13.71%,16.15%,15.41%,6.87%,15.00%,15.76%,15.00%,-,13.94%,12.17%,13.67%,6.92%,20.10%,14.51%,14.98%
47,Revenue as Reported,-,173.17,142.97,111.5,121.52,128.98,150.48,239.34,158.36,175.66,282.33,-,330.9,-,155.2,-,-,-,146.24,-
