,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
32,Total Liabilities,-,174.96,172.94,158.09,165.83,205.48,218.14,164.8,214.57,219.66,221.4,153.7,137.69,121.03,85.68,-,81.13,-,60.03,60.03
33,Common Stock,-,119.83,119.83,85.6,85.6,85.55,85.55,85.44,85.44,85.44,85.44,85.44,85.44,85.44,64.08,-,64.08,-,64.08,64.08
34,Additional Paid-In Capital,-,333,332.62,366.48,366.1,359.67,358.89,354.06,352.72,348.28,348.28,348.28,348.28,348.28,156.38,-,156.38,-,156.38,156.38
35,Retained Earnings,-,255.28,235.65,267.1,250.32,229.52,208.36,238.16,221.77,201.35,178.21,200.39,173.41,151.04,129.33,-,84.79,-,52.92,52.92
36,Comprehensive Income & Other,-,-0.67,-0.75,-0.75,-0.68,-0.63,-0.54,-0.35,-0.77,-0.08,-0.28,-0.72,-0.87,-0.61,-0.79,-,0.24,-,2.86,2.86
37,Total Common Equity,707.44,707.44,687.35,718.43,701.34,674.11,652.26,677.31,659.16,634.99,611.65,633.39,606.26,584.15,349.01,305.49,305.49,-,276.24,276.24
38,Minority Interest,-,7.99,8.2,8.15,8.44,8.59,9.02,9.67,9.02,8.98,9.18,9.24,8.47,7.62,6.95,-,5.15,-,4.24,4.24
39,Shareholders' Equity,715.43,715.43,695.55,726.58,709.78,682.7,661.28,686.97,668.18,643.97,620.82,642.63,614.73,591.77,355.95,310.64,310.64,-,280.48,280.48
40,Total Liabilities & Equity,-,890.39,868.5,884.67,875.61,888.18,879.42,851.77,882.76,863.63,842.22,796.33,752.42,712.8,441.63,-,391.77,-,340.51,340.51
41,Total Debt,58.35,58.35,62.9,74.79,73.44,93.13,52.75,56.84,57.2,54.67,61.44,58.68,47.79,44.55,29.59,20.03,20.03,-,24,24
42,Net Cash (Debt),39.07,39.07,50.56,105.66,115.57,169.38,224.21,232.58,279.03,273.38,295.21,266.6,263.93,246.13,23.45,-1.01,-1.01,-,33.61,33.61
43,Net Cash Growth,-66.20%,-76.94%,-77.45%,-54.57%,-58.58%,-38.04%,-24.05%,-12.76%,5.72%,11.07%,1158.96%,-,-,-,-30.23%,-,-,-,-,-
44,Net Cash Per Share,0.33,0.32,0.42,0.90,0.95,1.45,1.81,1.93,2.34,2.28,2.46,2.26,2.34,2.32,0.26,-0.01,-0.01,-,0.37,0.37
45,Filing Date Shares Outstanding,119.83,119.83,119.83,119.83,119.83,119.77,119.77,119.62,119.62,119.62,119.62,119.62,119.62,119.62,89.71,88.87,89.71,90.69,89.71,89.71
46,Total Common Shares Outstanding,119.83,119.83,119.83,119.83,119.83,119.77,119.77,119.62,119.62,119.62,119.62,119.62,119.62,119.62,89.71,88.87,89.71,90.69,89.71,89.71
47,Working Capital,-,255.66,252.96,335.63,314.74,391.9,347.53,409.15,406.3,432.09,434.48,489.9,472.65,454.01,217.62,-,166.72,-,139.19,139.19
48,Book Value Per Share,5.90,5.90,5.74,6.00,5.85,5.63,5.45,5.66,5.51,5.31,5.11,5.30,5.07,4.88,3.89,3.41,3.41,-,3.08,3.08
49,Tangible Book Value,654.06,654.06,634.19,665.24,674.13,649.75,627.68,652.5,633.38,608.98,577.22,598.7,571.29,548.61,313.8,269.97,269.97,-,240.19,240.19
50,Tangible Book Value Per Share,5.46,5.46,5.29,5.55,5.63,5.42,5.24,5.45,5.30,5.09,4.83,5.01,4.78,4.59,3.50,3.01,3.01,-,2.68,2.68
51,Buildings,-,-,155.1,-,155.07,-,64.44,-,65.19,-,57.78,-,57.78,-,48.65,-,42.74,-,35.8,35.8
52,Machinery,-,-,276.42,-,261.23,-,171.28,-,168.03,-,155.57,-,153.21,-,151.39,-,116.74,-,115.23,115.23
53,Construction In Progress,-,-,101.42,-,80.38,-,218.03,-,160.32,-,64.09,-,28.01,-,27.1,-,58.44,-,38.6,38.6
