,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
18,Total Assets,2853,2980,3023,2757,2802,2649,2600,2721,2890,2855,2745,2699,2260,2086,1848,1783,-,1548,-
19,Accounts Payable,518.68,482.85,514.7,575.78,517.43,392.11,311.96,337.57,294.01,253.6,284.25,335.01,169.45,163.21,168.86,179.74,-,123.88,-
20,Accrued Expenses,47.24,99.61,58.11,89.36,57.48,72.6,35.79,60.51,43.83,59.72,34.35,84.46,41.28,57.81,37.64,68.72,-,56.19,-
21,Short-Term Debt,275.55,451.48,396.09,108.97,189.08,283.49,327.01,411.33,538.24,559.51,484.12,324.74,380.96,257.28,130.99,149.47,-,88.81,-
22,Current Portion of Long-Term Debt,30.61,35.44,42.89,27.84,50.58,15.07,40.96,15.6,101.25,79.22,83.91,70.94,16.13,6,14.4,-,-,6,-
23,Current Portion of Leases,-,13.16,-,18.32,-,17.51,-,23.44,-,22.28,-,19.11,-,9.84,-,-,-,-,-
24,Current Income Taxes Payable,15.7,9.13,14.82,5.04,19.46,6.86,10.71,1.96,23.54,10.52,10.52,2.63,5.59,1.81,6.03,6.7,-,10.09,-
25,Current Unearned Revenue,15.28,18.43,17.79,12.85,37.8,19.58,19.23,23.17,20.43,15.38,9.88,12.33,13.96,18.35,18.47,16.17,-,4.02,-
26,Other Current Liabilities,44.87,13.56,109.69,95.83,80.25,60.2,121.47,141.53,167.17,171.28,189.64,209.25,30.53,24.1,35.7,13.3,-,13.4,-
27,Total Current Liabilities,947.91,1124,1154,933.99,952.08,867.42,867.12,1015,1188,1172,1097,1058,657.89,538.4,412.09,434.1,-,302.39,-
28,Long-Term Debt,110.53,117.64,107.6,112.81,135.96,104.31,41.55,40.04,42.9,45.76,3.95,10.1,38.11,9,10.5,12,-,15,-
29,Long-Term Leases,40.8,33.1,37.53,36.78,42.85,46.63,52.98,54.76,61.14,60.38,60.55,64.94,39.94,41.2,37.96,0.32,-,0.43,-
30,Long-Term Unearned Revenue,15.4,16.33,17.26,18.18,19.11,19.88,20.81,21.6,22.52,23.44,25.27,25.29,21.59,22.13,22.37,22.88,-,20.61,-
31,Long-Term Deferred Tax Liabilities,17.21,18.01,19.74,19.05,22.34,24.23,13.85,24.76,12.57,12.7,13.59,14.53,3.23,1.15,0.88,0.93,-,1.36,-
32,Other Long-Term Liabilities,2.55,2.55,2.55,2.55,-,-,-,-,-,-,0.38,-,-,-,-,-,-,-,-
33,Total Liabilities,1134,1311,1339,1123,1172,1062,996.31,1156,1328,1314,1200,1173,760.74,611.88,483.81,470.23,-,339.79,-
34,Common Stock,422.7,422.7,422.7,422.7,422.7,422.7,422.7,422.7,422.7,422.7,422.7,422.7,422.7,422.7,380.2,380.2,-,380.2,-
35,Additional Paid-In Capital,749.49,749.05,748.61,748.16,773.77,772.45,772.45,772.45,773.88,770.9,770.9,770.9,770.24,770.24,510.54,510.54,-,510.54,-
36,Retained Earnings,495.2,449.78,485.1,444.35,429.43,386.56,402.05,367.04,356.41,334.59,338.14,323.79,302.95,277.35,470.52,419.29,-,311.89,-
37,Comprehensive Income & Other,0.15,0.15,0.15,0.15,0.1,0.13,-0.28,0.05,0.14,-0.21,-0.53,-0.49,-0.39,-0.4,-0.32,-0.34,-,0.1,-
38,Total Common Equity,1668,1622,1657,1615,1626,1582,1597,1562,1553,1528,1531,1517,1496,1470,1361,1310,-,1203,1119
39,Minority Interest,51.05,47.36,27.29,18.57,3.52,4.36,6.3,2.72,9.32,13.63,13.11,9.07,4.1,3.93,3.41,3.19,-,5.25,-
40,Shareholders' Equity,1719,1669,1684,1634,1630,1586,1603,1565,1562,1542,1544,1526,1500,1474,1364,1313,-,1208,1125
41,Total Liabilities & Equity,2853,2980,3023,2757,2802,2649,2600,2721,2890,2855,2745,2699,2260,2086,1848,1783,-,1548,-
42,Total Debt,457.49,650.82,584.11,304.72,418.47,467,462.49,545.17,743.54,767.15,632.53,489.83,475.13,323.33,193.85,161.79,-,110.24,78.94
43,Net Cash (Debt),287.27,223.45,302,268.15,292.84,246.63,287.12,271.76,277.93,434.37,424.94,539.87,710.18,742.36,669.28,669.14,-,513.58,403.7
44,Net Cash Growth,-1.90%,-9.40%,5.18%,-1.33%,5.36%,-43.22%,-32.43%,-49.66%,-60.86%,-41.49%,-36.51%,-19.32%,-,44.55%,65.78%,-,-,-,-
45,Net Cash Per Share,0.68,0.53,0.71,0.60,0.71,0.58,0.68,0.59,0.69,1.03,1.01,1.16,1.78,1.82,1.76,1.72,-,1.36,1.06
46,Filing Date Shares Outstanding,422.7,422.7,422.7,422.7,422.7,422.7,422.7,422.7,422.7,422.7,422.7,422.7,422.7,422.7,380.2,380.2,379.02,380.2,380.2
47,Total Common Shares Outstanding,422.7,422.7,422.7,422.7,422.7,422.7,422.7,422.7,422.7,422.7,422.7,422.7,422.7,422.7,380.2,380.2,379.02,380.2,380.2
48,Working Capital,806.03,751.3,753.78,693.27,742.29,704.52,692.61,649.36,688.13,861.33,869.92,914.14,1125,1089,980.83,939.79,-,824.12,-
49,Book Value Per Share,3.94,3.84,3.92,3.82,3.85,3.74,3.78,3.70,3.67,3.61,3.62,3.59,3.54,3.48,3.58,3.44,-,3.16,2.94
50,Tangible Book Value,1483,1435,1468,1424,1435,1386,1401,1367,1357,1330,1330,1313,1399,1372,1263,1210,-,1097,1012
51,Tangible Book Value Per Share,3.51,3.39,3.47,3.37,3.40,3.28,3.31,3.23,3.21,3.15,3.15,3.11,3.31,3.25,3.32,3.18,-,2.88,2.66
52,Buildings,-,491.73,-,491.73,-,182.63,-,182.63,-,182.63,-,182.63,-,182.63,-,-,-,181.07,-
53,Machinery,-,541.83,-,527.91,-,499.48,-,491.41,-,469.11,-,459.58,-,348.45,-,-,-,332.57,-
54,Construction In Progress,-,25.4,-,15.86,-,263.37,-,231.27,-,133.47,-,53.2,-,9.29,-,-,-,4.01,-
