,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
18,Gain (Loss) on Sale of Assets,0.8,-2.5,-0.21,-1.05,3.11,-3.74,0.17,0.19,-0.62,-0.76,0,0.21,-0.01,-0.03,-,0.03,-0.04,0.09,0.24
19,Asset Writedown,-10.24,-0.47,0.47,-4.01,-5.16,0.44,-0.44,11.28,-12.7,2.9,-3.44,13.99,-16.17,3.79,-5.22,12.82,-13.99,-0.58,-2.54
20,Other Unusual Items,-2.34,-2.18,4.52,9.39,0.48,-0.48,-,12.86,0.18,-0.18,-,12.85,-,-,-,17.26,-0,0,-
21,Pretax Income,56.54,57.91,52.76,16.27,47.87,54.07,42.16,0.22,13.51,41.87,13.44,14.96,29.37,21.97,59.95,54.81,69.25,60.84,34.26
22,Income Tax Expense,7.48,5.2,8.3,1.69,5.83,8.33,9.59,-6.85,-6.15,3.53,0.09,-5.98,3.61,3.26,8.49,7.89,8.48,6.89,4.5
23,Earnings From Continuing Operations,49.07,52.71,44.46,14.58,42.04,45.74,32.58,7.08,19.66,38.34,13.34,20.94,25.76,18.71,51.46,46.92,60.77,53.95,29.77
24,Minority Interest in Earnings,-3.69,-3.57,-3.71,0.34,0.84,2.14,2.44,3.56,2.16,0.37,1.01,-0.1,-0.16,-0.52,-0.23,-0.15,-0.14,-0.32,-0.11
25,Net Income,45.38,49.14,40.75,14.92,42.88,47.89,35.01,10.63,21.82,38.71,14.35,20.84,25.6,18.19,51.23,46.77,60.63,53.63,29.66
26,Net Income to Common,45.38,49.14,40.75,14.92,42.88,47.89,35.01,10.63,21.82,38.71,14.35,20.84,25.6,18.19,51.23,46.77,60.63,53.63,29.66
27,Net Income Growth,5.85%,2.61%,16.37%,40.33%,96.48%,23.70%,143.94%,-48.98%,-14.76%,112.87%,-71.98%,-55.45%,-57.77%,-66.09%,72.75%,-,-,-,-
28,Shares Outstanding (Basic),423,423,423,448,412,423,423,462,402,424,422,467,399,408,380,389,379,377,380
29,Shares Outstanding (Diluted),423,423,423,448,412,423,423,462,402,424,422,467,399,408,380,389,379,377,380
30,Shares Change (YoY),2.49%,0.06%,-0.05%,-3.16%,2.44%,-0.21%,0.17%,-1.09%,0.89%,3.68%,11.00%,20.05%,5.24%,8.37%,0.03%,-,-,-,-
31,EPS (Basic),0.11,0.12,0.10,0.03,0.10,0.11,0.08,0.02,0.05,0.09,0.03,0.04,0.06,0.04,0.13,0.12,0.16,0.14,0.08
32,EPS (Diluted),0.11,0.12,0.10,0.03,0.10,0.11,0.08,0.02,0.05,0.09,0.03,0.04,0.06,0.04,0.13,0.12,0.16,0.14,0.08
33,EPS Growth,3.27%,2.55%,16.43%,44.91%,91.81%,23.96%,143.53%,-48.42%,-15.52%,105.32%,-74.76%,-62.89%,-59.88%,-68.71%,72.69%,-,-,-,-
34,Free Cash Flow,76.41,38.08,-11.55,11.21,33.23,72.68,19.92,40.97,-28.69,39.36,-80.14,-5.06,-2.41,-14.08,47.43,81.06,87.63,63.59,22.99
35,Free Cash Flow Per Share,0.18,0.09,-0.03,0.03,0.08,0.17,0.05,0.09,-0.07,0.09,-0.19,-0.01,-0.01,-0.03,0.12,0.21,0.23,0.17,0.06
36,Dividend Per Share,-,0.050,-,0.200,-,-,-,0.150,-,-,-,0.100,-,-,-,0.500,-,-,-
37,Dividend Growth,-,-,-,33.33%,-,-,-,50.00%,-,-,-,-80.00%,-,-,-,-,-,-,-
38,Gross Margin,30.26%,26.81%,28.29%,26.04%,32.50%,31.14%,30.40%,25.97%,31.00%,20.86%,22.36%,19.86%,26.33%,25.49%,34.66%,28.77%,40.97%,35.98%,34.36%
39,Operating Margin,13.93%,10.23%,9.08%,1.51%,10.49%,10.44%,9.92%,-5.85%,8.48%,0.75%,4.65%,-2.61%,8.75%,7.00%,14.78%,10.14%,22.11%,15.53%,11.41%
40,Profit Margin,8.15%,9.00%,7.94%,2.47%,7.89%,9.72%,8.64%,2.32%,4.89%,9.50%,3.16%,4.83%,5.97%,4.72%,13.10%,11.17%,14.34%,14.01%,11.82%
41,Free Cash Flow Margin,13.72%,6.97%,-2.25%,1.86%,6.11%,14.76%,4.91%,8.92%,-6.43%,9.66%,-17.64%,-1.17%,-0.56%,-3.65%,12.13%,19.36%,20.73%,16.61%,9.16%
42,EBITDA,93.46,77.22,62.44,24.95,73.63,67.55,56.85,-10.22,55.3,20.36,38.55,6.17,50.72,39.86,70.96,55.64,106.26,72.77,41.41
43,EBITDA Margin,16.78%,14.14%,12.17%,4.14%,13.55%,13.72%,14.02%,-2.23%,12.39%,5.00%,8.49%,1.43%,11.83%,10.35%,18.15%,13.29%,25.13%,19.01%,16.50%
44,D&A For EBITDA,15.85,21.36,15.85,15.85,16.62,16.13,16.62,16.62,17.44,17.29,17.44,17.44,13.19,12.91,13.19,13.19,12.77,13.34,12.77
45,EBIT,77.61,55.86,46.59,9.09,57.01,51.42,40.23,-26.83,37.86,3.07,21.11,-11.27,37.53,26.94,57.77,42.44,93.49,59.44,28.64
46,EBIT Margin,13.93%,10.23%,9.08%,1.51%,10.49%,10.44%,9.92%,-5.84%,8.48%,0.75%,4.65%,-2.61%,8.75%,7.00%,14.78%,10.14%,22.11%,15.53%,11.41%
47,Effective Tax Rate,13.22%,8.97%,15.73%,10.37%,12.18%,15.40%,22.74%,-,-,8.43%,0.70%,-,12.28%,14.84%,14.17%,14.39%,12.25%,11.32%,13.12%
48,Revenue as Reported,556.95,546.19,513.1,603.09,543.46,492.52,405.46,459.1,446.24,861.85,-,431.45,428.77,385.16,390.94,418.68,422.77,382.81,250.99
