,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,"Property, Plant & Equipment",-,1190,1178,1155,1081,1041,971.41,979.64,986.92,978.95,973.06,-,984.38,-,986.82,986.82,1454,1454,1279,1279
10,Other Intangible Assets,-,3973,3961,3941,3929,3213,3169,3013,2986,2760,2610,-,2356,-,2039,2039,1257,1257,1189,1189
11,Long-Term Deferred Tax Assets,-,73.35,69.25,68.13,67.59,48.82,46.89,45.39,53.64,48.38,48.92,-,42.85,-,39.9,39.9,44.01,44.01,39.29,39.29
12,Long-Term Deferred Charges,-,43.34,36.46,32,28.7,23.83,22.77,21.78,20.37,8,8.15,-,7.51,-,7.12,7.12,2.88,2.88,1,1
13,Other Long-Term Assets,-,131.19,120.79,106.15,129.64,86.59,31.96,26.73,23.24,35.43,44.55,-,20.56,-,83.08,83.08,39.78,39.78,67.18,67.18
14,Total Assets,-,7465,7188,7476,7152,6505,6666,6511,6498,6173,4849,-,4557,-,4187,4187,3731,3731,3579,3579
15,Accounts Payable,-,508.64,548.29,526.71,552.51,497.43,517.91,421.73,465.38,381.13,460.35,-,387.74,-,411.78,411.78,190.2,190.2,217.13,217.13
16,Accrued Expenses,-,22.83,37.98,39.85,65.47,26.45,45.69,39.43,69.6,23.47,37.41,-,59.98,-,27.64,27.64,69.66,69.66,39.66,39.66
17,Short-Term Debt,-,98.64,160.45,88.14,216.96,83.87,108.9,123.04,257.21,158.27,109.51,-,147.27,-,178.69,178.69,193,193,293.7,293.7
18,Current Portion of Long-Term Debt,-,287.44,141.01,144.74,110.22,94.27,224.76,127.67,124.74,123.38,116.79,-,116.24,-,112.53,112.53,88.03,88.03,65.58,65.58
19,Current Unearned Revenue,-,81.72,34.33,58.91,62.35,56.57,73.76,86.04,82.98,22.75,47.41,-,24.31,-,39.43,39.43,29.11,29.11,25.44,25.44
20,Current Portion of Leases,-,-,2.09,-,1.97,-,6.26,-,4.49,-,4.51,-,4.8,-,4.76,4.76,-,-,-,-
21,Current Income Taxes Payable,-,22.02,12.06,17.16,6.23,31.47,19.8,21.48,13.8,26.87,18.29,-,14.35,-,16.3,16.3,18.73,18.73,20.79,20.79
22,Other Current Liabilities,-,126.45,114.56,265.29,122.09,193.64,177.7,175.88,65.41,167.44,210.21,-,200.56,-,238.55,238.55,259.92,259.92,275.15,275.15
23,Total Current Liabilities,-,1148,1051,1141,1138,983.7,1175,995.27,1084,903.31,1004,-,955.25,-,1030,1030,848.64,848.64,937.44,937.44
24,Long-Term Debt,-,2094,2006,2136,1893,1672,1712,1730,1719,1624,1622,-,1539,-,1237,1237,1121,1121,930.67,930.67
25,Long-Term Leases,-,1.2,1.15,1.25,1.15,1.75,13.52,12.61,12.13,14.1,14.72,-,2.58,-,4.54,4.54,-,-,-,-
26,Long-Term Unearned Revenue,-,110.02,111.22,112.47,113.67,113.04,114.23,115.45,117.06,118.28,119.46,-,101.21,-,59.11,59.11,60.01,60.01,52.48,52.48
27,Long-Term Deferred Tax Liabilities,-,28.96,27.25,27.9,27.79,4.2,2.69,1.63,10.48,2.31,1.63,-,4.32,-,1.66,1.66,-,-,-,-
28,Other Long-Term Liabilities,-,243.7,261.6,285.45,280.16,112.61,111.83,108.76,106.5,111.66,110.96,-,94.99,-,86.4,86.4,69.4,69.4,89.02,89.02
29,Total Liabilities,-,3626,3458,3704,3454,2888,3129,2964,3049,2774,2874,-,2697,-,2418,2418,2099,2099,2010,2010
30,Common Stock,-,1472,1472,1472,1472,1472,1472,1472,1472,1472,1105,-,1105,-,1105,1105,1105,1105,1105,1105
31,Additional Paid-In Capital,-,1127,1127,1127,1127,1127,1127,1126,1126,1125,141.9,-,140.93,-,140.08,140.08,139.97,139.97,140.03,140.03
32,Retained Earnings,-,919.15,819.27,875.19,802.67,739.71,671.84,674.47,613.95,576.36,512.97,-,401.81,-,323.21,323.21,198.06,198.06,146.28,146.28
33,Comprehensive Income & Other,-,4.66,5,3.94,3.07,3.29,2.75,1.49,0.23,-,-,-,-,-,-,-,-,-,-,-
34,Total Common Equity,3523,3523,3423,3478,3404,3342,3273,3274,3212,3174,1760,1647,1647,-,1568,1568,1443,1443,1391,1391
35,Minority Interest,-,316.91,306.77,294.61,293.62,275.11,264.18,272.89,237.48,225.4,215.88,-,212.63,-,201.27,201.27,189.8,189.8,178.74,178.74
36,Shareholders' Equity,3840,3840,3730,3773,3698,3617,3538,3547,3449,3399,1975,1860,1860,-,1769,1769,1632,1632,1570,1570
37,Total Liabilities & Equity,-,7465,7188,7476,7152,6505,6666,6511,6498,6173,4849,-,4557,-,4187,4187,3731,3731,3579,3579
38,Total Debt,2481,2481,2310,2370,2224,1852,2065,1994,2117,1920,1868,1810,1810,-,1537,1537,1402,1402,1290,1290
39,Net Cash (Debt),-1377,-1377,-1441,-1170,-1231,-645.35,-412.09,-299.64,-361.03,-262.74,-1367,-1248,-1248,-,-1050,-1050,-862.41,-862.41,-655.32,-655.32
40,Net Cash Per Share,-0.97,-0.93,-0.98,-0.80,-0.78,-0.44,-0.28,-0.20,-0.24,-0.21,-1.38,-1.02,-1.39,-,-0.95,-0.95,-0.78,-0.78,-0.59,-0.59
41,Filing Date Shares Outstanding,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1218,1105,1222,1105,1105,1105,1105,1105,1105
42,Total Common Shares Outstanding,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1105,1218,1105,1222,1105,1105,1105,1105,1105,1105
43,Working Capital,-,906.15,771.27,1033,778.71,1107,1249,1429,1344,1439,159.73,-,190.82,-,2.22,2.22,84.8,84.8,66.98,66.98
44,Book Value Per Share,2.39,2.39,2.33,2.36,2.31,2.27,2.22,2.22,2.18,2.16,1.59,1.49,1.49,-,1.42,1.42,1.31,1.31,1.26,1.26
45,Tangible Book Value,-450.38,-450.38,-537.48,-463.14,-524.12,128.92,104.17,261.04,225.98,414.01,-850.51,-708.6,-708.6,-,-470.65,-470.65,185.67,185.67,202.23,202.23
46,Tangible Book Value Per Share,-0.31,-0.31,-0.37,-0.31,-0.36,0.09,0.07,0.18,0.15,0.28,-0.77,-0.64,-0.64,-,-0.43,-0.43,0.17,0.17,0.18,0.18
47,Buildings,-,-,816.26,-,584.83,-,574.17,-,570.91,-,556.41,-,552.1,-,529.48,529.48,517.67,517.67,514.2,514.2
48,Machinery,-,-,736.56,-,746.67,-,725.91,-,723.22,-,697.82,-,696.66,-,687.7,687.7,678.68,678.68,674.51,674.51
49,Construction In Progress,-,-,53.21,-,152.72,-,29.28,-,20.15,-,11.9,-,10.6,-,13.16,13.16,483.41,483.41,288.92,288.92
