,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
28,Long-Term Unearned Revenue,-,-,-,-,-,57.95,-,-,-,-
29,Long-Term Deferred Tax Liabilities,32.31,32.91,27.33,28.53,25.87,22.37,26.71,24.84,26.33,26.85
30,Other Long-Term Liabilities,-,-,-,-,-,-,-,18.59,18.14,40.3
31,Total Liabilities,997.77,1035,958.91,970.19,1023,1204,1504,1178,1319,1157
32,Common Stock,7.08,7.08,7.08,7.08,7.08,7.08,7.08,7.08,7.08,6.75
33,Additional Paid-In Capital,365.25,384.68,384.29,403.99,403.99,421.86,421.86,443.19,443.19,431.04
34,Retained Earnings,699.08,648.28,616.76,568.22,552.14,491.31,434.13,365.15,296.28,233.64
35,Comprehensive Income & Other,-69.71,-69.71,-62.7,-62.7,-62.7,-21,0.43,-1.1,-3.84,7.01
36,Total Common Equity,1002,970.33,945.43,916.59,900.51,899.26,863.5,814.33,742.71,678.43
37,Minority Interest,69.5,62.38,71.37,70.34,68.04,83.85,102.67,77.1,71.31,59.49
38,Shareholders' Equity,1071,1033,1017,986.93,968.55,983.11,966.17,891.43,814.02,737.93
39,Total Liabilities & Equity,2069,2067,1976,1957,1991,2187,2470,2070,2133,1895
40,Total Debt,61.55,61.26,60.65,61.34,82.23,68.78,115.66,117.5,224.32,177.83
41,Net Cash (Debt),430.13,473.29,337.37,392.39,334.75,381.76,276.95,393.28,233.62,282.71
42,Net Cash Growth,27.50%,20.62%,0.78%,2.78%,20.87%,-2.93%,18.55%,39.11%,11.06%,-6.99%
43,Net Cash Per Share,0.50,0.55,0.39,0.46,0.39,0.45,0.32,0.46,0.28,0.35
44,Filing Date Shares Outstanding,854.55,854.55,854.55,854.55,854.55,854.55,854.55,854.55,854.55,817.62
45,Total Common Shares Outstanding,854.55,854.55,854.55,854.55,854.55,854.55,854.55,854.55,854.55,817.62
46,Working Capital,452.02,398.71,363.61,330.24,300.2,305.97,123.14,99.21,96.26,123.69
47,Book Value Per Share,1.17,1.14,1.11,1.07,1.05,1.05,1.01,0.95,0.87,0.83
48,Tangible Book Value,739.64,703.41,674.48,640.39,605.7,536.65,410.49,358.74,335.72,340.94
49,Tangible Book Value Per Share,0.87,0.82,0.79,0.75,0.71,0.63,0.48,0.42,0.39,0.42
50,Buildings,-,66.14,-,64.55,-,78.4,-,72.38,-,29.37
51,Machinery,-,116.41,-,113.64,-,113.49,-,84.87,-,56.99
52,Leasehold Improvements,-,53.24,-,37.48,-,28.66,-,26.21,-,19.84
