,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
22,Current Portion of Long-Term Debt,2775,4673,3366,4444,3289,2906,822.58,-,-,-
23,Current Portion of Leases,10.49,9.8,11.38,5.11,9.28,12.05,12.34,11.91,9.89,6.61
24,Current Income Taxes Payable,47.4,31.79,49.79,37.12,23.79,36.84,25.65,36.68,33.65,29.68
25,Current Unearned Revenue,69.56,59,20.37,5.18,6.23,5.98,2.68,1.13,1.31,0.67
26,Other Current Liabilities,322.1,200.22,374.41,449.41,430.4,282.56,95.62,79.8,46.52,20.29
27,Total Current Liabilities,6145,6131,4925,5445,4612,3834,1813,1689,2045,2010
28,Long-Term Debt,265.05,1549,2166,1746,741.41,941,464.18,-,-,-
29,Long-Term Leases,5.68,10.17,15.26,1.26,2.36,3.8,7.51,13.34,14.99,15.45
30,Long-Term Deferred Tax Liabilities,60.81,64.65,50.89,60.6,53.64,70.7,63.43,56.45,52.5,35.39
31,Other Long-Term Liabilities,4.92,1.32,-,2.06,1.77,-,-,-,-,-
32,Total Liabilities,6482,7756,7157,7255,5411,4849,2348,1759,2112,2061
33,Common Stock,8.55,8.56,8.57,8.72,8.7,8.69,8.14,8.13,7.64,7.64
34,Additional Paid-In Capital,1865,2110,2113,2272,2262,2320,1845,1887,1553,1592
35,Retained Earnings,2062,1907,1808,1632,1580,1409,1159,997.98,847.14,667.93
36,Treasury Stock,-1.82,-1.01,-,-,-,-,-,-,-,-
37,Comprehensive Income & Other,-86.15,-97.7,-89.71,3.32,25.53,32.97,36.22,22.98,22.51,21.33
38,Total Common Equity,3848,3927,3840,3916,3877,3771,3048,2916,2430,2289
39,Minority Interest,40.15,136.72,206.28,207.5,193.41,182.75,94.89,111.3,112.17,129.06
40,Shareholders' Equity,3888,4063,4046,4124,4070,3954,3143,3027,2542,2418
41,Total Liabilities & Equity,10370,11820,11203,11378,9481,8803,5491,4786,4654,4479
42,Total Debt,5891,7264,6597,6617,4831,4357,2112,1512,1907,1907
43,Net Cash (Debt),-4763,-6256,-5575,-5778,-3480,-3366,-1684,-1132,-1648,-1525
44,Net Cash Per Share,-4.86,-6.38,-5.62,-5.76,-3.46,-3.45,-1.79,-1.24,-1.86,-1.73
45,Filing Date Shares Outstanding,987.96,989.52,991.32,1008,1006,1004,938.02,936.6,881.01,880.32
46,Total Common Shares Outstanding,987.96,989.52,991.32,1008,1006,1004,938.02,936.6,881.01,880.32
47,Working Capital,1743,3486,4922,4495,3689,4218,3288,2773,2402,2338
48,Book Value Per Share,3.90,3.97,3.87,3.89,3.86,3.75,3.25,3.11,2.76,2.60
49,Tangible Book Value,3788,3496,3360,3485,3408,3340,3023,2915,2411,2288
50,Tangible Book Value Per Share,3.83,3.53,3.39,3.46,3.39,3.33,3.22,3.11,2.74,2.60
51,Buildings,-,-,-,0.62,-,0.62,-,0.62,-,0.6
52,Machinery,-,15.97,-,16.48,-,14.23,-,11.66,-,8.63
53,Construction In Progress,-,65.22,-,11.12,-,-,-,-,-,-
54,Leasehold Improvements,-,5.57,-,5.57,-,5.57,-,5.32,-,4.3
