,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
30,Common Stock,102.45,102.45,102.45,102.45,102.45,102.45,102.45,102.45,76.84,76.84,-,76.84,-,76.84,76.84
31,Additional Paid-In Capital,669.68,669.68,669.68,669.68,669.69,669.69,669.69,669.69,100.97,100.97,-,100.97,-,100.97,100.97
32,Retained Earnings,192.27,187.36,221.42,217.49,209.94,201.75,255.81,236.15,222.91,209.82,-,175.63,-,133.61,133.61
33,Total Common Equity,964.41,959.49,993.55,989.63,982.07,973.89,1028,1008,400.72,387.62,353.44,353.44,311.42,311.42,311.42
34,Minority Interest,22.52,22.94,20.7,22.7,21.6,20.69,22.56,20.71,19.79,19.08,-,15.42,-,9.26,9.26
35,Shareholders' Equity,986.93,982.44,1014,1012,1004,994.58,1051,1029,420.51,406.7,368.85,368.85,320.67,320.67,320.67
36,Total Liabilities & Equity,1175,1167,1280,1271,1251,1260,1293,1323,742.75,719.59,-,696.14,-,601.82,601.82
37,Total Debt,16.19,26.57,121.41,95.05,84.18,106.26,104.98,116.29,147.94,159.91,133.46,133.46,95.57,95.57,95.57
38,Net Cash (Debt),391.48,392.38,433.45,463.2,435.79,430.05,490.71,498.91,-103.6,-106.78,-77.88,-77.88,-52.22,-52.22,-52.22
39,Net Cash Growth,-10.17%,-8.76%,-11.67%,-7.16%,-,-,-,-,-,-,-,-,-,-,-
40,Net Cash Per Share,3.43,3.67,4.42,4.79,4.11,4.24,4.74,5.31,-1.38,-1.42,-0.99,-1.00,-0.70,-0.68,-0.68
41,Filing Date Shares Outstanding,102.45,102.45,102.45,102.45,102.45,102.45,102.45,102.45,76.84,76.84,78.38,76.84,75.1,76.84,76.84
42,Total Common Shares Outstanding,102.45,102.45,102.45,102.45,102.45,102.45,102.45,102.45,76.84,76.84,78.38,76.84,75.1,76.84,76.84
43,Working Capital,580.16,589.33,636.75,653.05,640.42,638.68,709.51,693.61,160.28,155.17,-,144.97,-,106.01,106.01
44,Book Value Per Share,9.41,9.37,9.70,9.66,9.59,9.51,10.03,9.84,5.22,5.04,4.60,4.60,4.05,4.05,4.05
45,Tangible Book Value,919.04,914.12,961.6,957.54,951.07,941.54,996.03,971.54,364.72,350.3,315.5,315.5,273.34,273.34,273.34
46,Tangible Book Value Per Share,8.97,8.92,9.39,9.35,9.28,9.19,9.72,9.48,4.75,4.56,4.11,4.11,3.56,3.56,3.56
47,Buildings,-,162.91,-,162.91,-,156.7,-,190.2,-,75.73,-,75.73,-,75.59,75.59
48,Machinery,-,234.34,-,217.05,-,196.26,-,171.62,-,152.67,-,140.47,-,137.12,137.12
49,Construction In Progress,-,17.68,-,31.06,-,28.88,-,11.26,-,102.14,-,82.35,-,25.13,25.13
