,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Operating Expenses,33.55,23.79,20.86,20.49,23.88,23.49,19.98,16.72,26.17,13.62,20.65,13.82,18.15,20.35,19.11,16.83,16.49,12.67,12.67
10,Operating Income,28.57,40.31,34.55,31.66,20.52,26.02,19.34,14.53,25.6,21.05,26.01,30.78,29.59,32.49,32.75,42.47,29.39,23.49,23.49
11,Interest Expense,-0.1,-0.09,-0.09,-0.49,-0.14,-0.09,-0.04,-0.58,-0.24,-0.28,-0.22,-0.2,-0.39,-0.76,-0.33,-0.47,-,-0.26,-0.26
12,Interest & Investment Income,1.41,4.77,3.33,12.44,2.52,5.5,3.83,0.83,3.19,4.54,6.2,3.57,1.01,0.91,0.12,0.15,0.07,0.12,0.12
13,Currency Exchange Gain (Loss),-0.13,0.13,-,0.18,-0.48,0.48,-,0.69,-0.24,0.24,-,-0.8,0.5,-0.5,-,0.03,-0.23,0.12,0.12
14,Other Non Operating Income (Expenses),0.58,-1.34,-0.01,-0.62,0.63,-0.17,0.24,-1.23,0.87,0,-0.01,0.4,-0.16,0.29,-0.46,-1.01,0.92,-0.04,-0.04
15,EBT Excluding Unusual Items,30.33,43.78,37.78,43.17,23.04,31.74,23.38,14.23,29.17,25.55,31.98,33.75,30.55,32.43,32.08,41.17,30.14,23.42,23.42
16,Gain (Loss) on Sale of Investments,0.29,0.04,0.55,-7.12,0.21,-,0.15,1.55,1.3,1.01,-1.01,4.51,-,-,-,-,-,-,-
17,Gain (Loss) on Sale of Assets,-0.05,-0,-0,-0.04,-0.06,-0.02,-0.09,-0.02,-0.16,-0.04,-0.25,-0.02,-0.34,0.01,-0.15,-0.02,0.02,-0.02,-0.02
18,Asset Writedown,-0.64,0.53,-0.53,0.56,-0.56,0.42,-0.42,0.91,-0.91,0.02,-0.02,0.42,-0.42,-0.33,0.33,0.14,-0.14,-,-
19,Other Unusual Items,1.5,3.75,3,0.37,-0.11,0.11,-,1,-0.07,0.07,-,-,0.36,-0.36,-,3.28,-0.95,0.48,0.48
20,Pretax Income,31.42,48.11,40.8,36.95,22.52,32.25,23.02,17.67,29.32,26.61,30.7,38.65,30.15,31.76,32.26,44.56,29.08,23.88,23.88
21,Income Tax Expense,3.95,6.06,5.31,3.41,2.7,2.58,2.74,0.69,2.85,3.27,3.51,4.49,3.42,4.32,4.18,6.44,3.78,3.17,3.17
22,Earnings From Continuing Operations,27.47,42.05,35.48,33.54,19.82,29.67,20.29,16.98,26.46,23.34,27.19,34.16,26.73,27.44,28.08,38.12,25.3,20.71,20.71
23,Minority Interest in Earnings,-,-,-,-,-,-,-,0.51,-0.14,-0.06,-0.03,0.05,-0.05,-0.05,-0.09,-0.21,-0.32,0.02,0.02
24,Net Income,27.47,42.05,35.48,33.54,19.82,29.67,20.29,17.48,26.32,23.28,27.16,34.21,26.68,27.39,27.99,37.91,24.98,20.73,20.73
25,Net Income to Common,27.47,42.05,35.48,33.54,19.82,29.67,20.29,17.48,26.32,23.28,27.16,34.21,26.68,27.39,27.99,37.91,24.98,20.73,20.73
26,Net Income Growth,38.62%,41.72%,74.92%,91.87%,-24.71%,27.44%,-25.31%,-48.89%,-1.35%,-15.01%,-2.95%,-9.77%,6.80%,32.13%,35.00%,-,-,-,-
27,Shares Outstanding (Basic),248,248,237,239,246,239,237,233,243,239,244,243,302,141,181,181,182,181,181
28,Shares Outstanding (Diluted),248,248,237,239,246,239,237,233,243,239,244,243,302,141,181,181,182,181,181
29,Shares Change (YoY),0.80%,3.75%,-0.06%,2.43%,1.41%,-0.04%,-3.18%,-4.15%,-19.72%,69.31%,34.78%,34.36%,66.43%,-22.13%,0.00%,-,-,-,-
30,EPS (Basic),0.11,0.17,0.15,0.14,0.08,0.12,0.09,0.07,0.11,0.10,0.11,0.14,0.09,0.19,0.15,0.21,0.14,0.11,0.11
31,EPS (Diluted),0.11,0.17,0.15,0.14,0.08,0.12,0.09,0.07,0.11,0.10,0.11,0.14,0.09,0.19,0.15,0.21,0.14,0.11,0.11
32,EPS Growth,37.51%,36.60%,75.03%,87.31%,-25.75%,27.49%,-22.86%,-46.68%,22.88%,-49.80%,-28.00%,-32.84%,-35.83%,69.67%,35.00%,-,-,-,-
33,Free Cash Flow,-116.69,13.52,-13.37,8.94,9.17,2.72,-27.35,5.56,-25.33,60.07,-13.42,49.02,-5.35,-6.33,-11.9,4.09,4.33,5.27,5.27
34,Free Cash Flow Per Share,-0.47,0.05,-0.06,0.04,0.04,0.01,-0.12,0.02,-0.10,0.25,-0.05,0.20,-0.02,-0.04,-0.07,0.02,0.02,0.03,0.03
35,Dividend Per Share,-,0.200,-,0.321,-,-,-,0.317,-,-,-,0.331,-,-,-,0.265,-,-,-
36,Dividend Growth,-,-,-,1.26%,-,-,-,-4.02%,-,-,-,24.98%,-,-,-,-,-,-,-
37,Gross Margin,33.22%,35.15%,35.05%,32.42%,31.13%,31.68%,29.90%,23.44%,33.70%,31.82%,33.62%,29.81%,37.11%,33.63%,34.80%,36.09%,35.01%,36.21%,36.21%
38,Operating Margin,15.27%,22.10%,21.85%,19.68%,14.39%,16.65%,14.71%,10.90%,16.67%,19.32%,18.74%,20.58%,23.00%,20.68%,21.98%,25.85%,22.43%,23.52%,23.52%
39,Profit Margin,14.69%,23.06%,22.44%,20.85%,13.90%,18.99%,15.43%,13.12%,17.14%,21.37%,19.57%,22.87%,20.73%,17.44%,18.78%,23.07%,19.07%,20.76%,20.76%
40,Free Cash Flow Margin,-62.39%,7.41%,-8.46%,5.56%,6.43%,1.74%,-20.80%,4.17%,-16.49%,55.14%,-9.67%,32.77%,-4.16%,-4.03%,-7.99%,2.49%,3.31%,5.28%,5.28%
41,EBITDA,34.25,46.72,40.23,37.34,25.1,31.42,23.93,19.11,28.82,25.5,29.24,34,32.05,35.32,35.21,44.93,31.74,25.85,25.85
42,EBITDA Margin,18.31%,25.62%,25.45%,23.21%,17.60%,20.11%,18.19%,14.34%,18.77%,23.41%,21.07%,22.73%,24.91%,22.48%,23.63%,27.35%,24.23%,25.88%,25.88%
43,D&A For EBITDA,5.68,6.41,5.68,5.68,4.59,5.4,4.59,4.59,3.23,4.45,3.23,3.23,2.46,2.83,2.46,2.46,2.36,2.36,2.36
44,EBIT,28.57,40.31,34.55,31.66,20.52,26.02,19.34,14.53,25.6,21.05,26.01,30.78,29.59,32.49,32.75,42.47,29.39,23.49,23.49
45,EBIT Margin,15.27%,22.10%,21.85%,19.68%,14.39%,16.65%,14.71%,10.90%,16.67%,19.32%,18.74%,20.58%,23.00%,20.68%,21.98%,25.85%,22.43%,23.52%,23.52%
46,Effective Tax Rate,12.58%,12.60%,13.02%,9.22%,12.00%,7.99%,11.89%,3.93%,9.74%,12.29%,11.43%,11.62%,11.33%,13.61%,12.95%,14.46%,13.00%,13.27%,13.27%
47,Revenue as Reported,187.03,182.37,158.1,160.87,142.6,156.24,131.51,133.29,153.57,108.93,138.8,149.58,128.68,157.11,149.02,164.3,131.01,99.88,99.88
