,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
24,Other Current Liabilities,8.37,68.93,17.39,18.89,14.04,4,3.66,4.62,5.33,4.68,8.93,9.6,23.19,84.21,-,23.66,-,-,-
25,Total Current Liabilities,159.2,201.59,163.88,197.4,149.39,134.13,129.67,144.97,135.89,120.19,123.23,141.56,148.85,233,-,170.58,-,-,-
26,Long-Term Leases,3.99,4.05,5.23,6.04,7.21,8.18,9.36,9.63,10.41,11.15,12.23,12.46,14.35,14.62,-,-,-,-,-
27,Long-Term Unearned Revenue,0.47,0.57,0.67,0.77,0.87,0.97,1.07,1.17,1.27,1.37,1.47,1.57,1.67,1.77,-,1.97,-,-,-
28,Long-Term Deferred Tax Liabilities,5.15,5.2,5.8,5.53,4.13,4.01,3.97,5.85,3.89,3.63,4.04,4.09,3.36,3.38,-,3.04,-,-,-
29,Total Liabilities,168.81,211.4,175.58,209.75,161.6,147.3,144.07,161.63,151.46,136.35,140.98,159.69,168.23,252.77,-,175.6,-,-,-
30,Common Stock,242.16,242.16,172.8,172.8,172.8,172.8,96,96,96,96,53.33,53.33,53.33,53.33,-,40,-,-,-
31,Additional Paid-In Capital,691.05,689.39,756.88,756.31,755.88,755.17,831.17,831.17,831.17,831.17,873.84,873.84,873.84,873.84,-,104.94,-,-,-
32,Retained Earnings,195.66,216.62,252.41,216.92,183.44,163.62,210.75,190.41,173.04,146.72,203.44,176.28,142.07,115.39,-,124.01,-,-,-
33,Total Common Equity,1129,1148,1182,1146,1112,1092,1138,1118,1100,1074,1131,1103,1069,1043,268.94,268.94,-,-,199.59
34,Minority Interest,-,-,-,-,-,-,-,-,0.51,0.36,0.31,0.27,0.32,0.27,-,0.13,-,-,-
35,Shareholders' Equity,1129,1148,1182,1146,1112,1092,1138,1118,1101,1074,1131,1104,1070,1043,269.07,269.07,-,-,199.24
36,Total Liabilities & Equity,1298,1360,1358,1356,1274,1239,1282,1279,1252,1211,1272,1263,1238,1296,-,444.67,-,-,-
37,Total Debt,7.55,7.6,8.74,27.09,11.88,11.55,12.63,12.88,18.72,19.55,15.88,16.11,37.29,45.11,27.19,27.19,-,-,21.97
38,Net Cash (Debt),351.8,556.59,585.98,554.51,518.68,514.47,528.53,581.85,636.75,658.76,680,689.63,635.39,760.37,11.23,11.23,-,-,23.56
39,Net Cash Growth,-32.17%,8.19%,10.87%,-4.70%,-18.54%,-21.90%,-22.28%,-15.63%,0.21%,-13.36%,5953.40%,6039.12%,-,-,-52.32%,-,-,-,-
40,Net Cash Per Share,1.42,2.24,2.48,2.32,2.11,2.15,2.23,2.49,2.62,2.75,2.78,2.83,2.10,5.38,0.06,0.06,-,-,0.13
41,Filing Date Shares Outstanding,242.16,242.16,241.92,241.92,241.92,241.92,241.92,241.92,241.92,241.92,241.92,241.92,241.92,241.92,181.39,181.44,181.57,181.38,181.38
42,Total Common Shares Outstanding,242.16,242.16,241.92,241.92,241.92,241.92,241.92,241.92,241.92,241.92,241.92,241.92,241.92,241.92,181.39,181.44,181.57,181.38,181.38
43,Working Capital,772.59,919.26,946.46,911.99,894.34,876.73,927.21,930.14,928.63,911.2,969.92,954,930.16,924.44,-,178.61,-,-,-
44,Book Value Per Share,4.66,4.74,4.89,4.74,4.60,4.51,4.70,4.62,4.55,4.44,4.67,4.56,4.42,4.31,1.48,1.48,-,-,1.10
45,Tangible Book Value,991.12,1141,1175,1139,1105,1085,1131,1110,1093,1067,1123,1096,1062,1035,261.2,261.2,-,-,199.59
46,Tangible Book Value Per Share,4.09,4.71,4.86,4.71,4.57,4.48,4.67,4.59,4.52,4.41,4.64,4.53,4.39,4.28,1.44,1.44,-,-,1.10
47,Buildings,-,22.56,-,21.44,-,17.21,-,17.21,-,17.21,-,17.21,-,-,-,-,-,-,-
48,Machinery,-,267.89,-,257.68,-,242.01,-,216.78,-,191.56,-,174.76,-,137.64,-,121.05,-,-,-
49,Construction In Progress,-,2.92,-,2,-,4.17,-,-,-,-,-,-,-,13.75,-,7.36,-,-,-
