,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
19,Current Portion of Leases,2.76,4.07,4.24,3.9,4.68,5.28,5.26,5.12,4.94,5.07,4.93,4.92,4.06,4.43,-,-,-,-,-
20,Current Income Taxes Payable,5.43,-,2.78,0.12,3.39,-1.58,1.63,0.26,3.93,0.08,5.02,1.6,2.37,1.79,7.19,4.92,-,4.08,-
21,Current Unearned Revenue,1.61,2.42,2.19,3.31,3.05,4.61,4.59,4.32,2.41,1.83,3.88,3.14,4.71,2.39,2.6,3.26,-,1.68,-
22,Other Current Liabilities,1.4,14.92,2.31,1.69,2.31,13.49,2.87,1.08,1.14,15.63,1.78,1.09,1.09,24.61,6.64,0.82,-,0.51,-
23,Total Current Liabilities,145.79,148.08,139.35,206.36,172.09,163.11,144.8,210.87,191.39,235.5,196.41,271.05,193.66,188.07,174.35,247.1,-,196.41,-
24,Long-Term Leases,3.86,4.75,4.79,2.62,1.67,2.55,2.6,3.54,4.2,5.47,6.7,8.03,6.42,6.82,3.5,-,-,-,-
25,Long-Term Unearned Revenue,0.01,0.01,0.01,0.01,-,-,0,0.01,0.02,0.03,0.01,0.02,0.07,0.1,0.14,0.18,-,0.24,-
26,Long-Term Deferred Tax Liabilities,0.02,0,0.01,0.01,1.41,1.64,0.66,0.68,0.07,0.13,0.1,-,0.11,0.09,-,-,-,-,-
27,Total Liabilities,149.67,152.84,144.17,209,175.17,167.31,148.06,215.1,195.68,241.13,203.22,279.1,200.26,195.09,177.98,247.28,-,196.65,-
28,Common Stock,162.72,116.62,116.62,116.62,116.62,83.3,83.3,83.3,83.3,59.5,59.5,59.5,59.5,59.5,59.5,44.62,-,44.62,-
29,Additional Paid-In Capital,462.62,508.72,508.72,508.72,508.72,542.04,542.04,542.04,542.04,565.84,565.84,565.84,565.84,565.84,565.84,65.5,-,65.5,-
30,Retained Earnings,450.91,444.5,449.19,439.88,413.54,405.55,405.47,392.81,368.93,358.45,361.04,350.79,319.91,314.32,316.1,305.34,-,248.83,-
31,Treasury Stock,-37.41,-24.27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
32,Comprehensive Income & Other,-0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33,Total Common Equity,1039,1046,1075,1065,1039,1031,1031,1018,994.26,983.78,986.37,976.13,945.24,939.65,941.44,415.46,-,358.95,326.97
34,Minority Interest,0.45,0.46,0.46,0.45,0.43,0.42,0.39,0.36,0.34,0.33,0.28,0.27,0.21,0.22,0.22,0.18,-,0.13,-
35,Shareholders' Equity,1039,1046,1075,1066,1039,1031,1031,1019,994.6,984.11,986.66,976.4,945.45,939.87,941.65,415.64,-,359.08,327.1
36,Total Liabilities & Equity,1189,1199,1219,1275,1214,1199,1179,1234,1190,1225,1190,1255,1146,1135,1120,662.92,-,555.73,-
37,Total Debt,6.62,23.82,24.05,21.53,21.36,7.83,7.86,18.67,29.16,45.58,63.69,55,42.51,36.28,54.56,51.06,-,59.15,60.66
38,Net Cash (Debt),801.67,839.52,853.55,918.4,810.76,804.38,788.36,883.06,713.99,739.39,737.57,842.43,731.34,740.95,720.42,306.28,-,160.77,226.41
39,Net Cash Growth,-1.12%,4.37%,8.27%,4.00%,13.55%,8.79%,6.89%,4.82%,-2.37%,-0.21%,2.38%,175.05%,-,360.88%,218.20%,-,-,-,-
40,Net Cash Per Share,4.97,4.85,5.24,5.93,4.43,5.18,4.93,5.53,4.41,4.51,4.41,5.29,4.39,4.47,4.87,2.53,-,1.30,1.86
41,Filing Date Shares Outstanding,160.86,161.35,163.26,163.26,163.26,163.26,163.26,163.26,163.26,163.26,163.26,163.26,163.26,163.26,163.26,122.45,122.84,122.45,121.93
42,Total Common Shares Outstanding,160.86,161.64,163.26,163.26,163.26,163.26,163.26,163.26,163.26,163.26,163.26,163.26,163.26,163.26,163.26,122.45,122.84,122.45,121.93
43,Working Capital,1028,1033,1060,1050,1023,1015,1015,1002,980.74,970.05,973.05,963.22,932.9,927.5,931.82,409.38,-,352.35,-
44,Book Value Per Share,6.46,6.47,6.58,6.52,6.36,6.31,6.31,6.24,6.09,6.03,6.04,5.98,5.79,5.76,5.77,3.39,-,2.93,2.67
45,Tangible Book Value,1038,1045,1074,1064,1038,1030,1030,1017,992.99,982.84,985.39,975.15,944.22,938.7,940.44,414.42,-,357.83,325.81
46,Tangible Book Value Per Share,6.45,6.46,6.58,6.52,6.36,6.31,6.31,6.23,6.08,6.02,6.04,5.97,5.78,5.75,5.76,3.38,-,2.92,2.66
47,Machinery,-,12.73,-,16.16,-,15.02,-,14.29,-,9.42,-,8.9,-,7.42,-,6.15,-,5.99,-
