,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Operating Expenses,48.49,52.73,45.46,59.5,45.82,49.27,35.56,35.82,41.72,52.95,37.81,49.5,46.88,41.42,29.73,35.14,36.94,28.71,18
10,Operating Income,7.35,4.84,6.19,19,13.35,3.43,11.27,20.16,11.81,9.48,10.33,18.81,3.87,20.72,11.95,49.17,3.19,43.16,14.71
11,Interest Expense,-0.15,-0.17,-0.15,-0.16,-0.07,-0.08,-0.08,-0.27,-0.37,-0.48,-0.54,-0.58,-0.32,-0.43,-0.55,-0.38,-0.65,-0.59,-0.65
12,Interest & Investment Income,3.15,3.23,2.62,3.59,3.63,4.7,3.21,3.36,4.02,4.2,2.62,5.17,3.13,2.87,2.65,0.57,0.59,0.5,0.58
13,Currency Exchange Gain (Loss),-0,0,-,0,-0.01,0.01,-,0.01,-0.01,0.01,-,-0,0,-0,-,-0.01,-0,0,-
14,Other Non Operating Income (Expenses),-0.67,0.64,-0.06,-0.24,0.13,-0.21,-0.11,-0.41,0.21,-0.29,-0.03,-0.1,-0.04,-0.04,-0.03,-0.79,0.37,-0.55,-0.1
15,EBT Excluding Unusual Items,9.67,8.55,8.6,22.18,17.03,7.85,14.3,22.86,15.66,12.93,12.38,23.3,6.66,23.11,14.01,48.57,3.5,42.52,14.54
16,Gain (Loss) on Sale of Investments,-0.23,0.03,0.31,-0.05,0,-0.32,0.37,-,-0.36,-0.29,0.65,-0.75,0.13,0.63,-,-,-,-,-
17,Gain (Loss) on Sale of Assets,-0,0.15,0.05,0.25,-0,-0.01,-0,0,-0,-,-0,-,-0,0.01,0.04,-0,-,-,-
18,Asset Writedown,-1.12,-0.76,0.75,5.3,-5.31,1.25,-1.25,3.94,-3.94,0.82,-0.82,1.81,-1.81,0.73,-0.73,-0,0,0.75,-0.75
19,Other Unusual Items,0.49,1.74,-,-0.11,-4.54,4.54,-,-0.05,-,-,-,10.63,-0,0,-,10.61,-0.03,0.03,-
20,Pretax Income,8.81,9.73,9.71,27.57,7.18,13.3,13.42,26.75,11.36,13.46,12.21,34.99,4.97,24.48,13.32,59.17,3.47,43.31,13.78
21,Income Tax Expense,2.44,0.55,0.39,1.21,-0.82,0.62,0.81,2.67,0.94,1.18,1.95,4.04,-0.61,2.46,2.52,7.52,-1.44,3.33,1.79
22,Earnings From Continuing Operations,6.37,9.17,9.31,26.36,8,12.68,12.61,24.08,10.42,12.28,10.26,30.95,5.58,22.02,10.81,51.66,4.91,39.98,12
23,Minority Interest in Earnings,0,0,-0.01,-0.02,-0.02,-0.03,-0.03,-0.02,-0.01,-0.05,-0.01,-0.07,0.01,-0,-0.03,-0.06,0,0,0
24,Net Income,6.38,9.17,9.31,26.34,7.99,12.66,12.58,24.06,10.41,12.23,10.25,30.88,5.59,22.01,10.77,51.6,4.91,39.98,12
25,Net Income to Common,6.38,9.17,9.31,26.34,7.99,12.66,12.58,24.06,10.41,12.23,10.25,30.88,5.59,22.01,10.77,51.6,4.91,39.98,12
26,Net Income Growth,-20.15%,-27.52%,-26.00%,9.49%,-23.25%,3.44%,22.72%,-22.07%,86.19%,-44.42%,-4.90%,-40.16%,13.81%,-44.94%,-10.19%,-,-,-,-
27,Shares Outstanding (Basic),161,173,163,155,183,155,160,160,162,164,167,159,167,166,148,121,123,124,122
28,Shares Outstanding (Diluted),161,173,163,155,183,155,160,160,162,164,167,159,167,166,148,121,123,124,122
29,Shares Change (YoY),-11.89%,11.33%,1.87%,-3.10%,12.91%,-5.19%,-4.45%,0.25%,-2.81%,-1.06%,13.29%,31.65%,35.67%,33.60%,21.22%,-,-,-,-
30,EPS (Basic),0.04,0.05,0.06,0.17,0.04,0.08,0.08,0.15,0.06,0.07,0.06,0.19,0.03,0.13,0.07,0.43,0.04,0.32,0.10
31,EPS (Diluted),0.04,0.05,0.06,0.17,0.04,0.08,0.08,0.15,0.06,0.07,0.06,0.19,0.03,0.13,0.07,0.43,0.04,0.32,0.10
32,EPS Growth,-9.38%,-34.90%,-27.35%,12.62%,-32.02%,9.11%,28.43%,-22.27%,91.57%,-43.83%,-16.05%,-54.50%,-16.12%,-58.78%,-25.91%,-,-,-,-
33,Free Cash Flow,-1.74,8.38,-60.75,109.19,18.57,16.94,-94.36,170.14,-11.16,0.85,-104.68,113.82,15.59,33.62,-87.85,166.04,-31.06,27.25,-71.12
34,Free Cash Flow Per Share,-0.01,0.05,-0.37,0.71,0.10,0.11,-0.59,1.07,-0.07,0.01,-0.63,0.71,0.09,0.20,-0.59,1.37,-0.25,0.22,-0.58
35,Dividend Per Share,-,-,-,0.086,-,-,-,0.076,-,-,-,0.091,-,-,-,0.146,-,-,-
36,Dividend Growth,-,-,-,12.03%,-,-,-,-16.03%,-,-,-,-37.52%,-,-,-,-,-,-,-
37,Gross Margin,44.14%,45.03%,38.75%,42.72%,37.85%,32.18%,35.28%,31.23%,35.49%,40.63%,37.18%,33.16%,35.54%,43.44%,41.87%,44.43%,30.49%,45.27%,40.44%
38,Operating Margin,5.81%,3.79%,4.64%,10.34%,8.54%,2.09%,8.49%,11.25%,7.83%,6.17%,7.98%,9.13%,2.71%,14.49%,12.01%,25.91%,2.43%,27.19%,18.19%
39,Profit Margin,5.04%,7.17%,6.98%,14.34%,5.11%,7.73%,9.47%,13.43%,6.90%,7.96%,7.92%,14.99%,3.91%,15.39%,10.82%,27.19%,3.73%,25.19%,14.84%
40,Free Cash Flow Margin,-1.37%,6.55%,-45.58%,59.42%,11.88%,10.35%,-71.08%,94.94%,-7.40%,0.55%,-80.86%,55.25%,10.91%,23.50%,-88.25%,87.49%,-23.60%,17.16%,-87.94%
41,EBITDA,8.09,5.65,6.93,19.74,13.75,4.14,11.68,20.57,12.1,9.84,10.62,19.1,4.14,20.97,12.21,49.43,3.47,43.44,14.99
42,EBITDA Margin,6.39%,4.42%,5.20%,10.74%,8.80%,2.53%,8.80%,11.48%,8.02%,6.40%,8.20%,9.27%,2.90%,14.66%,12.27%,26.05%,2.64%,27.37%,18.53%
43,D&A For EBITDA,0.74,0.81,0.74,0.74,0.41,0.71,0.41,0.41,0.29,0.36,0.29,0.29,0.26,0.25,0.26,0.26,0.28,0.28,0.28
44,EBIT,7.35,4.84,6.19,19,13.35,3.43,11.27,20.16,11.81,9.48,10.33,18.81,3.87,20.72,11.95,49.17,3.19,43.16,14.71
45,EBIT Margin,5.81%,3.79%,4.64%,10.34%,8.54%,2.09%,8.49%,11.25%,7.83%,6.17%,7.98%,9.13%,2.71%,14.49%,12.01%,25.91%,2.43%,27.19%,18.19%
46,Effective Tax Rate,27.67%,5.70%,4.04%,4.40%,-,4.66%,6.04%,9.99%,8.26%,8.78%,16.00%,11.56%,-,10.06%,18.89%,12.70%,-,7.68%,12.95%
47,Revenue as Reported,126.49,127.86,133.3,183.74,156.29,163.73,132.76,179.21,150.84,153.67,129.47,206.01,142.82,143.06,99.54,189.77,131.59,158.74,80.87
