,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
17,Debt / FCF Ratio,-,-,-,-,0.33,-,-,-,-0.06,-0.17,-,-,0.26,0.03,-,-,0.09,-,-,-
18,Asset Turnover,0.45,0.50,0.49,0.74,0.52,0.62,0.57,0.85,0.96,0.80,0.52,0.91,0.71,0.42,0.61,-,-,-,-,
19,Inventory Turnover,3.29,3.17,3.51,3.34,4.61,2.76,3.34,2.66,4.60,4.27,3.63,2.35,6.09,4.02,2.41,4.75,-,-,-,-
20,Quick Ratio,2.60,2.60,2.68,2.68,2.78,2.55,2.41,2.21,2.36,2.07,2.02,2.47,2.53,2.33,2.11,2.57,2.24,-,-,-
21,Current Ratio,3.18,3.18,3.23,3.23,3.31,3.11,2.92,2.71,2.88,2.50,2.55,3.01,2.84,2.78,2.65,2.90,2.55,-,-,-
22,Return on Equity (ROE),-4.44%,-1.81%,-1.76%,-0.79%,2.35%,5.57%,11.26%,10.86%,15.00%,8.55%,11.64%,9.43%,0.74%,2.17%,5.62%,-,-,-,-,
23,Return on Assets (ROA),-2.16%,-1.03%,-1.00%,-1.35%,1.91%,2.59%,5.02%,3.83%,7.20%,3.55%,5.41%,4.77%,-0.10%,0.38%,1.94%,-,-,-,-,
24,Return on Capital (ROIC),-2.88%,-1.38%,-1.34%,-1.84%,2.70%,3.80%,7.38%,5.77%,11.22%,5.28%,7.81%,7.04%,-0.15%,0.56%,2.83%,-,-,-,-,
25,Return on Capital Employed (ROCE),-,-,-,-,-,7.86%,11.15%,11.14%,11.32%,11.89%,7.75%,5.88%,3.90%,-,5.83%,7.05%,9.17%,-,-,-
26,Earnings Yield,-0.50%,-0.55%,-0.12%,0.34%,0.78%,1.57%,1.90%,1.67%,2.06%,2.15%,1.15%,0.84%,0.52%,0.73%,0.67%,1.81%,-,-,-,-
27,FCF Yield,-0.69%,-0.76%,-0.62%,0.13%,0.47%,0.37%,1.49%,0.08%,-3.27%,-0.96%,-0.31%,-0.54%,0.53%,1.61%,1.23%,6.00%,-,-,-,-
28,Dividend Yield,1.10%,-,-,-,0.79%,-,-,-,1.06%,-,-,-,0.23%,-,-,-,-,-,-,-
29,Payout Ratio,0.00%,-,-,-,-,-,390.02%,-,-,-,90.23%,-,-,-,512.05%,-,-,-,150.93%,74.47%
30,Buyback Yield / Dilution,-4.87%,-24.92%,4.05%,11.85%,-11.22%,-2.23%,10.97%,-6.04%,-5.53%,18.30%,-25.95%,-5.79%,-4.47%,-50.65%,-14.03%,0.04%,-,-,-,-
31,Total Shareholder Return,-3.78%,-24.92%,4.05%,11.85%,-10.43%,-2.23%,10.97%,-6.04%,-4.48%,18.30%,-25.95%,-5.79%,-4.23%,-50.65%,-14.03%,0.04%,-,-,-,-
