,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
17,Gain (Loss) on Sale of Investments,0.76,-0.42,-0.34,-1.98,-,-,-,0.57,-0.39,-0.47,0.06,0.09,0.09,0.06,-
18,Gain (Loss) on Sale of Assets,-1,0.07,0.41,-2.72,0.54,-0.29,-0.03,-0.93,-0.46,-0,-0.25,-0.16,-0.16,-1.18,0.03
19,Asset Writedown,-0.19,-,-,-6.06,-0.01,-0.04,0.04,0.05,-0.05,0.01,-0.01,-,-,-,-
20,Other Unusual Items,-9.45,9.45,-,3.32,-4.81,4.81,-,8.33,-5.16,5.16,-,4.89,4.89,2.7,-
21,Pretax Income,30.78,30.24,7.6,40.61,64.1,63.58,32.44,90.85,72.93,56.58,20.04,74,74,45.6,21.22
22,Income Tax Expense,2.49,3.29,1.54,7.18,8.89,7.88,3.89,12.88,13.71,6.77,2.09,8.8,8.8,6.06,1.24
23,Earnings From Continuing Operations,28.29,26.95,6.05,33.43,55.22,55.7,28.55,77.97,59.22,49.81,17.95,65.2,65.2,39.54,19.97
24,Minority Interest in Earnings,0.73,0.88,0.77,0.85,0.41,0.34,0.26,-0.01,-0.08,0.07,0.19,0.06,0.06,0.04,-0.04
25,Net Income,29.03,27.83,6.83,34.28,55.63,56.03,28.81,77.96,59.13,49.88,18.14,65.26,65.26,39.58,19.93
26,Net Income to Common,29.03,27.83,6.83,34.28,55.63,56.03,28.81,77.96,59.13,49.88,18.14,65.26,65.26,39.58,19.93
27,Net Income Growth,-47.82%,-50.33%,-76.31%,-56.03%,-5.92%,12.34%,58.78%,19.47%,-9.38%,26.03%,-8.96%,-,-,-,-
28,Shares Outstanding (Basic),424,429,341,385,396,396,412,392,400,393,363,329,329,368,332
29,Shares Outstanding (Diluted),424,429,341,385,396,396,412,392,400,393,363,329,329,368,332
30,Shares Change (YoY),7.04%,8.19%,-17.08%,-1.91%,-1.03%,0.90%,13.42%,19.32%,21.77%,6.80%,9.25%,-,-,-,-
31,EPS (Basic),0.07,0.06,0.02,0.09,0.14,0.14,0.07,0.20,0.15,0.13,0.05,0.20,0.20,0.11,0.06
32,EPS (Diluted),0.07,0.06,0.02,0.09,0.14,0.14,0.07,0.20,0.15,0.13,0.05,0.20,0.20,0.11,0.06
33,EPS Growth,-51.25%,-54.09%,-71.43%,-55.17%,-4.94%,11.34%,40.00%,0.12%,-25.59%,18.01%,-16.67%,-,-,-,-
34,Free Cash Flow,-40.88,18.11,-63.75,187.19,28.88,47.87,-59.17,75.09,26.58,10.85,-90.05,-0.62,-0.62,51.26,-118.99
35,Free Cash Flow Per Share,-0.10,0.04,-0.19,0.49,0.07,0.12,-0.14,0.19,0.07,0.03,-0.25,-0.00,-0.00,0.14,-0.36
36,Dividend Per Share,-,-,-,0.150,-,-,-,0.080,-,-,-,-,-,-,-
37,Dividend Growth,-,-,-,87.50%,-,-,-,-,-,-,-,-,-,-,-
38,Gross Margin,21.75%,21.87%,20.42%,21.69%,24.40%,26.09%,27.30%,28.11%,26.65%,26.12%,24.01%,22.48%,22.48%,29.03%,28.67%
39,Operating Margin,7.37%,3.52%,0.14%,7.70%,9.98%,9.71%,6.55%,15.76%,11.85%,8.56%,5.16%,11.90%,11.90%,8.58%,6.00%
40,Profit Margin,5.28%,5.25%,1.57%,5.75%,8.55%,9.18%,6.62%,14.45%,9.14%,8.32%,4.16%,10.82%,10.82%,7.18%,4.95%
41,Free Cash Flow Margin,-7.43%,3.42%,-14.69%,31.39%,4.44%,7.84%,-13.60%,13.92%,4.11%,1.81%,-20.64%,-0.10%,-0.10%,9.30%,-29.57%
42,EBITDA,56.29,32.26,16.35,61.69,78.77,74.2,42.36,98.89,89.17,62.4,34.99,84.54,84.54,59.54,36.13
43,EBITDA Margin,10.23%,6.08%,3.77%,10.35%,12.11%,12.15%,9.74%,18.33%,13.79%,10.41%,8.02%,14.01%,14.01%,10.80%,8.98%
44,D&A For EBITDA,15.75,13.59,15.75,15.75,13.84,14.94,13.84,13.84,12.5,11.09,12.5,12.73,12.73,12.26,11.98
45,EBIT,40.54,18.67,0.6,45.94,64.92,59.25,28.52,85.04,76.67,51.32,22.49,71.8,71.8,47.28,24.15
46,EBIT Margin,7.37%,3.52%,0.14%,7.70%,9.98%,9.71%,6.55%,15.76%,11.85%,8.56%,5.16%,11.90%,11.90%,8.58%,6.00%
47,Effective Tax Rate,8.09%,10.89%,20.31%,17.67%,13.86%,12.40%,11.99%,14.17%,18.80%,11.96%,10.41%,11.90%,11.90%,13.29%,5.86%
48,Revenue as Reported,550.23,530.28,433.88,596.32,650.46,610.53,435.11,539.55,646.82,599.38,436.29,603.37,603.37,551.09,402.37
