,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Other Current Assets,-,94.35,92.06,77.1,71.87,72.83,50.14,56.12,40.85,27.19,35.65,33.61,31.14,77.95,24.25,22.98,20.56,-,15.75,-
10,Total Current Assets,-,486.41,514.36,508.44,483.62,538.8,462.69,487.23,457.02,476.95,442.78,443.07,455.32,497.98,498.03,575.67,312.51,-,288.69,-
11,"Property, Plant & Equipment",-,939.25,935.17,969.6,935.86,816.12,850.24,722.45,664.02,495.08,398.89,372.53,379.51,276.08,302.13,297.6,237.49,-,232.66,-
12,Long-Term Investments,-,24.85,27.18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13,Other Intangible Assets,-,28.36,25.89,26.1,26.2,26.48,26.83,27.17,18.22,18.49,18.8,19.16,19.01,19.44,19.88,2.31,2.46,-,1.56,-
14,Long-Term Deferred Tax Assets,-,43.99,38.81,38.81,37.55,63.01,51.06,39.52,34.5,12.96,7.1,4.83,2.27,2.65,2.32,3.8,1.51,-,0.81,-
15,Long-Term Deferred Charges,-,30.67,32.31,43.45,45.67,47.89,45.11,41.75,43.93,44.78,45.97,48.2,31.91,32.04,32.24,33.83,37.58,-,45.12,-
16,Other Long-Term Assets,-,46.91,46.76,61.27,85.62,135.89,95.46,100.91,106.45,191.13,155.29,112.6,102.44,23.25,14.35,18.96,21.92,-,3.5,-
17,Total Assets,-,1600,1620,1648,1615,1628,1531,1419,1324,1239,1069,1000,990.47,851.44,868.95,932.16,613.48,-,572.35,-
18,Accounts Payable,-,218.24,179.75,170.66,165.5,121.25,153.96,141.07,194.9,150.75,119.14,113.53,147.01,88.55,87.3,97.18,117.87,-,121.88,-
19,Accrued Expenses,-,15.82,17.96,15.37,18.07,13.19,17.41,12.55,19.21,13.62,19.43,13.94,19.7,12.13,13.61,13.13,23.36,-,17.85,-
20,Short-Term Debt,-,436.86,443.73,462.66,457.8,446.82,427.74,424.86,396.19,379.6,315.24,255.84,214.82,173.5,174.57,182.5,154.33,-,109.81,-
21,Current Portion of Long-Term Debt,-,78.46,39.17,63.22,14.18,-,6.71,-,13.71,-,-,-,-,-,-,49.88,1,-,1.93,-
22,Current Portion of Leases,-,-,22.51,-,40.2,58.64,55.61,67.18,58.78,60.58,25.71,33.04,35.18,38.95,44.85,-,42.7,-,58.01,-
23,Current Income Taxes Payable,-,5.19,0.5,4.69,0.69,6.48,1.82,2.66,0.79,6.81,0.6,7.61,1.05,3,1.03,4.38,1.45,-,4.76,-
24,Current Unearned Revenue,-,3.06,2.53,0.78,1.7,2.09,2.72,1.23,0.74,0.74,0.3,1.16,1,3.04,1.71,1.12,0.22,-,0.07,-
25,Other Current Liabilities,-,10.49,7.29,13.2,8.81,8.67,6.6,18.81,20.4,5.9,8.52,11.03,14.68,14.48,18.21,31.6,17.09,-,9.95,-
26,Total Current Liabilities,-,768.11,713.44,730.58,706.94,657.14,672.57,668.35,704.73,617.99,488.95,436.15,433.46,333.66,341.27,379.8,358.03,-,324.26,-
27,Long-Term Debt,-,539.71,560.3,575.08,551.34,524.27,414.63,281.18,108.57,41.44,13.96,-,-,-,-,0.17,0.42,-,1.04,-
28,Long-Term Leases,-,21.84,23.74,36.98,38.4,45.81,54.83,69.39,79.56,57.27,55.52,58.89,58.19,45.08,41.39,53.32,12.56,-,27.1,-
29,Long-Term Unearned Revenue,-,43.34,43.7,35.42,16.79,15.16,5.18,1.26,1.33,-,-,-,-,-,-,-,-,-,-,-
30,Long-Term Deferred Tax Liabilities,-,-,-,-,-,13.63,12.21,9.19,11.4,-,0.9,0.84,1.43,-1.51,1.6,5.16,4.63,-,1.38,-
31,Other Long-Term Liabilities,-,-,-,2.31,2.31,-,-,-,-,40.23,-,2.26,-,-,-,-,-,-,-,-
32,Total Liabilities,-,1373,1341,1380,1316,1256,1159,1029,905.59,756.93,559.34,498.15,493.09,377.23,384.27,438.45,375.64,-,353.78,-
33,Common Stock,-,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,90,-,90,-
34,Additional Paid-In Capital,-,333.05,334.51,333.2,331.72,325.37,320.82,317.32,313.85,301.95,301.95,301.95,301.95,300.19,299.05,298.15,79,-,76.39,-
35,Retained Earnings,-,-192.31,-140.14,-143.01,-112.59,-50.96,-35.26,-16.28,13.55,85.57,111.86,103.53,97.74,73.83,82.16,90.93,82.25,-,60.19,-
36,Total Common Equity,260.75,260.75,314.37,310.19,339.13,394.41,405.56,421.04,447.4,507.52,533.8,525.48,519.69,494.02,501.21,509.08,251.25,-,226.59,192.38
37,Minority Interest,-,-33.3,-35.07,-42.88,-40.38,-22.24,-33.6,-31.38,-28.85,-25.07,-24.32,-23.24,-22.31,-19.8,-16.53,-15.36,-13.41,-,-8.02,-
38,Shareholders' Equity,227.44,227.44,279.3,267.31,298.75,372.17,371.96,389.66,418.55,482.45,509.49,502.23,497.38,474.22,484.68,493.71,237.84,-,218.57,184.97
39,Total Liabilities & Equity,-,1600,1620,1648,1615,1628,1531,1419,1324,1239,1069,1000,990.47,851.44,868.95,932.16,613.48,-,572.35,-
40,Total Debt,1077,1077,1089,1138,1102,1076,959.52,842.61,656.82,538.89,410.43,347.77,308.2,257.53,260.81,285.86,211,-,197.89,150.57
41,Net Cash (Debt),-1041,-1041,-1061,-1098,-1078,-1008,-914.77,-765.6,-628.41,-465.62,-369.89,-287.68,-236.51,-146.36,-81.95,-14.9,-188.05,-,-157.01,-124.17
42,Net Cash Per Share,-8.56,-8.68,-8.85,-9.15,-8.86,-8.40,-7.62,-6.38,-7.26,-3.08,-3.08,-2.40,-2.16,-1.25,-0.68,-0.12,-2.09,-,-1.74,-
43,Filing Date Shares Outstanding,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,90,-,90,-
44,Total Common Shares Outstanding,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,90,-,90,-
45,Working Capital,-,-281.7,-199.08,-222.14,-223.32,-118.34,-209.88,-181.12,-247.72,-141.04,-46.17,6.91,21.86,164.32,156.76,195.86,-45.52,-,-35.57,-
46,Book Value Per Share,2.17,2.17,2.62,2.58,2.83,3.29,3.38,3.51,3.73,4.23,4.45,4.38,4.33,4.12,4.18,4.24,2.79,-,2.52,2.14
47,Tangible Book Value,232.38,232.38,288.48,284.09,312.93,367.93,378.73,393.87,429.17,489.03,515,506.32,500.68,474.57,481.33,506.77,248.79,-,225.03,190.58
48,Tangible Book Value Per Share,1.94,1.94,2.40,2.37,2.61,3.07,3.16,3.28,3.58,4.08,4.29,4.22,4.17,3.95,4.01,4.22,2.76,-,2.50,2.12
49,Buildings,-,-,187.91,-,179.59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
50,Machinery,-,-,940.55,-,838.9,-,517.11,-,483.32,-,444.62,-,396.72,-,352.94,-,-,-,-,-
51,Construction In Progress,-,-,174.34,-,212.61,-,588.91,-,387.51,-,104.35,-,83.71,-,23.16,-,-,-,-,-
