,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
15,EBT Excluding Unusual Items,-80.72,-22.38,-17.99,-26.76,-72.9,-18.4,-31.39,-34.91,-90.68,-15.07,4.58,1.66,14.09,-9.54,-15.61,8.73,-7.14,15.68,23.21,13.64
16,Gain (Loss) on Sale of Investments,-,-,0.32,-0.32,-0.17,-0.23,0.05,-0.44,-0.63,-,-,-,-,-,-,-,-,-,-,-
17,Gain (Loss) on Sale of Assets,-0.1,0,-0,0.1,-1.42,2.03,-0.63,-,-0.41,0.14,0.84,-,-0.22,0.45,0.09,0.28,-0.07,0.02,-0.02,-
18,Asset Writedown,37.01,-37.01,11.09,-11.09,9.46,-9.46,3.9,-3.9,2.78,-2.78,-0.05,0.05,5.15,-5.15,1.96,-1.96,8.15,-8.15,1.07,-1.07
19,Other Unusual Items,-9.1,1.14,3.9,4.06,6.98,0.13,-0.13,-,3.33,-,-,-,5.42,-,-,-,11.02,-,-,-
20,Pretax Income,-52.9,-58.25,-2.68,-34.02,-58.05,-25.94,-28.2,-39.26,-85.61,-17.71,5.37,1.71,24.44,-14.25,-13.57,7.05,11.95,7.55,24.26,12.57
21,Income Tax Expense,-14.24,-5.04,-2.62,-0.73,11.99,-11.6,-6.89,-6.9,-9.8,-6.75,-1.88,-3.14,3.04,-2.65,-3.38,0.82,1.59,1.25,2.92,2.55
22,Earnings From Continuing Operations,-38.67,-53.21,-0.06,-33.29,-70.04,-14.34,-21.31,-32.35,-75.8,-10.96,7.25,4.85,21.4,-11.6,-10.19,6.23,10.37,6.3,21.34,10.02
23,Minority Interest in Earnings,-6.83,1.04,2.93,2.87,8.41,-1.36,2.33,2.53,3.78,0.76,1.08,0.93,2.51,3.27,1.42,2.45,2.66,2.73,1.54,1.19
24,Net Income,-45.5,-52.17,2.87,-30.42,-61.63,-15.7,-18.98,-29.82,-72.03,-10.2,8.33,5.78,23.92,-8.33,-8.77,8.68,13.03,9.03,22.88,11.21
25,Net Income to Common,-45.5,-52.17,2.87,-30.42,-61.63,-15.7,-18.98,-29.82,-72.03,-10.2,8.33,5.78,23.92,-8.33,-8.77,8.68,13.03,9.03,22.88,11.21
26,Net Income Growth,-,-,-,-,-,-,-,-,-,-,-,-33.40%,83.60%,-,-,-22.53%,-,-,-,-
27,Shares Outstanding (Basic),122,120,120,120,122,120,120,120,87,151,120,120,110,118,120,120,90,-,90,-
28,Shares Outstanding (Diluted),122,120,120,120,122,120,120,120,87,151,120,120,110,118,120,120,90,-,90,-
29,Shares Change (YoY),-0.00%,0.05%,-0.02%,-0.02%,40.46%,-20.53%,-0.00%,0.03%,-21.03%,28.46%,0.00%,-0.02%,21.81%,-,33.33%,-,-,-,-,-
30,EPS (Basic),-0.37,-0.43,0.02,-0.25,-0.51,-0.13,-0.16,-0.25,-0.83,-0.07,0.07,0.05,0.22,-0.07,-0.07,0.07,0.14,-,0.25,-
31,EPS (Diluted),-0.37,-0.43,0.02,-0.25,-0.51,-0.13,-0.16,-0.25,-0.83,-0.07,0.07,0.05,0.22,-0.07,-0.07,0.07,0.14,-,0.25,-
32,EPS Growth,-,-,-,-,-,-,-,-,-,-,-,-33.38%,50.73%,-,-,-,-,-,-,-
33,Free Cash Flow,-,5.72,-66.73,-75.55,-89.93,-113.62,-174.7,-166.2,-169.8,-81.15,-91.02,-58.38,-64.85,-59.09,-54.18,-24.32,-9.85,-10.76,15.17,12.44
34,Free Cash Flow Per Share,-,0.05,-0.56,-0.63,-0.74,-0.95,-1.46,-1.38,-1.96,-0.54,-0.76,-0.49,-0.59,-0.50,-0.45,-0.20,-0.11,-,0.17,-
35,Dividend Per Share,-,-,-,-,-,-,-,-,-,-,-,-,0.134,-,-,-,-,-,-,-
36,Gross Margin,335.56%,28.92%,1.51%,22.26%,8.54%,25.71%,16.18%,11.00%,-28.42%,24.05%,28.02%,25.56%,33.17%,22.76%,13.46%,26.29%,21.78%,34.05%,34.95%,23.95%
37,Operating Margin,-41.56%,-9.61%,-37.16%,-12.19%,-42.77%,-9.48%,-16.95%,-30.84%,-107.13%,-7.03%,6.65%,4.83%,9.64%,-4.62%,-11.23%,9.30%,-0.95%,16.53%,16.73%,14.55%
38,Profit Margin,-30.90%,-45.34%,1.82%,-21.52%,-43.91%,-11.03%,-12.49%,-33.07%,-91.13%,-7.92%,6.43%,4.60%,14.10%,-7.39%,-8.60%,6.41%,8.20%,6.99%,14.84%,10.05%
39,Free Cash Flow Margin,-,4.97%,-42.35%,-53.44%,-64.06%,-79.78%,-114.99%,-184.27%,-214.85%,-62.97%,-70.27%,-46.46%,-38.23%,-52.40%,-53.16%,-17.96%,-6.20%,-8.33%,9.84%,11.15%
40,EBITDA,-41.52,8.62,-30.38,2.45,-40.36,10.08,-3.19,-4.23,-61.09,13.75,33.08,28.88,39.16,12.38,13.56,30.18,16.08,32.8,41.36,27.69
41,EBITDA Margin,-28.20%,7.49%,-19.28%,1.73%,-28.75%,7.08%,-2.10%,-4.70%,-77.29%,10.67%,25.54%,22.99%,23.09%,10.97%,13.30%,22.30%,10.12%,25.40%,26.82%,24.82%
42,D&A For EBITDA,19.67,19.67,28.18,19.67,19.67,23.58,22.57,23.58,23.58,22.81,24.47,22.81,22.81,17.59,25.01,17.59,17.59,11.45,15.56,11.45
43,EBIT,-61.19,-11.06,-58.56,-17.23,-60.04,-13.5,-25.76,-27.82,-84.67,-9.06,8.61,6.07,16.35,-5.21,-11.45,12.6,-1.51,21.35,25.8,16.23
44,EBIT Margin,-41.56%,-9.61%,-37.16%,-12.19%,-42.77%,-9.48%,-16.95%,-30.84%,-107.13%,-7.03%,6.65%,4.83%,9.64%,-4.62%,-11.23%,9.30%,-0.95%,16.53%,16.73%,14.55%
45,Effective Tax Rate,-,-,-,-,-,-,-,-,-,-,-,-,12.43%,-,-,11.64%,13.26%,16.61%,12.04%,20.31%
46,Revenue as Reported,-,115.06,157.6,141.35,524.9,142.4,151.93,90.2,463.06,-,129.53,125.65,169.63,112.78,101.92,135.37,158.8,129.15,154.2,111.53
