,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019
33,Retained Earnings,422.84,406.96,420.05,398.02,387.39,378.18,397.21,380.43,-,347.39,-,295.92,244.79,244.79,210.58,210.58,153.47,153.47,107.43
34,Treasury Stock,-39.96,-29.97,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
35,Comprehensive Income & Other,3.65,-1.48,-2.68,-0.2,0.28,1.25,0.4,0.44,-,0.16,-,-0.46,-0.31,-0.31,-0.26,-0.26,0.12,0.12,0.08
36,Total Common Equity,1331,1320,1362,1342,1332,1324,592.52,575.78,-,542.46,490.36,490.36,439.38,439.38,405.22,405.22,343.81,343.81,302.19
37,Minority Interest,-26.7,-18.86,-0.59,3.2,4.98,8.21,8.79,8.82,-,9.17,-,8.45,7.03,7.03,4.81,4.81,3.42,3.42,3.25
38,Shareholders' Equity,1304,1301,1361,1346,1337,1332,601.3,584.6,-,551.63,498.81,498.81,446.41,446.41,410.03,410.03,347.22,347.22,305.44
39,Total Liabilities & Equity,1591,1580,1597,1510,1463,1456,739.2,736.16,-,779.46,-,828.12,698.91,698.91,602.49,602.49,563.72,563.72,475.42
40,Total Debt,51.49,58.22,60.51,22.83,0.13,0.16,0.19,0.22,-,-,-,-,-,-,-,-,47.07,47.07,54.89
41,Net Cash (Debt),434.02,512.76,579.98,744.58,820.83,883.39,167.52,177.42,-,206.41,176.51,176.51,135.11,135.11,124.77,124.77,67.26,67.26,10.5
42,Net Cash Growth,-47.12%,-41.96%,246.21%,319.68%,-,327.97%,-5.09%,0.51%,-,52.77%,41.47%,41.47%,100.87%,100.87%,1088.37%,-,-,-,-
43,Net Cash Per Share,3.74,4.34,4.91,6.33,6.94,8.13,1.90,1.97,-,2.31,2.00,-,1.54,1.54,1.40,1.40,0.76,0.76,-
44,Filing Date Shares Outstanding,116.1,116.33,118.22,118.22,118.22,118.22,88.66,118.22,88.48,88.66,88.13,-,88.66,88.66,88.66,88.66,88.66,88.66,-
45,Total Common Shares Outstanding,116.1,116.33,118.22,118.22,118.22,118.22,88.66,88.66,88.48,88.66,88.13,-,88.66,88.66,88.66,88.66,88.66,88.66,-
46,Working Capital,690.02,724.83,798.16,915.42,945.76,1019,302.42,281.28,-,254.75,-,198.18,151.32,151.32,139.92,139.92,127.23,127.23,-
47,Book Value Per Share,11.47,11.35,11.52,11.35,11.27,11.20,6.68,6.49,-,6.12,5.52,-,4.96,4.96,4.57,4.57,3.88,3.88,-
48,Tangible Book Value,1276,1264,1182,1318,1308,1299,567.77,550.83,-,517.11,464.61,464.61,413.15,413.15,378.51,378.51,316.61,316.61,-
49,Tangible Book Value Per Share,10.99,10.87,10.00,11.15,11.06,10.99,6.40,6.21,-,5.83,5.23,-,4.66,4.66,4.27,4.27,3.57,3.57,-
50,Land,-,108.62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51,Buildings,-,218.02,-,214.16,-,205.53,-,205.46,-,203.31,-,-,199.83,199.83,186.64,186.64,186.64,186.64,-
52,Machinery,-,305.71,-,288.84,-,236.88,-,239.06,-,227.8,-,-,199.44,199.44,146.6,146.6,139.04,139.04,-
53,Construction In Progress,-,38.01,-,17.25,-,27.56,-,9.86,-,5.93,-,-,2.89,2.89,42.14,42.14,5.15,5.15,-
