,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
21,Short-Term Debt,-,16.19,16.51,13,19.79,-,12.27,9,12.27,9,-,-,-,-,-,57.33,13.68,-,0.3,-
22,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,-,0.07,-,0.16,23.4,-,1,-,-,-,-,-
23,Current Portion of Leases,-,0.03,0.03,0.06,0.4,0.05,0.05,0.06,0.06,-,0.1,-,0.11,-,-,-,-,-,-,-
24,Current Income Taxes Payable,-,-,9.31,27.36,18.13,14.17,7.39,31.23,18.85,15.74,11.04,17.57,12.49,5.7,5.35,17.04,13.25,-,3.02,-
25,Current Unearned Revenue,-,28.15,19.76,19.68,16.17,18.51,23.71,26.49,33.39,17.16,28.01,22.3,19.34,20.08,22.61,20.97,19.71,-,20.24,-
26,Other Current Liabilities,-,53.95,34.78,17.49,24.54,34.78,23.98,23.94,13.94,34.86,19.33,22.11,19.31,28.41,24.08,35.15,22.9,-,10.13,-
27,Total Current Liabilities,-,570.7,508.52,389.43,368.52,305.06,297.68,348.51,407.55,302.56,248.89,238.35,279.28,193.17,133.65,198.08,172.01,-,122.94,-
28,Long-Term Debt,-,-,-,-,-,-,-,-,-,-,-,5,5,46.33,47.33,-,-,-,-,-
29,Long-Term Leases,-,1.83,1.83,-,1.49,0.03,0.03,0.05,0.05,0.03,0.03,0.03,0.01,-,-,-,-,-,-,-
30,Long-Term Unearned Revenue,-,62.44,69.1,70.68,72.26,73.84,85.19,85.19,85.19,88.41,87.66,55.4,44.9,39.08,39.08,39.08,34.08,-,34.08,-
31,Long-Term Deferred Tax Liabilities,-,-,-,-,-,-,-,-,-,0.03,0.06,0.14,0.28,0.17,0.17,0.07,0.07,-,-,-
32,Other Long-Term Liabilities,-,6.36,6.22,9.44,6.51,4.55,4.62,4.97,4.77,3.64,2.08,3.18,2.99,2.24,6.28,6.28,7.78,-,5.07,-
33,Total Liabilities,-,641.33,585.67,469.54,448.78,383.47,387.51,438.72,497.56,394.68,338.72,302.1,332.46,280.98,226.52,243.51,213.93,-,162.09,-
34,Common Stock,-,131.42,131.42,131.42,131.42,131.42,120.8,120.8,120.8,120.8,120.8,120.8,120.8,120.8,120.8,120.8,90.6,-,90.6,-
35,Additional Paid-In Capital,-,1399,1397,1396,1394,1387,604.4,602.25,601.11,598.6,596.77,595.54,595.54,595.54,595.54,595.54,209.39,-,209.39,-
36,Retained Earnings,-,556.82,502.44,546.26,506.5,445.63,399.87,360.7,327.19,278.39,247.46,234.44,214.77,171.82,151.77,121.62,108.61,-,47.26,-
37,Treasury Stock,-,-30.02,-30.02,-30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
38,Shareholders' Equity,2057,2057,2001,2044,2032,1964,1125,1084,1049,997.8,965.02,950.78,931.11,888.16,868.11,837.96,408.59,-,347.25,337.33
39,Total Liabilities & Equity,-,2698,2587,2514,2480,2348,1513,1522,1547,1392,1304,1253,1264,1169,1095,1081,622.53,-,509.34,-
40,Total Debt,18.05,18.05,18.38,13.06,21.68,0.08,12.35,9.12,12.39,9.1,0.13,5.19,28.52,46.33,48.33,57.33,13.68,-,0.3,-
41,Net Cash (Debt),768.98,768.98,749.81,940.32,997.01,975.56,241.92,293.25,359.37,307.28,350.02,379.99,424.43,371.34,382.59,441.6,92.35,-,95.83,169.05
42,Net Cash Growth,-22.87%,-21.18%,209.94%,220.66%,177.43%,217.48%,-30.88%,-22.83%,-15.33%,-17.25%,-8.51%,-13.95%,359.59%,-,299.21%,161.22%,-,-,-,-
43,Net Cash Per Share,5.76,5.79,5.81,7.09,9.74,6.22,1.97,2.45,2.93,2.59,2.94,3.09,3.56,3.04,3.25,4.75,1.02,-,1.43,1.50
44,Filing Date Shares Outstanding,133.41,130.94,130.94,131.42,131.42,131.42,120.8,120.8,120.8,120.8,120.8,120.8,120.8,120.8,120.8,92.95,120.8,474.33,90.6,113.06
45,Total Common Shares Outstanding,130.94,130.94,130.94,131.42,131.42,131.42,120.8,120.8,120.8,120.8,120.8,120.8,120.8,120.8,120.8,92.95,90.6,474.33,90.6,113.06
46,Working Capital,-,1795,1745,1834,1825,1775,948.23,916.34,882.24,831.3,852.13,830.92,807.69,814.28,825.38,795.28,364.3,-,344.46,-
47,Book Value Per Share,15.71,15.71,15.28,15.55,15.46,14.95,9.31,8.97,8.68,8.26,7.99,7.87,7.71,7.35,7.19,9.02,4.51,-,3.83,3.72
48,Tangible Book Value,2044,2044,1988,2032,2020,1953,1113,1073,1039,985.4,962.85,949.85,929.81,888.16,868.11,837.96,408.59,-,347.25,337.33
49,Tangible Book Value Per Share,15.61,15.61,15.18,15.46,15.37,14.86,9.21,8.89,8.60,8.16,7.97,7.86,7.70,7.35,7.19,9.02,4.51,-,3.83,3.72
50,Buildings,-,-,139.24,-,135.36,-,132.09,-,132.09,-,104.58,-,104.57,-,54.82,-,50.46,-,6.94,-
51,Machinery,-,-,60.14,-,59.66,-,58.65,-,53.66,-,27.94,-,24.93,-,18.98,-,16.5,-,16.01,-
52,Construction In Progress,-,-,37.82,-,15.12,-,7.78,-,-,-,13.88,-,3.9,-,51.4,-,1.28,-,14.49,-
