,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Operating Expenses,632.92,59.71,34.88,51.75,67.04,54.55,30.12,39.86,55.06,41.32,42.01,25.86,45.3,30.66,23.87,18.17,29.93,9.66,21.42,14.19
10,Operating Income,26.73,47.47,65.37,35.12,59.38,23.87,39.53,29.44,48.58,25.77,27.09,15.27,39.99,10.77,27.57,14.13,44.66,13.45,3.77,-2.49
11,Interest Expense,-18,-0.42,-0.9,-0.03,-0.52,-0.06,-0.06,-0.06,-0.06,-,-,-0.18,-1.18,-0.54,-0.32,-0.04,-0.1,-,-0.01,-
12,Interest & Investment Income,1.35,5.76,5.96,6.28,11.73,3.13,1.3,2.19,1.25,4.14,1.47,2.54,3.82,3.34,1.74,0.64,0.3,0.52,1.41,1.37
13,Currency Exchange Gain (Loss),-,2.49,-2.49,-,1.7,-0.23,0.23,-,2.78,-2.76,2.76,-,2.05,-1.03,1.03,-,-1.75,-0.72,0.72,-
14,Other Non Operating Income (Expenses),-1.31,3.19,0.72,-1.27,-2.78,19.8,0.91,5.78,-20.29,8.08,5.92,5.9,-10.88,7.63,2.25,-0.06,-5.97,3.16,1.8,2.72
15,EBT Excluding Unusual Items,8.76,58.49,68.66,40.1,69.51,46.51,41.92,37.36,32.26,35.24,37.24,23.53,33.79,20.17,32.27,14.67,37.14,16.41,7.69,1.6
16,Gain (Loss) on Sale of Investments,0.3,-0.26,0.09,-0.13,0.72,0.17,-,-,1.61,-1.21,0.36,-0.83,0.78,-,0.76,-,0.36,-,-,-
17,Gain (Loss) on Sale of Assets,0,-0,-,-,-0.01,-,-,-,-,-0.86,-,-,-,-,0,-,-,0.01,-,-
18,Asset Writedown,1.02,-1.02,0.04,-0.04,0.2,-0.2,0.13,-0.13,0.66,-0.66,0.8,-0.8,-,-,-,-,-0.02,0.02,-,-
19,Other Unusual Items,-,-1.07,-1.87,2.94,-1.13,-0.25,0.25,-,21.06,-1.22,1.22,-,13.68,-0.02,0.02,-,16.1,0.02,-0.02,-
20,Pretax Income,10.08,56.15,66.92,42.86,69.28,46.23,42.29,37.23,55.58,31.28,39.62,21.91,48.26,20.15,33.06,14.67,53.75,16.46,7.67,1.6
21,Income Tax Expense,0.26,1.77,5.99,3.1,8.41,0.47,3.13,3.72,6.78,0.35,2.45,2.23,5.31,0.1,2.92,1.66,6.71,2.37,0.02,-0.66
22,Net Income,9.82,54.38,60.93,39.76,60.87,45.76,39.17,33.51,48.8,30.94,37.17,19.67,42.95,20.05,30.14,13.01,47.04,14.09,7.65,2.26
23,Net Income to Common,9.82,54.38,60.93,39.76,60.87,45.76,39.17,33.51,48.8,30.94,37.17,19.67,42.95,20.05,30.14,13.01,47.04,14.09,7.65,2.26
24,Net Income Growth,-83.87%,18.85%,55.58%,18.66%,24.74%,47.90%,5.36%,70.32%,13.63%,54.28%,23.32%,51.19%,-8.69%,42.34%,293.93%,475.46%,-,-,-,-
25,Shares Outstanding (Basic),133,133,129,133,102,157,123,120,123,119,119,123,119,122,118,93,91,474,67,113
26,Shares Outstanding (Diluted),133,133,129,133,102,157,123,120,123,119,119,123,119,122,118,93,91,474,67,113
27,Shares Change (YoY),30.35%,-15.45%,5.25%,10.75%,-16.61%,32.06%,3.06%,-2.67%,3.09%,-2.71%,1.16%,32.29%,31.41%,-74.25%,75.01%,-17.79%,-,-,-,-
28,EPS (Basic),0.07,0.41,0.47,0.30,0.59,0.29,0.32,0.28,0.40,0.26,0.31,0.16,0.36,0.16,0.26,0.14,0.52,0.03,0.11,0.02
29,EPS (Diluted),0.07,0.41,0.47,0.30,0.59,0.29,0.32,0.28,0.40,0.26,0.31,0.16,0.36,0.16,0.26,0.14,0.52,0.03,0.11,0.02
30,EPS Growth,-87.62%,40.56%,47.82%,7.14%,49.58%,12.00%,2.24%,75.00%,10.22%,58.57%,21.90%,14.29%,-30.52%,452.70%,125.09%,600.00%,-,-,-,-
31,Free Cash Flow,-,-6.01,-31.96,-42.22,11.24,-45.07,-45.91,-77.09,56.17,-45.33,-0.72,-43.25,43.15,-17.93,-43.25,-84.04,37.32,-15.82,-53.31,-51.3
32,Free Cash Flow Per Share,-,-0.05,-0.25,-0.32,0.11,-0.29,-0.37,-0.64,0.46,-0.38,-0.01,-0.35,0.36,-0.15,-0.37,-0.90,0.41,-0.03,-0.79,-0.45
33,Dividend Per Share,-,-,-,-,0.800,-,-,-,-,-,-,-,0.200,-,-,-,-,-,-,-
34,Gross Margin,279.47%,39.92%,39.88%,43.86%,41.44%,38.23%,43.05%,44.18%,43.04%,42.92%,45.83%,39.41%,42.55%,39.28%,49.04%,39.68%,40.33%,46.95%,46.58%,53.67%
35,Operating Margin,11.32%,17.68%,26.00%,17.73%,19.47%,11.64%,24.43%,18.77%,20.18%,16.49%,17.97%,14.63%,19.95%,10.21%,26.28%,17.36%,24.15%,27.33%,6.98%,-11.39%
36,Profit Margin,4.16%,20.26%,24.24%,20.08%,19.96%,22.30%,24.21%,21.36%,20.27%,19.79%,24.65%,18.85%,21.43%,19.01%,28.74%,15.98%,25.43%,28.62%,14.15%,10.37%
37,Free Cash Flow Margin,-,-2.24%,-12.72%,-21.32%,3.69%,-21.97%,-28.38%,-49.15%,23.33%,-29.00%,-0.48%,-41.44%,21.53%,-17.00%,-41.24%,-103.23%,20.18%,-32.13%,-98.57%,-235.14%
38,EBITDA,30.58,51.32,68.54,38.97,63.23,26.47,43.47,32.04,51.18,27.24,29.17,16.74,41.46,11.63,28.7,15,45.53,14.01,4.5,-1.93
39,EBITDA Margin,12.95%,19.11%,27.26%,19.68%,20.73%,12.90%,26.86%,20.43%,21.26%,17.43%,19.35%,16.04%,20.68%,11.03%,27.36%,18.42%,24.61%,28.47%,8.31%,-8.83%
40,D&A For EBITDA,3.85,3.85,3.17,3.85,3.85,2.6,3.93,2.6,2.6,1.47,2.08,1.47,1.47,0.86,1.13,0.86,0.86,0.56,0.72,0.56
41,EBIT,26.73,47.47,65.37,35.12,59.38,23.87,39.53,29.44,48.58,25.77,27.09,15.27,39.99,10.77,27.57,14.13,44.66,13.45,3.77,-2.49
42,EBIT Margin,11.32%,17.68%,26.00%,17.73%,19.47%,11.64%,24.43%,18.77%,20.18%,16.49%,17.97%,14.63%,19.95%,10.21%,26.28%,17.36%,24.15%,27.33%,6.98%,-11.39%
43,Effective Tax Rate,2.53%,3.14%,8.95%,7.23%,12.14%,1.02%,7.39%,9.99%,12.20%,1.10%,6.19%,10.19%,11.00%,0.48%,8.82%,11.32%,12.49%,14.40%,0.20%,-
44,Revenue as Reported,-,268.47,251.38,198.05,305.04,205.15,161.8,156.86,240.79,156.33,150.78,104.37,200.45,105.49,104.89,81.41,184.96,49.22,54.09,21.82
