,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
23,Net Income Growth,-,-99.39%,-89.14%,-46.97%,-20.05%,-38.61%,62.35%,78.98%,139.90%,-,-,-,-,-,-,-,-,-,-,-
24,Shares Outstanding (Basic),302,206,195,211,210,204,203,207,205,211,203,206,133,172,164,153,156,153,143,155
25,Shares Outstanding (Diluted),302,206,195,211,210,204,203,207,205,211,203,206,133,172,164,153,156,153,143,155
26,Shares Change (YoY),43.66%,1.09%,-3.80%,1.73%,2.27%,-3.58%,0.12%,0.43%,54.45%,22.72%,23.46%,34.86%,-14.83%,12.25%,15.10%,-1.25%,-,-,-,-
27,EPS (Basic),-0.09,0.00,0.03,0.14,0.15,0.13,0.24,0.27,0.19,0.20,0.15,0.15,0.12,-0.05,-0.04,-0.04,-0.05,-0.03,-0.03,-0.04
28,EPS (Diluted),-0.09,0.00,0.03,0.14,0.15,0.13,0.24,0.27,0.19,0.20,0.15,0.15,0.12,-0.05,-0.04,-0.04,-0.05,-0.03,-0.03,-0.04
29,EPS Growth,-,-99.40%,-88.71%,-47.87%,-21.83%,-36.33%,62.15%,78.20%,55.33%,-,-,-,-,-,-,-,-,-,-,-
30,Free Cash Flow,-,-19.58,-34.25,22.06,23.72,5.86,22.75,25.45,6.51,57.23,3.35,7.81,-8.37,-8.61,-16.19,-18.75,-6.49,-4.75,-5.77,-8.21
31,Free Cash Flow Per Share,-,-0.10,-0.18,0.10,0.11,0.03,0.11,0.12,0.03,0.27,0.02,0.04,-0.06,-0.05,-0.10,-0.12,-0.04,-0.03,-0.04,-0.05
32,Dividend Per Share,-,-,-,-,0.238,-,-,-,0.210,-,-,-,-,-,-,-,-,-,-,-
33,Dividend Growth,-,-,-,-,13.68%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
34,Gross Margin,318.00%,94.56%,94.62%,94.57%,94.19%,93.61%,93.73%,92.31%,92.56%,93.37%,91.43%,93.25%,92.75%,-,-,-,-,-,-,-
35,Operating Margin,-256.91%,-14.67%,2.93%,37.34%,36.13%,30.75%,45.65%,62.17%,38.44%,38.43%,62.80%,67.18%,-53.82%,-,-,-,-,-,-,-
36,Profit Margin,-659.74%,0.34%,10.02%,42.47%,38.16%,33.66%,45.44%,59.55%,55.56%,45.72%,80.56%,89.52%,395.50%,-,-,-,-,-,-,-
37,Free Cash Flow Margin,-,-41.06%,-64.36%,32.11%,29.26%,7.43%,21.06%,27.54%,9.35%,60.60%,8.91%,22.75%,-205.35%,-,-,-,-,-,-,-
38,EBITDA,-8.86,-5.02,4.3,27.62,31.26,25.83,51.03,59.06,28.37,37.94,25.16,24.72,-0.55,-8.15,-6.67,-5.23,-9.39,-3.99,-4.77,-5.8
39,EBITDA Margin,-210.17%,-10.54%,8.07%,40.20%,38.57%,32.79%,47.24%,63.91%,40.75%,40.17%,67.05%,71.98%,-13.39%,-,-,-,-,-,-,-
40,D&A For EBITDA,1.97,1.97,2.73,1.97,1.97,1.61,1.72,1.61,1.61,1.65,1.59,1.65,1.65,1.54,1.66,1.54,1.54,1.51,1.51,1.5
41,EBIT,-10.83,-6.99,1.56,25.65,29.29,24.22,49.31,57.45,26.77,36.29,23.57,23.07,-2.19,-9.69,-8.33,-6.78,-10.93,-5.51,-6.29,-7.3
42,EBIT Margin,-256.91%,-14.67%,2.93%,37.34%,36.13%,30.75%,45.65%,62.17%,38.44%,38.43%,62.80%,67.18%,-53.82%,-,-,-,-,-,-,-
43,Effective Tax Rate,-,-,2.50%,12.82%,13.18%,12.26%,13.48%,14.45%,16.46%,0.08%,-,-,-,-,-,-,-,-,-,-
44,Revenue as Reported,-,47.69,53.22,68.7,81.05,78.77,108.03,92.4,69.63,94.45,37.53,34.34,4.08,-,-,-,-,-,-,-
