,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
19,Accounts Payable,-,23.5,26.32,40.24,31.83,26.62,-,14.1,13.58,35.38,3,2.48,0.74,7.4,0.93,-,1.82,-,-,1.92
20,Accrued Expenses,-,9.66,8.01,5.63,7.56,15.46,-,5.2,6.08,6.33,6.02,2.57,1.62,2.92,2.25,-,3.67,-,-,1.25
21,Short-Term Debt,-,10.91,31.02,53.1,44.03,20.1,-,-,-,-,-,1.82,16.75,20,20,-,3.25,-,-,-
22,Current Income Taxes Payable,-,1.78,0.67,11.79,10.3,8.41,-,11.68,-,4.01,-,0.21,-,0.42,-,-,-,-,-,-
23,Current Unearned Revenue,-,0.6,0.79,0.91,1.11,11.96,-,0.33,0.12,0.27,0.2,-,-,-,-,-,-,-,-,-
24,Other Current Liabilities,-,0.52,4.5,0.78,9.16,1.64,-,0.62,10.08,1.27,1.37,0.6,2,1.4,2.6,-,2.77,-,-,2.24
25,Total Current Liabilities,-,46.96,71.3,112.47,103.98,84.19,-,31.93,29.86,47.27,10.59,7.68,21.1,32.14,25.79,-,11.51,-,-,5.41
26,Long-Term Unearned Revenue,-,1.14,1.24,1.35,1.47,1.65,-,2.08,2.29,2.5,2.71,2.92,3.13,3.34,3.56,-,3.79,-,-,4.42
27,Long-Term Deferred Tax Liabilities,-,2.8,2.97,2.99,3.07,3.21,-,3.25,3.26,0.29,0.21,0.05,0.79,-,-,-,-,-,-,-
28,Total Liabilities,-,50.9,75.52,116.81,108.52,89.05,-,37.25,35.42,50.05,13.51,10.66,25.02,35.48,29.34,-,15.3,-,-,9.83
29,Common Stock,-,205.76,205.76,158.28,158.28,158.28,-,143.89,143.89,105.8,105.8,105.8,105.8,105.8,79.35,-,79.35,-,-,79.35
30,Additional Paid-In Capital,-,1039,1034,1077,1072,1065,-,1066,1059,1096,1096,1096,1096,1096,186.72,-,186.72,-,-,186.72
31,Retained Earnings,-,220.29,220.12,263.86,234.68,203.75,-,171.32,116.29,77.61,34.42,4.18,-26.56,-42.69,-34.79,-,-22.56,-,-,-6.29
32,Treasury Stock,-,-27.94,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33,Shareholders' Equity,1437,1437,1460,1499,1465,1427,-,1381,1319,1280,1237,1206,1176,1159,231.28,243.51,243.51,-,259.78,259.78
34,Total Liabilities & Equity,-,1488,1536,1616,1573,1516,-,1418,1355,1330,1250,1217,1201,1195,260.62,-,258.81,-,-,269.61
35,Total Debt,10.91,10.91,31.02,53.1,44.03,20.1,-,-,-,-,-,1.82,16.75,20,20,3.25,3.25,-,-,-
36,Net Cash (Debt),643.23,643.23,702.48,1226,1196,1105,-,1092,1128,1035,973.79,950.06,936.38,932.13,14,47.6,47.6,-,123.86,123.86
37,Net Cash Growth,-46.23%,-41.81%,-,12.31%,6.07%,6.78%,-,14.94%,20.44%,11.06%,6857.12%,1895.94%,1867.20%,-,-88.70%,-61.57%,-,-,-,-
38,Net Cash Per Share,2.13,3.12,3.60,5.82,5.70,5.43,-,5.27,5.49,4.90,4.80,4.61,7.05,5.42,0.09,0.31,0.31,-,0.87,0.80
39,Filing Date Shares Outstanding,301.51,204.69,205.76,205.76,205.76,205.76,203.03,205.76,205.76,205.76,205.76,205.76,205.76,205.76,154.32,152.9,154.32,153.3,142.71,154.32
40,Total Common Shares Outstanding,204.69,204.69,205.76,205.76,205.76,205.76,203.03,205.76,205.76,205.76,205.76,205.76,205.76,205.76,154.32,152.9,154.32,153.3,142.71,154.32
41,Working Capital,-,798.86,841.2,1341,1309,1272,-,1229,1170,1062,1027,1015,972.45,964.49,35.37,-,46.22,-,-,125.34
42,Book Value Per Share,7.02,7.02,7.10,7.28,7.12,6.94,-,6.71,6.41,6.22,6.01,5.86,5.71,5.63,1.50,1.58,1.58,-,1.68,1.68
43,Tangible Book Value,1429,1429,1452,1490,1456,1419,-,1372,1310,1271,1228,1197,1167,1150,222.16,234.28,234.28,-,250.39,250.39
44,Tangible Book Value Per Share,6.98,6.98,7.05,7.24,7.08,6.89,-,6.67,6.37,6.18,5.97,5.82,5.67,5.59,1.44,1.52,1.52,-,1.62,1.62
45,Buildings,-,-,80.55,-,80.55,-,-,-,80.55,-,80.55,-,80.55,-,80.55,-,80.55,-,-,77.16
46,Machinery,-,-,77.69,-,76.29,-,-,-,35.23,-,31.36,-,29.38,-,28.9,-,27.87,-,-,26.74
47,Construction In Progress,-,-,8.81,-,4.81,-,-,-,39.44,-,12.77,-,1.58,-,0.57,-,0.57,-,-,0.81
