,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
33,Free Cash Flow,28.86,-24.3,-66.23,-73.76,-30.05,7.86,-15.84,-43.8,-13.59,-26.6,-18.88,-22.8,19.18,-25.38,-26.59,-13.42,29.19,5.24,5.24
34,Free Cash Flow Per Share,0.20,-0.16,-0.41,-0.40,-0.19,0.05,-0.09,-0.26,-0.08,-0.16,-0.11,-0.17,0.15,-0.20,-0.22,-0.10,0.23,0.04,0.04
35,Dividend Per Share,-,-,-,0.120,-,-,-,0.154,-,-,-,0.177,-,-,-,-,-,-,-
36,Dividend Growth,-,-,-,-21.98%,-,-,-,-13.35%,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,13.15%,16.80%,24.48%,20.75%,24.93%,26.39%,32.24%,35.95%,27.29%,33.05%,33.60%,36.57%,37.55%,33.17%,38.34%,34.54%,48.18%,45.04%,45.04%
38,Operating Margin,-3.01%,1.41%,11.83%,-1.18%,10.00%,14.06%,16.69%,10.96%,13.08%,14.41%,18.04%,16.37%,22.30%,19.97%,21.86%,20.90%,31.80%,26.02%,26.02%
39,Profit Margin,-3.93%,-0.23%,11.27%,-2.67%,9.75%,11.56%,16.07%,10.17%,14.76%,24.38%,14.11%,14.14%,17.14%,18.42%,17.45%,17.64%,29.68%,21.58%,21.58%
40,Free Cash Flow Margin,34.76%,-27.81%,-77.85%,-84.27%,-26.60%,6.91%,-17.79%,-38.76%,-10.27%,-30.24%,-19.91%,-22.76%,20.47%,-24.89%,-39.64%,-12.73%,45.39%,10.70%,10.70%
41,EBITDA,2.46,6.87,15.02,3.93,15.51,21.04,19.07,16.59,21.33,17.14,21.13,20.43,23.32,23.58,17.09,24.45,22.71,15.02,15.02
42,EBITDA Margin,2.96%,7.86%,17.66%,4.49%,13.73%,18.51%,21.42%,14.69%,16.13%,19.48%,22.29%,20.39%,24.89%,23.12%,25.47%,23.20%,35.32%,30.65%,30.65%
43,D&A For EBITDA,4.96,5.64,4.96,4.96,4.21,5.05,4.21,4.21,4.03,4.47,4.03,4.03,2.43,3.21,2.43,2.43,2.27,2.27,2.27
44,EBIT,-2.5,1.23,10.06,-1.03,11.3,15.99,14.86,12.38,17.3,12.67,17.1,16.4,20.89,20.37,14.66,22.02,20.44,12.75,12.75
45,EBIT Margin,-3.01%,1.41%,11.83%,-1.18%,10.00%,14.06%,16.69%,10.96%,13.08%,14.41%,18.04%,16.37%,22.30%,19.97%,21.86%,20.90%,31.80%,26.02%,26.02%
46,Effective Tax Rate,-,120.24%,7.07%,-,23.90%,19.80%,19.00%,22.53%,8.89%,15.27%,20.61%,19.93%,17.18%,15.08%,19.99%,18.91%,19.40%,17.71%,17.71%
47,Revenue as Reported,83.04,87.41,85.08,87.53,112.96,113.67,89.03,112.99,132.23,87.98,94.79,100.19,93.7,101.98,67.09,105.38,64.2,49,49
