,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q1 2021,Q4 2020
10,Operating Income,43,58.61,2.17,26.99,57.66,59.5,53.8,64.63,36.07,31.82,25.55,36.56,45.29,25.53,50.3
11,Interest Expense,-0.37,-3.09,-0.06,-1.24,-0.31,-0.09,-0.06,-0.9,-0.06,-0.11,-0.96,-1.14,-0.45,-0.73,-
12,Interest & Investment Income,1.17,4.49,1.62,0.17,0.86,7.3,3.55,-,2.03,1.73,0.4,0.73,2.15,0.19,0.86
13,Currency Exchange Gain (Loss),-8.67,8.67,-,20.8,-19.58,19.58,-,30.52,-20.59,20.59,-,-6.34,-2.98,-,-13.31
14,Other Non Operating Income (Expenses),-0.71,-4.73,4.81,-20.41,17.41,8.26,-6.67,-42.12,42.33,2.53,3.1,-0.66,-2.5,0.5,-0.04
15,EBT Excluding Unusual Items,34.42,63.95,8.54,26.31,56.04,94.55,50.62,52.12,59.78,56.56,28.08,29.14,41.5,25.5,37.81
16,Gain (Loss) on Sale of Investments,1.13,-0.78,-0.64,3.27,-2.12,-2.04,1.4,-3.09,2.15,0.61,-0.14,0.88,0.27,-0.39,-
17,Gain (Loss) on Sale of Assets,0.27,0.03,-,-0.01,-0.04,-0.25,0.01,0.07,0.08,-0.07,-,0,0.02,-0.31,-
18,Asset Writedown,0.28,-0.7,0.7,0.73,-0.77,0.05,-0.05,-0.49,0.49,-0.28,0.28,2.07,-2.07,0.03,0.45
19,Other Unusual Items,0.34,1.7,1.43,-0.96,-,-,-,-,-,-,-,3.89,-2.02,-,0.81
20,Pretax Income,36.44,64.2,10.03,29.34,53.11,92.31,51.97,48.62,62.49,56.82,28.22,35.98,37.69,24.84,39.06
21,Income Tax Expense,4.37,8.03,0.05,3.42,4.58,11.62,5.6,1.95,7.04,6.39,2.75,3.01,3.7,1.95,3.98
22,Earnings From Continuing Operations,32.07,56.17,9.98,25.92,48.52,80.69,46.37,46.67,55.45,50.43,25.47,32.97,33.99,22.89,35.08
23,Minority Interest in Earnings,1.61,1.71,0.16,0.28,-,-,-,-,-,-,-,-,-0,-,-
24,Net Income,33.67,57.88,10.15,26.2,48.52,80.69,46.37,46.67,55.45,50.43,25.47,32.97,33.99,22.89,35.08
25,Net Income to Common,33.67,57.88,10.15,26.2,48.52,80.69,46.37,46.67,55.45,50.43,25.47,32.97,33.99,22.89,35.08
26,Net Income Growth,-30.61%,-28.27%,-78.12%,-43.87%,-12.49%,60.00%,82.03%,41.58%,63.14%,120.36%,-27.38%,-,-,-,-
27,Shares Outstanding (Basic),187,175,203,186,187,187,187,187,180,190,156,138,142,140,141
28,Shares Outstanding (Diluted),187,175,203,186,187,187,187,187,180,190,156,138,142,142,141
29,Shares Change (YoY),0.21%,-6.44%,8.70%,-0.23%,3.47%,-1.31%,20.03%,35.74%,27.03%,33.23%,10.49%,-,-,-,-
30,EPS (Basic),0.18,0.33,0.05,0.14,0.26,0.43,0.25,0.25,0.31,0.27,0.16,0.24,0.24,0.16,0.25
31,EPS (Diluted),0.18,0.33,0.05,0.14,0.26,0.43,0.25,0.25,0.31,0.27,0.16,0.24,0.24,0.16,0.25
32,EPS Growth,-30.76%,-23.34%,-79.87%,-44.15%,-15.43%,62.12%,51.65%,4.30%,28.42%,65.39%,-34.28%,-,-,-,-
33,Free Cash Flow,-189.33,-122.06,-78.25,172.22,-152.66,85.57,95.36,107.42,-33.02,-11.32,45.95,59.61,-93.16,-56.63,43.43
34,Free Cash Flow Per Share,-1.01,-0.70,-0.39,0.92,-0.82,0.46,0.51,0.58,-0.18,-0.06,0.30,0.43,-0.66,-0.40,0.31
35,Dividend Per Share,-,-,-,0.375,-,-,-,0.480,-,-,-,0.268,-,-,-
36,Dividend Growth,-,-,-,-21.88%,-,-,-,79.10%,-,-,-,-,-,-,-
37,Gross Margin,15.35%,19.02%,12.95%,18.43%,22.09%,21.94%,21.09%,24.82%,20.79%,18.01%,12.92%,15.59%,15.72%,15.06%,21.14%
38,Operating Margin,6.95%,10.85%,0.68%,9.00%,14.12%,12.58%,14.22%,14.48%,10.84%,9.03%,6.95%,8.54%,10.16%,7.88%,12.72%
39,Profit Margin,5.44%,10.71%,3.17%,8.73%,11.88%,17.07%,12.26%,10.46%,16.66%,14.31%,6.93%,7.71%,7.62%,7.06%,8.87%
40,Free Cash Flow Margin,-30.58%,-22.59%,-24.45%,57.42%,-37.38%,18.10%,25.21%,24.07%,-9.92%,-3.21%,12.50%,13.93%,-20.89%,-17.48%,10.98%
41,EBITDA,54.05,72.83,13.22,38.04,65.26,70.59,61.4,72.22,41.25,37.84,30.74,42.41,50.01,28.98,54.04
42,EBITDA Margin,8.73%,13.48%,4.13%,12.68%,15.98%,14.93%,16.23%,16.18%,12.39%,10.74%,8.36%,9.91%,11.22%,8.94%,13.66%
43,D&A For EBITDA,11.05,14.23,11.05,11.05,7.6,11.1,7.6,7.6,5.18,6.02,5.18,5.85,4.72,3.45,3.74
44,EBIT,43,58.61,2.17,26.99,57.66,59.5,53.8,64.63,36.07,31.82,25.55,36.56,45.29,25.53,50.3
45,EBIT Margin,6.95%,10.85%,0.68%,9.00%,14.12%,12.58%,14.22%,14.48%,10.84%,9.03%,6.95%,8.54%,10.16%,7.88%,12.72%
46,Effective Tax Rate,12.00%,12.51%,0.48%,11.67%,8.63%,12.58%,10.78%,4.00%,11.27%,11.24%,9.73%,8.37%,9.82%,7.86%,10.20%
47,Revenue as Reported,619.15,540.25,320.1,-,408.42,472.84,378.33,-,332.8,720.1,-,1634,-,324.03,1163
