,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q1 2021,Q1 2020
22,Income Tax Expense,-30.86,-5.11,-7.74,-2.25,-10.4,-6.45,-13.16,-2.6,1.11,0.01,-1.44,0.21,6.48,3.2,-1.29
23,Earnings From Continuing Operations,39.36,33.75,42.64,-48.67,5.02,-44.47,-38.05,-57.74,-68.59,90.99,43.78,71.2,118.87,26.86,-4.04
24,Minority Interest in Earnings,-14.68,-3.46,4.92,13.22,21.5,3.42,9.02,7.87,1.02,-,-,-,-,-,-
25,Net Income,24.69,30.3,47.56,-35.45,26.52,-41.05,-29.03,-49.87,-67.57,90.99,43.78,71.2,118.87,26.86,-4.04
26,Net Income to Common,24.69,30.3,47.56,-35.45,26.52,-41.05,-29.03,-49.87,-67.57,90.99,43.78,71.2,118.87,26.86,-4.04
27,Net Income Growth,-6.93%,-,-,-,-,-,-,-,-,238.71%,-,-,-,-,-
28,Shares Outstanding (Basic),306,465,413,394,384,410,415,416,372,350,341,356,343,-,-
29,Shares Outstanding (Diluted),306,465,413,394,384,410,415,416,372,350,341,356,343,-,-
30,Shares Change (YoY),-20.12%,13.32%,-0.43%,-5.22%,3.09%,17.08%,21.74%,16.74%,8.37%,-,-,-,-,-,-
31,EPS (Basic),0.08,0.07,0.12,-0.09,0.07,-0.10,-0.07,-0.12,-0.18,0.26,0.13,0.20,0.35,-,-
32,EPS (Diluted),0.08,0.07,0.12,-0.09,0.07,-0.10,-0.07,-0.12,-0.18,0.26,0.13,0.20,0.35,-,-
33,EPS Growth,16.50%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
34,Free Cash Flow,-,263.48,-404.44,-684.4,-88.85,-827.3,-584.9,-630.19,-696.13,-27.31,-95.15,-83.2,-191.45,113.39,31.55
35,Free Cash Flow Per Share,-,0.57,-0.98,-1.74,-0.23,-2.02,-1.41,-1.52,-1.87,-0.08,-0.28,-0.23,-0.56,-,-
36,Dividend Per Share,-,-,-,-,-,-,-,-,0.105,-,-,-,-,-,-
37,Gross Margin,-40.39%,17.61%,19.96%,14.23%,11.74%,17.93%,13.89%,8.39%,9.31%,24.47%,22.86%,26.57%,31.66%,8.38%,-4.54%
38,Operating Margin,-14.93%,13.74%,5.77%,-0.11%,-4.31%,-1.96%,-2.34%,-10.57%,-31.61%,27.25%,14.13%,16.92%,19.59%,8.38%,-4.54%
39,Profit Margin,2.34%,3.29%,5.27%,-4.88%,3.49%,-6.33%,-5.20%,-11.74%,-14.61%,15.72%,7.89%,12.26%,18.69%,7.49%,-3.48%
40,Free Cash Flow Margin,-,28.57%,-44.79%,-94.19%,-11.69%,-127.59%,-104.81%,-148.40%,-150.52%,-4.72%,-17.14%,-14.33%,-30.10%,31.61%,27.17%
41,EBITDA,-37.72,246.23,209.3,118.7,86.8,95.78,101.13,63.59,-37.72,223.25,183.47,163.72,190.06,52.92,3.12
42,EBITDA Margin,-3.58%,26.70%,23.18%,16.34%,11.42%,14.77%,18.12%,14.97%,-8.16%,38.56%,33.06%,28.20%,29.89%,14.75%,2.68%
43,D&A For EBITDA,119.52,119.52,157.2,119.52,119.52,108.48,114.2,108.48,108.48,65.49,105.03,65.49,65.49,22.86,8.39
44,EBIT,-157.24,126.71,52.11,-0.83,-32.73,-12.7,-13.06,-44.9,-146.2,157.76,78.44,98.23,124.57,30.05,-5.27
45,EBIT Margin,-14.93%,13.74%,5.77%,-0.11%,-4.31%,-1.96%,-2.34%,-10.57%,-31.61%,27.25%,14.13%,16.92%,19.59%,8.38%,-4.54%
46,Effective Tax Rate,-,-,-,-,-,-,-,-,-,0.01%,-,0.30%,5.17%,10.65%,-
47,Revenue as Reported,-,922.13,902.88,726.61,759.73,648.39,558.07,424.65,462.48,578.93,555.03,580.55,635.95,-,-
