,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
38,Total Common Equity,930.75,930.75,934.24,931.39,945.78,966.17,963.05,938.19,936.9,932.5,916.45,886.48,888.81,884.22,866.41,663.07,646.69,-,-,607.97
39,Minority Interest,-,17.35,18.12,19.93,21.9,26.89,26.61,27.94,34.53,15.94,13.86,4.58,7.85,11.53,12.6,14.21,15.1,-,-,-
40,Shareholders' Equity,948.1,948.1,952.36,951.32,967.68,993.06,989.67,966.12,971.42,948.44,930.31,891.06,896.67,895.75,879.01,677.28,661.79,-,-,607.97
41,Total Liabilities & Equity,-,1015,1024,1027,1044,1075,1080,1064,1084,1018,998.46,945,947.53,948.52,943.85,727.59,711.71,-,-,-
42,Total Debt,24.31,24.31,27,27.78,29.33,34.74,34.9,12.48,13.92,6.18,7.21,8.02,9.53,8.91,11.34,-,0.39,-,-,0.57
43,Net Cash (Debt),199.94,199.94,191.34,199.71,204.98,235.4,227.93,282.28,280.91,288.38,281.02,283.43,315.35,136.99,324.15,117.01,142.17,-,-,146.28
44,Net Cash Growth,-2.46%,-15.07%,-16.05%,-29.25%,-27.03%,-18.37%,-18.89%,-0.40%,-10.92%,110.51%,-13.30%,142.22%,121.80%,-,-,-20.01%,-,-,-,-
45,Net Cash Per Share,3.94,3.16,3.47,3.75,3.39,4.35,4.81,4.37,5.08,5.30,5.23,4.86,5.71,2.42,10.46,2.07,3.44,-,-,3.60
46,Filing Date Shares Outstanding,50.7,63.33,55.19,53.32,55.86,55.86,55.86,55.58,55.58,55.58,55.58,55.58,55.58,55.58,55.58,55.58,41.68,41.96,42.52,40.66
47,Total Common Shares Outstanding,50.7,63.33,55.19,53.32,55.86,55.86,55.86,55.58,55.58,55.58,55.58,55.58,55.58,55.58,55.58,41.68,41.68,41.96,42.52,40.66
48,Working Capital,-,445.89,453.12,455.62,467.29,504.98,497.06,503.44,534.39,559.84,527.68,487.94,522.86,550.43,532.15,351.68,351.58,-,-,-
49,Book Value Per Share,14.70,14.70,16.93,17.47,16.93,17.30,17.24,16.88,16.86,16.78,16.49,15.95,15.99,15.91,15.59,15.91,15.52,-,-,14.59
50,Tangible Book Value,863.15,863.15,865.03,858.75,870.74,881.88,879.36,867.25,863.93,844.6,826.9,795.43,796.15,795.71,776.79,572.18,555.51,-,-,546.46
51,Tangible Book Value Per Share,13.63,13.63,15.67,16.11,15.59,15.79,15.74,15.60,15.54,15.20,14.88,14.31,14.33,14.32,13.98,13.73,13.33,-,-,13.11
52,Buildings,-,-,269.22,-,267.52,-,208.56,-,88.44,-,88.44,-,88.44,-,88.12,-,88.12,-,-,-
53,Machinery,-,-,185.02,-,180.06,-,169.71,-,168.75,-,152.78,-,145.41,-,141.85,-,124.91,-,-,-
54,Construction In Progress,-,-,48.73,-,43.24,-,19.64,-,115.68,-,62.29,-,58.61,-,45.27,-,17.27,-,-,-
