,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Operating Expenses,125.79,40.96,49.85,53.79,53.66,56.45,46.65,40.27,59.45,46.1,35.56,43.77,57.44,41.35,49.95,36.34,55.78,34.43,41.6,33.94
10,Operating Income,-28.2,1.7,1.92,-3.95,-15.2,1.1,7.59,-2.88,32.55,15.02,33.11,-7.87,-10,14.23,6.54,16.27,5.58,18.69,14.66,-0.83
11,Interest Expense,-1.78,-1.45,-0.48,-,-0.83,-,-,-0.29,-4.37,-,-0.13,-,-0.45,-,-0.05,-,-,-0.41,-0.04,-
12,Interest & Investment Income,-,0.48,2.1,1.13,1.06,3.15,1.95,0.62,-,6.48,1.36,0.85,0.55,2.57,0.31,0.65,0.74,0.29,0.69,0.28
13,Currency Exchange Gain (Loss),-,-0.25,0.25,-,0.84,-1.85,1.85,-,4.69,-2.9,2.9,-,-1.54,0.72,-0.72,-,-4.67,-1.19,1.19,-
14,Other Non Operating Income (Expenses),4.16,-3.96,-0.24,-,-0.58,0,-0.05,-2.02,-0.34,-0.05,-0.23,0.27,-0.21,-0.17,-0.31,-0.06,1.72,-1.63,-1.48,1.23
15,EBT Excluding Unusual Items,-25.82,-3.49,3.56,-2.82,-14.69,2.4,11.34,-4.57,32.53,18.55,37.01,-6.75,-11.65,17.35,5.78,16.86,3.37,15.76,15.02,0.68
16,Impairment of Goodwill,-,1.05,-1.05,-,-7.5,-,-,-,-13.39,-,-,-,-,-,-,-,-,-,-,-
17,Gain (Loss) on Sale of Investments,0.23,0.33,-0.31,-0.26,-0.03,0.44,0.11,-0.18,-0.21,0.97,-0.45,0.29,2.09,-,-,-,-,-,-,-
18,Gain (Loss) on Sale of Assets,-0.28,0.17,0.03,0.08,0.37,-0.01,0.48,-0,0.05,0.03,-0.08,-0,-0.01,-0.15,0.05,-,0.08,-,-,-
19,Asset Writedown,0.65,-0.65,-0,0,0.42,-0.47,-0.14,0.06,-0.65,-0.13,-0.07,0.07,0.1,-0.03,0.16,-0.24,0.37,-0.39,0.23,-0.33
20,Other Unusual Items,-,-4,2.95,1.05,2.71,-0.16,0.03,-,3.7,0.04,-0.04,-,12.12,-0.08,0.08,-,5.29,-0.01,0.01,-
21,Pretax Income,-25.21,-6.59,5.16,-1.94,-18.72,2.21,11.81,-4.7,22.03,19.47,36.37,-6.39,2.65,17.1,6.08,16.62,9.12,15.35,15.27,0.35
22,Income Tax Expense,-9.2,-2.33,-2.08,-0.51,-2.85,-0.62,-1.73,0.6,-0.11,2.99,3.47,-0.78,1.74,0.36,-0.86,1.13,0.22,0.87,1.46,-1.28
23,Earnings From Continuing Operations,-16.01,-4.26,7.24,-1.44,-15.87,2.82,13.55,-5.3,22.14,16.48,32.9,-5.6,0.92,16.74,6.94,15.49,8.9,14.49,13.8,1.63
24,Minority Interest in Earnings,-4.18,0.77,1.44,1.97,4.98,-0.23,1.4,6.59,-18.29,-1.14,-9.29,3.27,3.68,1.07,1.61,0.89,1.45,0.15,-1.71,-
25,Net Income,-20.19,-3.49,8.69,0.53,-10.9,2.59,14.94,1.29,3.85,15.34,23.61,-2.33,4.6,17.81,8.55,16.38,10.35,14.64,12.1,1.63
26,Net Income to Common,-20.19,-3.49,8.69,0.53,-10.9,2.59,14.94,1.29,3.85,15.34,23.61,-2.33,4.6,17.81,8.55,16.38,10.35,14.64,12.1,1.63
27,Net Income Growth,-,-,-41.86%,-58.70%,-,-83.09%,-36.71%,-,-16.20%,-13.86%,176.33%,-,-55.59%,21.64%,-29.36%,907.46%,-,-,-,-
28,Shares Outstanding (Basic),51,63,55,53,60,54,47,65,55,54,54,58,55,57,31,56,41,42,43,41
29,Shares Outstanding (Diluted),51,63,55,53,60,54,47,65,55,54,54,58,55,57,31,56,41,42,43,41
30,Shares Change (YoY),-16.14%,16.91%,16.35%,-17.40%,9.30%,-0.51%,-11.75%,10.75%,0.13%,-3.78%,73.47%,3.16%,33.51%,34.86%,-27.15%,38.96%,-,-,-,-
31,EPS (Basic),-0.40,-0.06,0.16,0.01,-0.18,0.05,0.32,0.02,0.07,0.28,0.44,-0.04,0.08,0.31,0.28,0.29,0.25,0.35,0.28,0.04
32,EPS (Diluted),-0.40,-0.06,0.16,0.01,-0.18,0.05,0.32,0.02,0.07,0.28,0.44,-0.04,0.08,0.31,0.28,0.29,0.25,0.35,0.28,0.04
33,EPS Growth,-,-,-50.03%,-50.00%,-,-83.00%,-28.29%,-,-16.30%,-10.48%,59.29%,-,-66.74%,-9.81%,-3.03%,625.00%,-,-,-,-
34,Free Cash Flow,-,13.56,-4.23,8.27,-16.67,1.7,-49.63,0.6,4.8,6.43,-6.74,-37.99,-1.79,-0.8,-6.47,-8.57,-1.23,17.2,8.79,-6.78
35,Free Cash Flow Per Share,-,0.21,-0.08,0.16,-0.28,0.03,-1.05,0.01,0.09,0.12,-0.13,-0.65,-0.03,-0.01,-0.21,-0.15,-0.03,0.41,0.21,-0.17
36,Dividend Per Share,-,-,-,-,-,0.180,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,186.83%,77.79%,73.33%,77.65%,64.76%,80.77%,76.74%,65.73%,60.57%,61.31%,55.18%,74.37%,57.86%,76.21%,79.29%,81.22%,77.08%,76.63%,60.29%,77.63%
38,Operating Margin,-53.98%,3.09%,2.72%,-6.16%,-25.59%,1.54%,10.74%,-5.06%,21.43%,15.07%,26.61%,-16.30%,-12.20%,19.52%,9.18%,25.12%,7.01%,26.96%,15.71%,-1.95%
39,Profit Margin,-38.65%,-6.37%,12.31%,0.83%,-18.35%,3.64%,21.14%,2.27%,2.54%,15.39%,18.98%,-4.83%,5.61%,24.41%,11.99%,25.29%,13.00%,21.12%,12.96%,3.81%
40,Free Cash Flow Margin,-,24.72%,-5.99%,12.89%,-28.06%,2.38%,-70.21%,1.05%,3.16%,6.45%,-5.42%,-78.70%,-2.19%,-1.09%,-9.08%,-13.23%,-1.55%,24.80%,9.42%,-15.89%
41,EBITDA,-18.87,11.03,12.74,5.38,-5.86,8.46,16.68,4.84,40.27,23.27,41.22,0.38,-1.75,21.33,13.74,23.37,12.68,23.53,21.27,4
42,EBITDA Margin,-36.12%,20.11%,18.05%,8.38%,-9.87%,11.88%,23.60%,8.51%,26.51%,23.34%,33.13%,0.79%,-2.14%,29.25%,19.28%,36.08%,15.93%,33.94%,22.79%,9.38%
43,D&A For EBITDA,9.33,9.33,10.82,9.33,9.33,7.37,9.08,7.72,7.72,8.25,8.12,8.25,8.25,7.1,7.2,7.1,7.1,4.83,6.6,4.83
44,EBIT,-28.2,1.7,1.92,-3.95,-15.2,1.1,7.59,-2.88,32.55,15.02,33.11,-7.87,-10,14.23,6.54,16.27,5.58,18.69,14.66,-0.83
45,EBIT Margin,-53.98%,3.09%,2.72%,-6.16%,-25.59%,1.54%,10.74%,-5.06%,21.43%,15.07%,26.61%,-16.30%,-12.20%,19.52%,9.18%,25.12%,7.01%,26.96%,15.71%,-1.95%
46,Effective Tax Rate,-,-,-,-,-,-,-,-,-,15.34%,9.54%,-,65.48%,2.09%,-,6.82%,2.41%,5.65%,9.57%,-
47,Revenue as Reported,-,-,70.6,64.19,59.39,71.25,70.68,56.88,151.89,99.7,124.44,48.27,81.99,72.94,71.25,64.77,79.62,69.33,135.98,-
