,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
18,Accrued Expenses,6.72,7.98,7.28,13.07,6.75,9.57,6.13,15.73,5.03,-,-,10.63,-,9.6,9.6
19,Short-Term Debt,437.84,146,99.21,91.14,522.57,176.08,100.02,69.54,207.36,-,-,165.49,-,144.57,144.57
20,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,-,-,-,159.57,-,113.95,113.95
21,Current Portion of Leases,74.15,12.27,17.93,22.61,22.54,25.69,22.31,51.53,-,-,-,10.9,-,0.51,0.51
22,Current Income Taxes Payable,1.19,-,1.55,-,1.13,-,4.08,-,0.86,-,-,3.1,-,0.72,0.72
23,Current Unearned Revenue,0.18,0.18,0.08,0.07,0.35,0.32,0.3,0.29,0.29,-,-,0.46,-,0.81,0.81
24,Other Current Liabilities,68.99,67.14,48.41,41.42,47.12,79.64,48.91,64,301.46,-,-,52.48,-,18.75,18.75
25,Total Current Liabilities,929.26,620.27,549.37,443.36,767.91,463.06,361.28,495.9,744.62,-,-,575.09,-,489.25,489.25
26,Long-Term Debt,-,-,-,-,-,-,-,-,149.3,-,-,245.1,-,211.55,211.55
27,Long-Term Leases,34.4,-,-,0.98,6.65,12.27,17.94,23.58,0.37,-,-,3,-,0.97,0.97
28,Long-Term Unearned Revenue,1.98,2.13,11.63,2.45,2.61,2.76,2.92,3.08,3.24,-,-,3.71,-,4.02,4.02
29,Long-Term Deferred Tax Liabilities,11.46,11.38,2.29,11.84,12.35,12.47,12.46,12.54,-,-,-,-,-,-,-
30,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,28.82,-,-,-,-,-,-
31,Total Liabilities,977.1,633.78,563.29,458.62,789.51,490.56,394.6,535.1,926.34,-,-,826.9,-,705.79,705.79
32,Common Stock,169.07,169.07,169.07,169.07,169.07,169.07,169.07,169.07,169.07,-,-,126.8,-,126.8,126.8
33,Additional Paid-In Capital,1173,1173,1173,1173,1173,1173,1173,1173,-,-,-,311.72,-,311.72,311.72
34,Retained Earnings,259.68,276.9,272.05,273.87,291.73,295.73,322.65,325.43,326.42,-,-,255.1,-,188.06,188.06
35,Treasury Stock,-35.9,-35.9,-35.9,-,-,-,-,-,-,-,-,-,-,-,-
36,Comprehensive Income & Other,-,-,-,-,-,-,-,-,1173,-,-,-,-,-,-
37,Shareholders' Equity,1566,1583,1578,1616,1634,1638,1665,1667,1668,-,693.62,693.62,626.58,626.58,626.58
38,Total Liabilities & Equity,2543,2217,2141,2074,2423,2128,2059,2202,2595,-,-,1521,-,1332,1332
39,Total Debt,546.38,158.26,117.14,114.73,551.76,214.04,140.26,144.65,357.03,-,584.06,584.06,471.54,471.54,471.54
40,Net Cash (Debt),-95.08,125.58,131.06,163.73,85.57,166.23,262.2,291.98,675.88,-,-493.49,-493.49,-400.5,-400.5,-400.5
41,Net Cash Growth,-,-24.45%,-50.02%,-43.93%,-87.34%,-,-,-,-,-,-,-,-,-,-
42,Net Cash Per Share,-0.68,0.76,0.78,0.86,0.52,0.99,1.55,1.72,5.26,-,-3.89,-3.85,-3.11,-3.18,-3.18
43,Filing Date Shares Outstanding,165.79,165.79,165.79,169.07,169.07,169.07,169.07,169.07,169.07,126.84,126.79,126.8,128.6,126.8,126.8
44,Total Common Shares Outstanding,165.79,165.79,165.79,169.07,169.07,169.07,169.07,169.07,169.07,126.84,126.79,126.8,128.6,126.8,126.8
45,Working Capital,542.09,625.67,647.99,711.84,786.52,834.64,872.85,878.34,1115,-,-,247.56,-,235.25,235.25
46,Book Value Per Share,9.44,9.55,9.52,9.56,9.66,9.69,9.85,9.86,9.87,-,5.47,5.47,4.94,4.94,4.94
47,Tangible Book Value,1529,1546,1540,1578,1595,1599,1626,1628,1629,-,654.1,654.1,586.54,586.54,586.54
48,Tangible Book Value Per Share,9.22,9.32,9.29,9.33,9.44,9.46,9.62,9.63,9.64,-,5.16,5.16,4.63,4.63,4.63
49,Buildings,-,288.72,-,288.09,-,288.01,-,287.62,-,-,-,279.37,-,171.9,171.9
50,Machinery,-,672.76,-,666.08,-,613.34,-,529.15,-,-,-,494.22,-,321.13,321.13
51,Construction In Progress,-,222.19,-,161.82,-,121.96,-,180.65,-,-,-,67.85,-,240.23,240.23
