,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Operating Expenses,256.71,75.38,80.5,64.02,39.18,77.31,84.54,63.54,75.94,65.15,57.39,48.72,46.71,46.82,36.33,36.24,40.51,34.95,24.2,24.17
10,Operating Income,114.98,-0.87,19.2,-26.19,82.78,-20.84,9.37,-26.83,74.83,6.47,47.13,-24.65,45.73,14.65,34.87,-18.04,35.9,5.28,28.59,-11.89
11,Interest Expense,-1.88,-0.15,-,-0.44,-0.54,-0.02,-0.07,-0.1,-,-0.39,-0.15,-0.16,-0.25,-0.28,-0.15,-0.03,-0.14,-0.04,-,-0.15
12,Interest & Investment Income,0.54,0.47,0.55,0.91,0.81,1.39,1.01,0.84,1.51,2.55,1.33,1.84,1.82,1.47,0.58,0.54,0.48,0.37,0.68,0.39
13,Currency Exchange Gain (Loss),-,-0.13,0.13,-,-0.15,0.19,-0.19,-,0.06,-0.06,0.06,-,-0.08,0.03,-0.03,-,-0.06,0.03,-0.01,-0.02
14,Other Non Operating Income (Expenses),2.17,0.33,-0.3,-0.01,-2.08,0.13,1.4,0.06,-9.38,0.35,3.75,5.13,0.19,0.03,-0.17,-0.11,-21.96,19.87,0.7,-0.07
15,EBT Excluding Unusual Items,115.81,-0.35,19.58,-25.73,80.81,-19.14,11.52,-26.02,67.02,8.92,52.12,-17.84,47.41,15.88,35.11,-17.64,14.22,25.51,29.97,-11.74
16,Gain (Loss) on Sale of Investments,0.47,-0.03,-0.25,-0.19,-0.62,-2,-0.74,-0.27,-,-1.24,0.7,0.54,-,-,-,-,-,-,-0.1,0.19
17,Gain (Loss) on Sale of Assets,-,0.03,-0.03,-,-0.01,0.01,-0.01,-,-0.01,0.01,-0.01,-,-0.01,0,-0,-,-0.09,0.18,-0.09,-
18,Asset Writedown,2.08,-2.08,0.22,-0.22,2.26,-2.26,0.58,-0.58,0.11,-0.11,0.29,-0.29,0.97,-0.97,0.17,-0.17,0.05,-0.05,-,-
19,Other Unusual Items,-,-0.14,0.01,0.12,8.42,0.58,-0.58,-,13.78,0.14,-0.14,-,7.62,-0.97,0.97,-,26.98,0.17,-2.12,1.95
20,Pretax Income,118.36,-2.56,19.54,-26.02,90.87,-22.81,10.76,-26.88,80.9,7.71,52.97,-17.59,56,13.94,36.25,-17.8,41.15,25.82,27.67,-9.6
21,Income Tax Expense,13.6,-4.62,-0.42,-6.71,11.81,-7.63,-7.81,-7.12,9.55,-3.84,6.28,-4.05,5.83,0.86,4.11,-3.65,5.35,3.47,3.8,-2.01
22,Net Income,104.75,2.06,19.96,-19.3,79.06,-15.18,18.57,-19.75,71.35,11.56,46.68,-13.53,50.18,13.07,32.14,-14.16,35.79,22.35,23.87,-7.6
23,Net Income to Common,104.75,2.06,19.96,-19.3,79.06,-15.18,18.57,-19.75,71.35,11.56,46.68,-13.53,50.18,13.07,32.14,-14.16,35.79,22.35,23.87,-7.6
24,Net Income Growth,32.49%,-,7.49%,-,10.81%,-,-60.22%,-,42.20%,-11.62%,45.25%,-,40.18%,-41.51%,34.66%,-,-,-,-,-
25,Shares Outstanding (Basic),56,140,51,80,80,9,155,82,80,83,82,80,81,76,59,62,61,62,58,62
26,Shares Outstanding (Diluted),56,140,51,80,85,9,155,82,82,83,86,80,81,76,59,62,61,62,58,62
27,Shares Change (YoY),-33.31%,1533.90%,-66.90%,-2.29%,3.24%,-89.71%,80.49%,2.74%,1.06%,9.66%,44.27%,30.00%,32.89%,22.50%,2.51%,-1.37%,-,-,-,-
28,EPS (Basic),1.86,0.01,0.39,-0.24,0.99,-1.77,0.12,-0.24,0.90,0.14,0.57,-0.17,0.62,0.17,0.54,-0.23,0.59,0.36,0.41,-0.12
29,EPS (Diluted),1.86,0.01,0.39,-0.24,0.94,-1.77,0.12,-0.24,0.87,0.14,0.55,-0.17,0.62,0.17,0.54,-0.23,0.59,0.36,0.41,-0.12
30,EPS Growth,98.66%,-,224.71%,-,7.33%,-,-77.96%,-,40.70%,-19.40%,0.68%,-,5.49%,-52.25%,31.36%,-,-,-,-,-
31,Free Cash Flow,-,15.35,10.85,-43.42,-18.08,-35.27,-24.84,-44.85,-12.84,-19.8,0.73,-31.16,21.41,12.03,7.97,-20.13,30.3,-0.11,-0.81,-18.71
32,Free Cash Flow Per Share,-,0.11,0.21,-0.54,-0.21,-4.11,-0.16,-0.54,-0.16,-0.24,0.01,-0.39,0.26,0.16,0.13,-0.33,0.50,-0.00,-0.01,-0.30
33,Dividend Per Share,-,-,-,-,0.115,-,-,-,0.363,-,-,-,0.135,-,-,-,-,-,-,-
34,Dividend Growth,-,-,-,-,-68.32%,-,-,-,168.69%,-,-,-,-,-,-,-,-,-,-,-
35,Gross Margin,154.24%,60.68%,62.64%,62.24%,61.56%,60.15%,63.08%,64.22%,67.18%,63.25%,61.58%,60.74%,57.32%,66.39%,60.93%,68.98%,69.11%,65.60%,70.20%,73.46%
36,Operating Margin,47.71%,-0.70%,12.07%,-43.10%,41.78%,-22.19%,6.29%,-46.93%,33.35%,5.72%,27.76%,-62.18%,28.35%,15.82%,29.84%,-68.38%,32.47%,8.61%,38.02%,-71.11%
37,Profit Margin,43.47%,1.68%,12.54%,-31.76%,39.91%,-16.17%,12.47%,-34.56%,31.79%,10.20%,27.50%,-34.14%,31.11%,14.12%,27.51%,-53.66%,32.38%,36.45%,31.75%,-45.45%
38,Free Cash Flow Margin,-,12.50%,6.81%,-71.44%,-9.13%,-37.57%,-16.68%,-78.45%,-5.72%,-17.49%,0.43%,-78.60%,13.27%,12.99%,6.82%,-76.30%,27.41%,-0.17%,-1.08%,-111.95%
39,EBITDA,117.41,1.57,21.91,-23.76,85.21,-18.44,11.91,-24.43,77.23,8.64,49.47,-22.48,47.9,16.68,36.91,-16.09,37.79,7.1,30.41,-10.2
40,EBITDA Margin,48.72%,1.28%,13.77%,-39.09%,43.01%,-19.64%,8.00%,-42.73%,34.41%,7.63%,29.14%,-56.70%,29.70%,18.02%,31.58%,-61.01%,34.18%,11.58%,40.45%,-61.01%
41,D&A For EBITDA,2.43,2.43,2.71,2.43,2.43,2.4,2.54,2.4,2.4,2.17,2.34,2.17,2.17,2.03,2.03,1.94,1.9,1.82,1.82,1.69
42,EBIT,114.98,-0.87,19.2,-26.19,82.78,-20.84,9.37,-26.83,74.83,6.47,47.13,-24.65,45.73,14.65,34.87,-18.04,35.9,5.28,28.59,-11.89
43,EBIT Margin,47.71%,-0.70%,12.07%,-43.10%,41.78%,-22.19%,6.29%,-46.93%,33.35%,5.72%,27.76%,-62.18%,28.35%,15.82%,29.84%,-68.38%,32.47%,8.61%,38.02%,-71.11%
44,Effective Tax Rate,11.49%,-,-,-,12.99%,-,-,-,11.81%,-,11.86%,-,10.40%,6.19%,11.33%,-,13.01%,13.44%,13.73%,-
45,Revenue as Reported,-,122.8,159.17,60.78,198.1,93.9,148.88,57.17,224.42,113.23,169.74,39.64,161.28,92.59,116.85,26.38,110.55,61.32,75.19,16.72
46,Advertising Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.85
