,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
31,Long-Term Unearned Revenue,-,3.69,3.69,3.59,3.59,2.09,1.83,2.83,2.83,5.56,5.06,5.06,5.46,-,-,-,-,-,-,-
32,Long-Term Deferred Tax Liabilities,-,0.25,0.16,0.85,0.35,-,-,-,0.24,-,-,-,-,-,-,-,-,-,-,-
33,Total Liabilities,-,948.73,822.36,979.51,805.76,687.48,613.1,542.44,555.1,481.67,510.83,482.34,473.01,268.6,229.22,207.37,191.94,-,-,-
34,Common Stock,-,112,112,112,112,112,112,80,80,80,80,80,80,80,80,60,60,-,-,-
35,Additional Paid-In Capital,-,375.86,375.86,375.86,474.17,467.85,467.85,499.85,499.85,499.85,499.85,499.85,499.85,499.85,499.85,52.66,52.66,-,-,-
36,Retained Earnings,-,643.05,602.42,526.6,453.85,439.93,386.85,364.79,317.09,289.81,248.29,215.5,182.1,161.57,135.41,96.98,76.44,-,-,-
37,Total Common Equity,1131,1131,1090,1014,1040,1020,966.69,944.64,896.93,869.65,828.13,795.35,761.95,741.42,715.25,209.64,189.1,-,-,116.64
38,Minority Interest,-,-1.51,-11.67,-8.46,17.25,20.32,12.85,11.5,11.67,10.4,7.37,9.13,7.69,6.38,5.16,4.55,3.81,-,-,-
39,Shareholders' Equity,1129,1129,1079,1006,1057,1040,979.54,956.13,908.6,880.05,835.5,804.48,769.64,747.8,720.41,214.19,192.92,-,-,118.76
40,Total Liabilities & Equity,-,2078,1901,1986,1863,1728,1593,1499,1464,1362,1346,1287,1243,1016,949.63,421.56,384.86,-,-,-
41,Total Debt,499.93,499.93,475.2,596.06,446.65,357.92,344.73,291.78,257.55,279.18,288.05,229.12,206.71,72.72,51.56,25,23.5,-,-,12
42,Net Cash (Debt),194.3,194.3,59.22,153.12,274.28,271.45,221.74,240.34,364.48,312.92,385.03,406.51,441.14,198.56,559.63,80.62,85.81,-,-,64.49
43,Net Cash Growth,-29.16%,-28.42%,-73.29%,-36.29%,-24.75%,-13.25%,-42.41%,-40.88%,-17.38%,57.59%,-31.20%,404.20%,414.12%,-,-,25.02%,-,-,-,-
44,Net Cash Per Share,1.75,1.71,0.53,1.37,2.44,2.45,1.96,2.16,3.29,2.79,3.42,3.65,3.15,2.38,6.67,0.95,1.03,-,-,0.77
45,Filing Date Shares Outstanding,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,84,84,83.69,84.89,83.31
46,Total Common Shares Outstanding,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,84,84,83.69,84.89,83.31
47,Working Capital,-,741.15,708.51,662.47,595.93,609.34,560.12,538.51,521.77,537.94,533.49,524.41,523.96,549,580.88,92.53,70.94,-,-,-
48,Book Value Per Share,10.10,10.10,9.73,9.06,9.29,9.11,8.63,8.43,8.01,7.76,7.39,7.10,6.80,6.62,6.39,2.50,2.25,-,-,1.39
49,Tangible Book Value,1100,1100,1059,983.17,1009,988.12,936.94,914.6,866.68,839.12,796.09,763.25,732.57,711.87,685.46,179.65,159.01,-,-,92.07
50,Tangible Book Value Per Share,9.82,9.82,9.46,8.78,9.01,8.82,8.37,8.17,7.74,7.49,7.11,6.81,6.54,6.36,6.12,2.14,1.89,-,-,1.10
51,Machinery,-,-,248.43,-,232.62,-,208.86,-,195.9,-,168.12,-,124.14,-,110.82,101.67,101.1,-,-,-
52,Construction In Progress,-,-,-,-,-,-,-,-,-,-,-,-,3.4,-,-,-,-,-,-,-
