,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
14,EBT Excluding Unusual Items,33.99,5.93,30.62,-9.26,19.8,-1.31,16.18,-1.64,16.64,2.96,2.35,-14.66,12.73,47.33,10.48
15,Gain (Loss) on Sale of Investments,1.2,1.38,1.8,0.47,0.93,0.29,0.55,0.38,-,-,-,-,-,-,-
16,Gain (Loss) on Sale of Assets,-0.05,0.08,0,-0.12,-0.01,-0.91,-0.34,0.05,-0.02,-,0.2,0.02,0.08,0.06,0.02
17,Asset Writedown,-3.35,1.31,-1.31,7.78,-7.78,1.59,-1.59,9.4,-9.4,9.68,-9.68,-0.46,0.46,-0.08,0.08
18,Other Unusual Items,-3.04,3.36,0.14,0.19,-,-,-,-0.03,0.1,-0.1,-,28.33,0,-0,-
19,Pretax Income,28.75,12.06,31.25,-0.93,12.93,-0.33,14.79,8.16,7.32,12.53,-7.13,13.23,13.27,47.3,10.58
20,Income Tax Expense,2.71,-0.12,2.47,-2.49,0.12,-1.25,1.82,-0.06,0.31,-0.04,-0.82,0.92,1.74,8.16,1.39
21,Net Income,26.05,12.18,28.78,1.56,12.82,0.92,12.98,8.22,7.01,12.58,-6.31,12.32,11.53,39.14,9.19
22,Net Income to Common,26.05,12.18,28.78,1.56,12.82,0.92,12.98,8.22,7.01,12.58,-6.31,12.32,11.53,39.14,9.19
23,Net Income Growth,103.23%,1227.95%,121.82%,-81.05%,82.85%,-92.71%,-,-33.27%,-39.20%,-67.87%,-,-,-,-,-
24,Shares Outstanding (Basic),133,133,133,133,133,133,133,134,133,133,133,100,100,100,100
25,Shares Outstanding (Diluted),133,133,133,133,133,133,133,134,133,133,133,100,100,100,100
26,Shares Change (YoY),-0.01%,0.04%,-0.03%,-0.15%,0.14%,-0.03%,-0.01%,33.45%,33.22%,33.31%,33.40%,-,-,-,-
27,EPS (Basic),0.20,0.09,0.22,0.01,0.10,0.01,0.10,0.06,0.05,0.09,-0.05,0.12,0.12,0.39,0.09
28,EPS (Diluted),0.20,0.09,0.22,0.01,0.10,0.01,0.10,0.06,0.05,0.09,-0.05,0.12,0.12,0.39,0.09
29,EPS Growth,103.25%,1227.45%,121.89%,-81.02%,82.60%,-92.71%,-,-50.00%,-54.36%,-75.90%,-,-,-,-,-
30,Free Cash Flow,67.85,16.96,-34.55,-16.44,68.58,16.46,-105.55,-63.69,-18.38,-66.89,-4.22,-28.51,-7.81,-41.86,46.73
31,Free Cash Flow Per Share,0.51,0.13,-0.26,-0.12,0.51,0.12,-0.79,-0.48,-0.14,-0.50,-0.03,-0.29,-0.08,-0.42,0.47
32,Dividend Per Share,-,-,-,0.070,-,-,-,0.070,-,-,-,0.080,-,-,-
33,Dividend Growth,-,-,-,0%,-,-,-,-12.50%,-,-,-,-,-,-,-
34,Gross Margin,21.66%,25.22%,15.37%,7.79%,14.42%,16.74%,26.40%,14.83%,31.47%,10.31%,7.05%,14.14%,18.54%,28.41%,21.44%
35,Operating Margin,15.10%,1.12%,7.46%,-5.17%,4.80%,-1.74%,9.33%,-3.12%,11.75%,-0.78%,-3.78%,-4.34%,7.22%,21.92%,9.84%
36,Profit Margin,10.22%,4.50%,7.69%,0.85%,3.75%,0.29%,9.95%,2.93%,7.32%,5.69%,-6.02%,3.75%,7.27%,17.78%,8.80%
37,Free Cash Flow Margin,26.63%,6.27%,-9.23%,-8.95%,20.06%,5.16%,-80.97%,-22.68%,-19.20%,-30.25%,-4.03%,-8.69%,-4.93%,-19.01%,44.78%
38,EBITDA,42.07,6.83,31.53,-5.91,19.49,-2.38,15.26,-5.65,14.59,1.38,-0.62,-10.9,14.8,51.39,13.63
39,EBITDA Margin,16.51%,2.52%,8.42%,-3.22%,5.70%,-0.75%,11.71%,-2.01%,15.24%,0.63%,-0.59%,-3.32%,9.33%,23.34%,13.06%
40,D&A For EBITDA,3.59,3.79,3.59,3.59,3.1,3.16,3.1,3.1,3.34,3.12,3.34,3.34,3.35,3.13,3.35
41,EBIT,38.48,3.03,27.93,-9.5,16.39,-5.54,12.16,-8.75,11.24,-1.73,-3.96,-14.24,11.44,48.25,10.27
42,EBIT Margin,15.10%,1.12%,7.46%,-5.17%,4.80%,-1.74%,9.33%,-3.12%,11.74%,-0.78%,-3.78%,-4.34%,7.22%,21.92%,9.84%
43,Effective Tax Rate,9.41%,-,7.91%,-,0.90%,-,12.29%,-,4.26%,-,-,6.92%,13.11%,17.26%,13.17%
44,Revenue as Reported,254.79,270.51,374.37,183.67,341.8,319.05,130.36,280.8,95.74,221.08,104.78,328.08,158.52,220.16,104.36
