,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
33,Comprehensive Income & Other,-3.82,-4.69,-3.34,-2.75,-2.8,-1.98,-,-2.17,-,-2.34,-2.34,-1.65,-1.65,-1.88,-1.88
34,Total Common Equity,2044,2009,2004,1999,1964,1918,908.12,908.12,-,843.33,843.33,804.21,804.21,722.97,722.97
35,Minority Interest,17.69,17.51,17.04,17.05,16.84,16.3,-,-,-,-,-,-,-,-,-
36,Shareholders' Equity,2061,2027,2021,2016,1980,1935,908.12,908.12,-,843.33,843.33,804.21,804.21,722.97,722.97
37,Total Liabilities & Equity,2216,2177,2140,2180,2115,2063,-,1024,-,958.11,958.11,941.71,941.71,851.14,851.14
38,Total Debt,21.86,23.15,27.53,28.33,12.37,17.14,9.1,9.1,-,10.42,10.42,11.52,11.52,12.92,12.92
39,Net Cash (Debt),879.79,462.86,467,508.9,1487,1437,498.7,498.7,-,405.93,405.93,374.56,374.56,269.67,269.67
40,Net Cash Growth,-40.84%,-67.80%,-6.36%,2.04%,-,254.11%,22.86%,33.15%,-,50.53%,50.53%,-,-,-,-
41,Net Cash Per Share,8.52,4.08,4.50,4.85,14.25,16.32,6.35,6.44,-,5.19,5.19,4.76,4.76,3.43,3.43
42,Filing Date Shares Outstanding,103.55,103.82,103.85,103.85,104.92,104.92,78.52,78.69,79.99,78.69,78.69,78.69,78.69,78.69,78.69
43,Total Common Shares Outstanding,103.55,103.82,103.85,104.92,104.92,104.92,78.52,78.69,79.99,78.69,78.69,78.69,78.69,78.69,78.69
44,Working Capital,1128,715.64,698,724.19,1714,1667,-,656.23,-,602.49,602.49,560,560,484.89,484.89
45,Book Value Per Share,19.74,19.35,19.30,19.05,18.71,18.28,11.54,11.54,-,10.72,10.72,10.22,10.22,9.19,9.19
46,Tangible Book Value,1982,1948,1942,1937,1900,1854,851.51,851.51,-,785.89,785.89,745.93,745.93,671.2,671.2
47,Tangible Book Value Per Share,19.14,18.76,18.70,18.46,18.11,17.67,10.82,10.82,-,9.99,9.99,9.48,9.48,8.53,8.53
48,Buildings,-,137.35,-,137.35,-,137.35,-,137.36,-,136.81,136.81,136.61,136.61,136.61,136.61
49,Machinery,-,179.61,-,169.5,-,155.89,-,145.12,-,134.77,134.77,130.27,130.27,121.21,121.21
50,Construction In Progress,-,126.66,-,42.67,-,20.44,-,10.7,-,4.31,4.31,3.27,3.27,6.56,6.56
