,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
14,Other Intangible Assets,112.14,112.88,113.62,114.33,115.05,115.8,116.27,117,118.26,88.78,89.26,89.79,90.35,82.73,83.24,83.75,-,-,85.18
15,Long-Term Deferred Tax Assets,16.49,15.4,17.63,17.5,23.26,20.65,21.69,24.65,10.31,10.29,10.21,10.27,8,8.97,10.22,10.62,-,-,7.74
16,Long-Term Deferred Charges,1.73,2.04,2.51,2.92,0.92,1.04,0.87,1.58,-,-,-,-,-,-,-,-,-,-,-
17,Other Long-Term Assets,20.59,22.3,30.81,33.83,51.79,22.83,42.04,40.52,61.77,66.86,24.84,23.64,17.44,6.88,35.22,5.05,-,-,12.14
18,Total Assets,2550,2770,2845,2537,2294,1970,1818,1614,1579,1542,1472,1463,1481,1690,939.06,998.76,-,-,799.98
19,Accounts Payable,453.18,528.86,770.56,529.01,399.07,294.72,140.37,209.76,137.89,136.77,74.07,108.58,51.84,135.77,157.87,196.99,-,-,162.11
20,Accrued Expenses,9.9,26.82,15.14,19.44,13.89,20.92,8.47,14.42,5.68,8.95,7.32,9.54,6.53,9.6,8.25,16.98,-,-,31.47
21,Short-Term Debt,285.26,270.66,185.08,85.08,112,107,100,100.14,100,85.12,85,-,85.09,195.23,195.26,236.98,-,-,247.13
22,Current Portion of Long-Term Debt,56.63,55.12,56.99,55.84,1.74,-,4.49,0.1,-,-,-,-,-,-,-,-,-,-,-
23,Current Portion of Leases,-,1.79,-,5.55,-,3.03,-,6.28,9.8,6.22,10.41,10.41,-,-,-,-,-,-,-
24,Current Income Taxes Payable,11.94,9.32,27.91,24.27,12.81,-,0.45,0,2.57,-,0.71,-,-1.36,1.1,6.81,8.99,-,-,4.09
25,Current Unearned Revenue,64.65,80.62,142.96,179.44,190.49,31.17,19.27,19.72,14.72,9.95,2.5,3.01,5.24,3.06,2.69,1.14,-,-,1.94
26,Other Current Liabilities,2.6,2.17,18.53,26.71,3.08,2.61,2.89,5.9,2.66,18.72,3.02,3.11,2.1,0.85,2.35,1.65,-,-,37.01
27,Total Current Liabilities,884.16,975.36,1217,925.33,733.08,459.45,275.94,356.32,273.32,265.73,183.03,134.65,149.45,345.61,373.22,462.72,-,-,483.75
28,Long-Term Debt,328.47,488.79,308.63,307.89,353.94,348.65,348.61,48,48.09,-,-,-,-,-,-,-,-,-,-
29,Long-Term Leases,11.34,11.34,8.96,11.34,4.88,5.38,3.81,5.4,7.09,6.79,7.25,10.24,-,-,-,-,-,-,-
30,Long-Term Unearned Revenue,0.38,-,0.38,0.38,-,0.38,0.38,0.38,-,-,-,-,-,-,-,-,-,-,-
31,Long-Term Deferred Tax Liabilities,3.76,5,3.11,5.3,1.19,1.19,1.3,3.67,-,-,-,-,-,-,-,0,-,-,-
32,Other Long-Term Liabilities,102.06,46.48,50.13,46.04,13.99,15.94,12.46,17.94,27.67,32.67,32.61,32.61,31.08,35.3,42.46,40.65,-,-,24.85
33,Total Liabilities,1330,1527,1588,1296,1107,830.98,642.5,431.7,356.17,305.19,222.88,177.5,180.53,380.92,415.69,503.37,-,-,508.6
34,Common Stock,186.51,186.51,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,100,100,-,-,100
35,Additional Paid-In Capital,763.32,763.32,816.5,816.5,816.42,814.43,816.42,814.43,816.42,816.42,826.35,826.35,831.07,831.07,82.33,82.33,-,-,82.33
36,Retained Earnings,276.96,295.51,304.21,282.78,233.42,183.73,218.95,226.53,266.36,280.72,289.37,294.1,304.36,303.17,299.85,274.78,-,-,79.22
37,Treasury Stock,-14.9,-10.69,-5.34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
38,Total Common Equity,1212,1235,1249,1233,1183,1131,1169,1174,1216,1230,1249,1254,1269,1268,482.18,457.11,-,-,261.55
39,Minority Interest,8.1,8.15,8.19,8.23,4,7.98,6.4,8.41,6.52,6.56,-,31.64,32.01,41.04,41.2,38.27,-,-,29.82
40,Shareholders' Equity,1220,1243,1257,1241,1187,1139,1175,1183,1223,1237,1249,1285,1301,1309,523.38,495.38,-,-,291.37
41,Total Liabilities & Equity,2550,2770,2845,2537,2294,1970,1818,1614,1579,1542,1472,1463,1481,1690,939.06,998.76,-,-,799.98
42,Total Debt,681.7,827.69,559.66,465.69,472.56,464.06,456.91,159.93,164.98,98.12,102.66,20.65,85.09,195.23,195.26,236.98,-,-,247.13
43,Net Cash (Debt),-573.6,-640.03,-426.52,-128.48,-241.24,-321.04,-297.46,9.31,206.7,503.11,463.64,521.03,502.3,600.45,-178.32,-84.01,-,-,-192.26
44,Net Cash Growth,-,-,-,-,-,-,-,-98.21%,-58.85%,-16.21%,-,-,-,-,-,-,-,-,-
45,Net Cash Per Share,-3.08,-3.43,-2.29,-0.68,-1.29,-1.72,-1.59,0.05,1.11,2.72,2.46,2.92,2.69,3.49,-1.28,-0.60,-,-,-1.37
46,Filing Date Shares Outstanding,185.92,186.13,186.5,186.67,186.67,186.67,186.67,186.67,186.67,186.67,186.67,186.67,186.67,186.67,186.67,140,140.02,139.68,140
47,Total Common Shares Outstanding,185.92,186.13,186.5,186.67,186.67,186.67,186.67,186.67,186.67,186.67,186.67,186.67,186.67,186.67,140,140,140.02,139.68,140
48,Working Capital,493.82,617.67,371.33,395.91,519.53,514.53,522.51,241.98,562.34,709.93,760.88,844.22,962.58,1027,259.7,260.89,-,-,83.39
49,Book Value Per Share,6.52,6.63,6.70,6.60,6.34,6.06,6.26,6.29,6.51,6.59,6.69,6.72,6.80,6.79,3.44,3.27,-,-,1.87
50,Tangible Book Value,1100,1122,1135,1118,1068,1016,1052,1057,1098,1142,1160,1164,1178,1185,398.94,373.36,-,-,162.95
51,Tangible Book Value Per Share,5.92,6.03,6.09,5.99,5.72,5.44,5.64,5.66,5.88,6.12,6.21,6.24,6.31,6.35,2.85,2.67,-,-,1.16
52,Buildings,-,528.08,-,516.75,-,237.8,-,42.01,-,41.36,-,41.36,-,41.36,-,39.25,-,-,38.78
53,Machinery,-,536.8,-,418.94,-,380.6,-,145.25,-,144.38,-,141.01,-,137.4,-,131.88,-,-,96.23
54,Construction In Progress,-,38.47,-,160.67,-,238.35,-,643.61,-,198.78,-,197.3,-,88.94,-,45.8,-,-,10.68
