,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
18,Gain (Loss) on Sale of Assets,-,0.42,-0.38,0.38,0.01,-,-,0.97,-0.72,-0.02,-,-0.06,-,-0,-0.26,0.09,-,-,-
19,Asset Writedown,-12.2,-2.49,2.7,5.18,-5.18,1.89,-1.89,1.53,-2.83,-,-,2.45,-2.48,0.06,-0.06,22.8,-22.96,2.11,-2.11
20,Other Unusual Items,-5.29,7.99,-,8.93,-,-,-,14.11,-,-,-,6.24,-,-,-,2.93,-,-,-
21,Pretax Income,-13.35,58.89,23.08,77.86,52.55,-5.18,-34.74,-50.6,-14.83,6.66,-4.16,-19.11,1.67,5.85,34.19,63.19,68.87,111.11,36.59
22,Income Tax Expense,5.25,14.44,1.7,33.74,-2.59,2.47,0.86,-10.67,-0.44,0.1,-0.12,-6.43,1.29,2.68,4.39,9.47,11.15,20.07,5.43
23,Earnings From Continuing Operations,-18.6,44.44,21.38,44.12,55.15,-7.64,-35.6,-39.93,-14.39,6.56,-4.03,-12.67,0.38,3.16,29.81,53.72,57.73,91.05,31.16
24,Minority Interest in Earnings,0.04,0.04,0.04,-0.18,-0.04,0.43,0,0.1,0.04,0.09,-,0.61,0.81,0.15,-2.92,-3.28,-1.16,-4.01,-0.1
25,Net Income,-18.56,44.49,21.43,43.94,55.11,-7.21,-35.6,-39.83,-14.35,6.65,-4.03,-12.07,1.18,3.32,26.88,50.44,56.57,87.03,31.06
26,Net Income to Common,-18.56,44.49,21.43,43.94,55.11,-7.21,-35.6,-39.83,-14.35,6.65,-4.03,-12.07,1.18,3.32,26.88,50.44,56.57,87.03,31.06
27,Net Income Growth,-,-,-,-,-,-,-,-,-,100.40%,-,-,-97.91%,-96.19%,-13.45%,-,-,-,-
28,Shares Outstanding (Basic),187,187,186,190,187,186,187,181,186,185,189,178,187,172,139,140,140,140,140
29,Shares Outstanding (Diluted),187,187,186,190,187,186,187,181,186,185,189,178,187,172,139,140,140,140,140
30,Shares Change (YoY),-0.22%,0.08%,-0.09%,5.17%,0.43%,0.68%,-0.98%,1.37%,-0.31%,7.73%,35.26%,26.99%,33.35%,23.02%,-0.67%,-,-,-,-
31,EPS (Basic),-0.10,0.24,0.11,0.23,0.29,-0.04,-0.19,-0.22,-0.08,0.04,-0.02,-0.07,0.01,0.02,0.19,0.36,0.40,0.62,0.22
32,EPS (Diluted),-0.10,0.24,0.11,0.23,0.29,-0.04,-0.19,-0.22,-0.08,0.04,-0.02,-0.07,0.01,0.02,0.19,0.36,0.40,0.62,0.22
33,EPS Growth,-,-,-,-,-,-,-,-,-,86.03%,-,-,-98.43%,-96.90%,-12.87%,-,-,-,-
34,Free Cash Flow,109.22,-168.22,-296.74,117.04,97.78,-17.55,-291.17,-214.66,-253.97,26.38,32.59,69.67,-73.02,-10.24,-94.27,161.29,-15.05,-12.49,-137.1
35,Free Cash Flow Per Share,0.59,-0.90,-1.59,0.62,0.52,-0.09,-1.56,-1.19,-1.36,0.14,0.17,0.39,-0.39,-0.06,-0.68,1.15,-0.11,-0.09,-0.98
36,Dividend Per Share,-,-,-,0.286,-,-,-,-,-,-,-,0.086,-,-,-,-,-,-,-
37,Gross Margin,35.40%,25.30%,17.54%,22.37%,18.43%,9.53%,-2.68%,-139.69%,10.74%,19.46%,7.31%,-33.99%,21.88%,10.91%,37.03%,27.02%,44.23%,33.77%,36.55%
38,Operating Margin,10.47%,15.58%,5.64%,11.16%,12.10%,1.39%,-15.43%,-233.79%,-45.66%,10.04%,-17.74%,-84.19%,0.83%,3.30%,20.87%,19.21%,28.19%,26.48%,20.83%
39,Profit Margin,-11.49%,11.64%,5.05%,6.93%,9.69%,-2.02%,-16.47%,-140.41%,-47.32%,10.86%,-8.78%,-33.06%,2.29%,2.58%,15.18%,16.27%,18.59%,17.53%,14.88%
40,Free Cash Flow Margin,67.59%,-44.00%,-69.97%,18.45%,17.19%,-4.91%,-134.74%,-756.73%,-837.38%,43.08%,70.97%,190.86%,-141.61%,-7.97%,-53.23%,52.01%,-4.94%,-2.52%,-65.68%
41,EBITDA,30.4,84.23,37.43,84.29,73.99,13.82,-28.19,-61.17,-8.69,9.13,-2.99,-25.58,4.69,9.01,41.23,63.83,88.94,135.49,47.34
42,EBITDA Margin,18.81%,22.03%,8.82%,13.29%,13.01%,3.86%,-13.04%,-215.63%,-28.66%,14.92%,-6.51%,-70.06%,9.10%,7.01%,23.28%,20.58%,29.22%,27.29%,22.68%
43,D&A For EBITDA,13.49,24.67,13.49,13.49,5.15,8.84,5.15,5.15,5.16,2.99,5.16,5.16,4.27,4.77,4.27,4.27,3.16,4.01,3.85
44,EBIT,16.91,59.56,23.94,70.8,68.84,4.98,-33.34,-66.32,-13.85,6.15,-8.15,-30.73,0.43,4.24,36.96,59.56,85.78,131.48,43.48
45,EBIT Margin,10.47%,15.58%,5.64%,11.16%,12.10%,1.39%,-15.43%,-233.79%,-45.66%,10.04%,-17.74%,-84.19%,0.83%,3.30%,20.87%,19.21%,28.19%,26.48%,20.83%
46,Effective Tax Rate,-,24.52%,7.35%,43.34%,-,-,-,-,-,1.57%,-,-,77.45%,45.89%,12.83%,14.99%,16.18%,18.06%,14.83%
47,Revenue as Reported,161.58,382.32,424.13,634.32,568.73,357.63,216.09,28.37,30.33,61.22,45.92,36.51,51.56,128.5,177.08,310.09,304.33,705.28,-
