,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
13,Currency Exchange Gain (Loss),-,3.01,-3.01,-,120.98,-196.33,196.33,-,3.41,-1.43,1.43,-,-2.72,1.86,-1.86,-,-12.48,-0.63,0.63,-
14,Other Non Operating Income (Expenses),24.82,-15.46,-9.32,-1.8,-169.6,156.22,-4.28,1.81,-7.45,5.16,-2.84,-2.47,-4.67,-2.06,0.79,-3.94,5.48,-5.96,-2.31,0.77
15,EBT Excluding Unusual Items,406.09,264.65,386.77,157.65,336.51,240.59,440.53,113.59,277.59,198.6,268.1,70.21,227.52,138.82,176.98,43.09,130.44,116.79,185.61,-34.57
16,Impairment of Goodwill,-,0.35,-0.35,-,-0.36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17,Gain (Loss) on Sale of Investments,-,-,-,-,0,-0,-0.15,0.08,-0.18,0.21,-,-,-,-,-,-,-,-,-,-
18,Gain (Loss) on Sale of Assets,0.54,0.61,-1.18,0.03,0.18,0.74,-0.73,0.2,0.04,-0.06,0.09,0.17,-0.1,0.15,0.08,0.13,-0.04,1.4,-0.79,-0.78
19,Asset Writedown,47,-47,5.62,-5.62,41.35,-43.25,12.39,-12.39,6.94,-7.31,1.15,-1.8,7.78,-8,2.89,-3.48,1.62,-3.3,3.87,-3.87
20,Other Unusual Items,-,-15.44,15.44,-,53.49,-1.39,1.39,-,56.66,-6.91,6.91,-,47.72,-0.7,0.7,-,68.77,-1.06,1.06,-
21,Pretax Income,453.62,203.17,406.31,152.06,431.18,196.69,453.43,101.47,341.06,184.52,276.24,68.59,282.91,130.27,180.65,39.73,200.78,113.83,189.75,-39.22
22,Income Tax Expense,51.39,-0.72,26.78,7.77,13.09,11.63,29.73,5.3,13.94,24.27,17.23,7.64,27.44,7.3,5.54,4.13,17.13,8.11,12.88,-2.72
23,Earnings From Continuing Operations,402.23,203.89,379.53,144.29,418.09,185.06,423.69,96.17,327.12,160.24,259.01,60.95,255.47,122.97,175.11,35.6,183.65,105.71,176.87,-36.5
24,Minority Interest in Earnings,10.99,-3.8,-8.33,1.14,-9.73,-2.36,-5.38,-3.77,-3.59,0.62,-5.35,-1.06,-6.84,-1.35,1.27,-0.57,-2.1,-2.32,-2.09,0.05
25,Net Income,413.23,200.09,371.2,145.43,408.36,182.7,418.32,92.4,323.52,160.86,253.66,59.89,248.63,121.62,176.38,35.03,181.54,103.39,174.77,-36.45
26,Net Income to Common,413.23,200.09,371.2,145.43,408.36,182.7,418.32,92.4,323.52,160.86,253.66,59.89,248.63,121.62,176.38,35.03,181.54,103.39,174.77,-36.45
27,Net Income Growth,1.19%,9.52%,-11.26%,57.39%,26.22%,13.58%,64.91%,54.29%,30.12%,32.26%,43.82%,70.94%,36.95%,17.63%,0.92%,-,-,-,-,-
28,Shares Outstanding (Basic),798,773,782,808,749,787,814,711,719,731,702,723,697,737,700,725,672,618,634,660
29,Shares Outstanding (Diluted),798,773,782,808,770,787,814,711,739,731,735,723,713,737,734,725,700,618,634,660
30,Shares Change (YoY),3.55%,-1.74%,-3.94%,13.67%,4.32%,7.61%,10.70%,-1.73%,3.53%,-0.72%,0.12%,-0.28%,1.97%,19.21%,15.86%,9.85%,-,-,-,-
31,EPS (Basic),0.52,0.26,0.47,0.18,0.55,0.23,0.51,0.13,0.45,0.22,0.36,0.08,0.36,0.17,0.25,0.05,0.27,0.17,0.28,-0.06
32,EPS (Diluted),0.52,0.26,0.47,0.18,0.53,0.23,0.51,0.13,0.44,0.22,0.35,0.08,0.35,0.17,0.24,0.05,0.26,0.17,0.28,-0.06
33,EPS Growth,-2.28%,11.46%,-7.62%,38.46%,21.00%,5.54%,48.97%,57.00%,25.69%,33.22%,43.64%,71.43%,34.31%,-1.32%,-12.89%,-,-,-,-,-
34,Free Cash Flow,-,39.93,235.71,-704.98,907.2,208.85,-288.64,-761.88,835.66,-9.59,-146.78,-476.04,282.37,119.07,37.44,-416.74,384.29,137.78,216.61,-99.86
35,Free Cash Flow Per Share,-,0.05,0.30,-0.87,1.18,0.27,-0.35,-1.07,1.13,-0.01,-0.20,-0.66,0.40,0.16,0.05,-0.57,0.55,0.22,0.34,-0.15
36,Dividend Per Share,-,-,-,-,0.700,-,-,-,0.517,-,-,-,0.248,-,-,-,0.178,-,-,-
37,Dividend Growth,-,-,-,-,35.34%,-,-,-,108.30%,-,-,-,39.26%,-,-,-,-,-,-,-
38,Gross Margin,241.16%,32.39%,34.49%,31.03%,33.04%,33.80%,31.40%,33.33%,34.28%,35.23%,35.24%,39.14%,38.73%,38.67%,41.33%,36.55%,40.80%,45.15%,48.46%,44.14%
39,Operating Margin,19.07%,10.89%,12.97%,5.12%,8.72%,10.69%,8.51%,6.09%,11.44%,10.29%,14.10%,6.05%,12.71%,9.75%,13.50%,4.37%,11.21%,12.80%,19.16%,-14.09%
40,Profit Margin,13.71%,9.60%,14.77%,8.37%,13.89%,8.96%,19.05%,6.39%,13.50%,10.31%,15.05%,6.10%,15.57%,11.16%,15.98%,4.80%,16.66%,12.06%,19.09%,-12.31%
41,Free Cash Flow Margin,-,1.92%,9.38%,-40.55%,30.85%,10.25%,-13.15%,-52.70%,34.86%,-0.61%,-8.71%,-48.50%,17.68%,10.93%,3.39%,-57.14%,35.26%,16.07%,23.66%,-33.72%
42,EBITDA,590.77,242.9,344.56,105.03,272.49,232.2,204.66,102.5,288.71,170.78,250.4,69.62,213.25,115.07,159.28,40.7,130.94,117.17,183.93,-34.28
43,EBITDA Margin,19.60%,11.65%,13.71%,6.04%,9.27%,11.39%,9.32%,7.09%,12.04%,10.95%,14.86%,7.09%,13.35%,10.56%,14.43%,5.58%,12.02%,13.67%,20.09%,-11.57%
44,D&A For EBITDA,15.94,15.94,18.53,15.94,15.94,14.39,17.74,14.39,14.39,10.22,12.78,10.22,10.22,8.82,10.32,8.82,8.82,7.46,8.52,7.46
45,EBIT,574.83,226.96,326.03,89.09,256.55,217.82,186.92,88.11,274.33,160.56,237.62,59.4,203.03,106.25,148.96,31.88,122.12,109.72,175.41,-41.73
46,EBIT Margin,19.07%,10.89%,12.97%,5.12%,8.72%,10.69%,8.51%,6.09%,11.44%,10.29%,14.10%,6.05%,12.71%,9.75%,13.50%,4.37%,11.21%,12.80%,19.16%,-14.09%
47,Effective Tax Rate,11.33%,-,6.59%,5.11%,3.04%,5.91%,6.56%,5.23%,4.09%,13.15%,6.24%,11.14%,9.70%,5.61%,3.07%,10.40%,8.53%,7.13%,6.79%,-
48,Revenue as Reported,-,2085,2514,1738,2941,2038,2195,1446,2397,1560,1685,981.49,1597,1090,1104,729.39,1090,857.25,915.51,296.18
