,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
31,Free Cash Flow Per Share,-,-0.01,0.08,-0.31,0.51,0.25,0.05,-0.49,0.44,-1.54,2.30,-1.76,1.37,-1.06,-,-,0.05,0.05,0.01,0.01
32,Dividend Per Share,-,-,-,-,0.300,-,-,-,0.169,-,-,-,-,-,-,-,-,-,-,-
33,Dividend Growth,-,-,-,-,77.51%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
34,Gross Margin,171.37%,51.27%,51.12%,52.93%,37.06%,53.39%,52.59%,53.49%,43.31%,52.97%,47.78%,52.97%,40.63%,-83.67%,100.00%,100.00%,43.94%,43.94%,37.70%,37.70%
35,Operating Margin,34.65%,24.64%,22.07%,23.32%,9.83%,25.60%,21.07%,18.80%,14.61%,17.08%,9.03%,16.12%,17.54%,-32.11%,38.48%,38.48%,18.19%,18.19%,12.49%,12.49%
36,Profit Margin,12.03%,29.61%,34.93%,29.44%,12.30%,32.69%,39.66%,30.82%,18.69%,26.46%,36.47%,27.03%,21.02%,42.56%,37.28%,37.28%,36.32%,36.32%,37.45%,37.45%
37,Free Cash Flow Margin,-,-2.49%,19.11%,-82.93%,71.38%,57.80%,14.87%,-150.14%,75.98%,-370.88%,768.78%,-533.93%,200.09%,-371.71%,-58.81%,-58.81%,11.93%,11.93%,5.66%,5.66%
38,EBITDA,130.86,56.33,47.61,41.37,34.15,47.53,33.44,28,37.27,28.77,13.63,22.5,45.87,-30.14,50.92,50.92,28.95,28.95,11.77,11.77
39,EBITDA Margin,36.22%,27.41%,27.16%,27.04%,11.79%,27.29%,23.14%,21.00%,15.86%,19.92%,13.16%,19.72%,19.26%,-30.54%,39.69%,39.69%,19.41%,19.41%,14.01%,14.01%
40,D&A For EBITDA,5.69,5.69,8.93,5.69,5.69,2.94,2.99,2.94,2.94,4.1,4.28,4.1,4.1,1.55,1.55,1.55,1.82,1.82,1.28,1.28
41,EBIT,125.17,50.64,38.68,35.67,28.46,44.6,30.45,25.06,34.34,24.66,9.35,18.4,41.77,-31.68,49.37,49.37,27.13,27.13,10.5,10.5
42,EBIT Margin,34.65%,24.64%,22.07%,23.32%,9.83%,25.60%,21.07%,18.80%,14.61%,17.08%,9.03%,16.12%,17.54%,-32.11%,38.48%,38.48%,18.19%,18.19%,12.49%,12.49%
43,Effective Tax Rate,36.14%,14.54%,10.32%,15.33%,3.40%,16.33%,11.22%,14.22%,14.50%,11.29%,11.40%,14.70%,12.60%,15.95%,13.23%,13.23%,7.70%,7.70%,23.83%,23.83%
44,Revenue as Reported,-,205.49,175.3,152.99,289.62,174.2,144.49,133.3,235.03,144.42,103.59,114.09,238.16,355.3,-,-,149.12,149.12,84.06,84.06
