,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Other Current Assets,-,26.32,12.7,18.86,13.53,9.93,13.7,20.57,18.58,19.22,-,-,15.09,-,-,-,26.1,26.1,36.78,36.78
10,Total Current Assets,-,3177,3477,3813,3756,3905,3763,3806,4074,4733,-,-,3914,-,-,-,3931,3931,4032,4032
11,"Property, Plant & Equipment",-,368.62,352.54,357.57,359.88,361.1,263.03,262.46,266.95,265.09,-,-,274.65,-,-,-,258.96,258.96,61.2,61.2
12,Long-Term Investments,-,80,1653,80,1332,20,929.6,20,775.43,20,-,-,10,-,-,-,-,-,-,-
13,Goodwill,-,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,-,-,13.74,-,-,-,13.74,13.74,13.74,13.74
14,Other Intangible Assets,-,30.62,26.31,28.49,30.67,26.78,29.15,23.48,22.59,17.49,-,-,15.18,-,-,-,13.44,13.44,12.43,12.43
15,Long-Term Accounts Receivable,-,-,5,-,4.61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
16,Long-Term Deferred Tax Assets,-,11.97,12.79,11.56,12.04,9.57,9.99,6.49,7.75,7.87,-,-,4.21,-,-,-,2.33,2.33,4.48,4.48
17,Long-Term Deferred Charges,-,8.89,9.15,11.7,12.14,13.25,14.38,16.89,17.44,21.58,-,-,27.16,-,-,-,28.87,28.87,3.74,3.74
18,Other Long-Term Assets,-,1792,4.77,1274,8.31,933.21,86.26,989.42,34.24,8.83,-,-,11.33,-,-,-,20.3,20.3,4.99,4.99
19,Total Assets,-,5480,5550,5587,5526,5279,5106,5135,5209,5085,-,-,4270,-,-,-,4269,4269,4132,4132
20,Accounts Payable,-,197.5,155.17,152.18,185.35,175.85,144.51,135.02,125.97,134.83,-,-,133.98,-,-,-,159.23,159.23,144.62,144.62
21,Accrued Expenses,-,8.94,16.53,9.78,33.59,9.83,16.3,9.71,30.27,9.36,-,-,21.47,-,-,-,15.92,15.92,13.41,13.41
22,Current Portion of Leases,-,6.41,8.82,6.54,7.53,7.41,7.71,7.53,6.94,5.41,-,-,4.84,-,-,-,-,-,-,-
23,Current Income Taxes Payable,-,10.17,4.84,10.62,4.33,13.83,6.68,7.66,6.79,7.74,-,-,10.99,-,-,-,5.93,5.93,7.85,7.85
24,Current Unearned Revenue,-,56.24,40.43,33.16,38.06,39.05,29.83,39.87,36.56,48.04,-,-,38.04,-,-,-,39.64,39.64,41.59,41.59
25,Other Current Liabilities,-,2433,2626,2618,2540,2407,2329,2361,2459,2394,-,-,2707,-,-,-,2910,2910,2905,2905
26,Total Current Liabilities,-,2712,2852,2830,2809,2653,2534,2561,2665,2599,-,-,2917,-,-,-,3131,3131,3113,3113
27,Long-Term Leases,-,8.07,5.87,7.32,11.1,11.77,11.58,8.74,14.67,11.37,-,-,16.37,-,-,-,-,-,-,-
28,Long-Term Unearned Revenue,-,-,-,-,-,-,-,-,0.02,0.03,-,-,0.08,-,-,-,0.14,0.14,0.47,0.47
29,Long-Term Deferred Tax Liabilities,-,18.04,17.23,13.61,13.69,7.23,7.31,1.94,3.69,1.13,-,-,1.37,-,-,-,1.25,1.25,0.48,0.48
30,Other Long-Term Liabilities,-,1.09,0.59,1.88,3.07,0.71,0.49,2.44,3.56,2.76,-,-,4.36,-,-,-,2.43,2.43,0.88,0.88
31,Total Liabilities,-,2739,2875,2853,2837,2672,2553,2574,2687,2615,-,-,2939,-,-,-,3135,3135,3115,3115
32,Common Stock,-,414.52,407,407,407,407,407,407,407,407,-,-,347,-,-,-,347,347,347,347
33,Additional Paid-In Capital,-,1556,1491,1491,1491,1491,1491,1491,1491,1491,-,-,521.4,-,-,-,521.4,521.4,521.4,521.4
34,Retained Earnings,-,727.87,667.03,727.9,682.86,647.18,590.24,601.71,560.69,516.56,-,-,409.73,-,-,-,222,222,113.67,113.67
35,Treasury Stock,-,-66.36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,Comprehensive Income & Other,-,34,34,34,34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37,Total Common Equity,2666,2666,2599,2660,2615,2545,2489,2500,2459,2415,-,1278,1278,-,-,1090,1090,1090,982.07,982.07
38,Minority Interest,-,74.24,75.91,73.17,74.3,61.56,64.44,61.48,62.98,55.09,-,-,53.07,-,-,-,43.95,43.95,35.65,35.65
39,Shareholders' Equity,2741,2741,2675,2733,2689,2607,2553,2561,2522,2470,-,1331,1331,-,-,1134,1134,1134,1018,1018
40,Total Liabilities & Equity,-,5480,5550,5587,5526,5279,5106,5135,5209,5085,-,-,4270,-,-,-,4269,4269,4132,4132
41,Total Debt,14.48,14.48,14.69,13.86,18.63,19.18,19.29,16.27,21.61,16.79,-,21.21,21.21,-,-,-,-,-,-,-
42,Net Cash (Debt),2519,2519,2771,3045,3160,3290,3188,3233,3569,4146,-,3444,3444,-,-,3490,3490,3490,3465,3465
43,Net Cash Growth,-20.29%,-23.44%,-13.09%,-5.82%,-11.46%,-20.64%,-,-6.11%,3.62%,-,-,-1.33%,-1.33%,-,-,0.75%,-,-,-,-
44,Net Cash Per Share,6.19,6.19,6.81,7.48,7.77,8.08,7.83,7.94,8.77,11.94,-,9.93,9.92,-,-,-,10.06,10.06,10.50,10.50
45,Filing Date Shares Outstanding,406.87,414.52,407,407,407,407,407,407,407,407,347,346.9,347,346.99,-,-,347,347,347,347
46,Total Common Shares Outstanding,406.87,414.52,407,407,407,407,407,407,407,407,347,346.9,347,346.99,-,-,347,347,347,347
47,Working Capital,-,465.09,625.08,982.23,946.91,1252,1229,1245,1409,2134,-,-,997.11,-,-,-,800.53,800.53,918.97,918.97
48,Book Value Per Share,6.43,6.43,6.39,6.54,6.43,6.25,6.11,6.14,6.04,5.93,-,3.68,3.68,-,-,3.14,3.14,3.14,2.83,2.83
49,Tangible Book Value,2625,2625,2562,2621,2574,2508,2449,2466,2426,2387,-,1249,1249,-,-,1063,1063,1063,955.9,955.9
50,Tangible Book Value Per Share,6.33,6.33,6.30,6.44,6.32,6.16,6.02,6.06,5.96,5.86,-,3.60,3.60,-,-,3.06,3.06,3.06,2.75,2.75
51,Buildings,-,-,240.65,-,240.65,-,240.65,-,240.65,-,-,-,240.65,-,-,-,240.22,240.22,49.07,49.07
52,Machinery,-,-,172.85,-,160.94,-,48.23,-,46.75,-,-,-,43.83,-,-,-,37.75,37.75,27.49,27.49
