,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
10,EV/Sales Ratio,4.74,4.64,3.86,4.95,6.73,8.36,5.10,-,-,-,-,-,-,-,-,-,-,-,-,-
11,EV/EBITDA Ratio,11.34,11.14,9.27,11.37,14.81,17.34,10.61,-,-,-,-,-,-,-,-,-,-,-,-,-
12,EV/EBIT Ratio,11.91,11.65,9.75,11.97,15.65,18.31,11.19,-,-,-,-,-,-,-,-,-,-,-,-,-
13,EV/FCF Ratio,19.15,18.73,13.68,-,17.00,30.06,41.44,-,-,-,-,-,-,-,-,-,-,-,-,-
14,Debt / Equity Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,-,0.00,0.01,0.01,0.01,0.01,0.01,-,-,-,-
15,Debt / EBITDA Ratio,0.03,0.03,0.02,0.03,0.03,0.02,0.01,0.02,0.02,-,0.01,0.03,0.02,0.02,0.02,0.02,-,-,-,-
16,Debt / FCF Ratio,0.06,0.06,0.04,-,0.03,0.02,0.05,0.03,0.05,-,0.02,-,0.09,0.04,0.02,0.02,-,-,-,-
17,Asset Turnover,0.20,0.23,0.22,0.20,0.20,0.22,0.29,-,-,-,-,0.63,0.64,0.62,0.65,0.89,0.97,1.20,-,
18,Inventory Turnover,16.58,8.97,10.30,19.22,44.16,26.40,47.62,69.16,-,-,-,-,82.52,81.92,83.57,29.36,23.88,9.46,6.50,-
19,Quick Ratio,22.71,22.71,21.56,28.12,21.16,18.08,21.06,20.00,6.87,-,5.93,-,6.74,6.74,7.12,7.12,4.35,4.35,3.33,3.33
20,Current Ratio,23.09,23.09,21.95,28.64,21.38,18.29,21.43,20.25,7.09,-,6.31,-,6.86,6.86,7.21,7.21,4.47,4.47,3.78,3.78
21,Return on Equity (ROE),8.92%,10.61%,9.13%,7.46%,9.59%,14.20%,12.43%,-,-,41.14%,20.58%,32.50%,33.05%,27.94%,29.94%,45.84%,51.70%,61.26%,-,
22,Return on Assets (ROA),5.35%,6.64%,5.15%,3.81%,5.35%,7.34%,8.14%,-,-,-,-,20.45%,20.76%,16.64%,17.19%,26.93%,29.46%,32.97%,-,
23,Return on Capital (ROIC),5.53%,6.85%,5.32%,3.98%,5.58%,7.65%,8.63%,-,-,24.39%,14.84%,22.63%,23.03%,18.52%,19.90%,32.56%,36.72%,42.68%,-,
24,Return on Capital Employed (ROCE),8.74%,8.74%,8.94%,8.72%,9.18%,10.44%,11.24%,10.99%,26.82%,-,33.08%,-,32.45%,34.23%,37.17%,41.13%,52.31%,39.32%,33.90%,16.95%
25,Earnings Yield,5.15%,5.26%,5.67%,5.47%,4.45%,4.09%,5.43%,-,-,-,-,-,-,-,-,-,-,-,-,-
26,FCF Yield,3.15%,3.22%,3.93%,3.81%,3.94%,2.43%,1.47%,-,-,-,-,-,-,-,-,-,-,-,-,-
27,Dividend Yield,5.20%,7.81%,-,-,4.15%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28,Payout Ratio,94.48%,0.02%,320.44%,-,-,-,240.38%,-,-,-,122.87%,-,78.39%,78.39%,-,-,20.05%,20.05%,61.88%,61.88%
29,Buyback Yield / Dilution,-13.89%,0.57%,0.47%,-33.46%,-32.25%,-33.74%,-32.40%,-0.96%,-0.73%,1.30%,-0.68%,0.14%,0.05%,0.05%,-0.05%,-0.05%,-,-,-,-
30,Total Shareholder Return,-8.69%,8.38%,0.47%,-33.46%,-28.10%,-33.74%,-32.40%,-0.96%,-0.73%,1.30%,-0.68%,0.14%,0.05%,0.05%,-0.05%,-0.05%,-,-,-,-
