,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
24,Other Current Liabilities,1.09,10.15,1.16,2.17,1.32,10.43,20.95,1.47,-,1.56,-,5.49,5.49,5.91,5.91,1.51,1.51,20.32,20.32
25,Total Current Liabilities,51.55,53.31,43.69,58.07,67.25,55.84,64.69,61.1,-,64.64,-,52.31,52.31,51.43,51.43,82.77,82.77,89.06,89.06
26,Long-Term Leases,0.55,1.03,1.01,1.3,0.91,0.88,1.22,1.66,-,1.3,-,2.16,2.16,2.58,2.58,-,-,-,-
27,Long-Term Unearned Revenue,-,-,-,-,0.08,0.08,-,-,-,-,-,0.64,0.64,1.01,1.01,1.13,1.13,2.28,2.28
28,Long-Term Deferred Tax Liabilities,0,0,0,0.02,0.19,0.24,0.15,0.16,-,-,-,-,-,-,-,-,-,-,-
29,Total Liabilities,52.11,54.34,44.7,59.39,68.43,57.04,66.06,62.92,-,65.94,-,55.11,55.11,55.02,55.02,83.9,83.9,91.34,91.34
30,Common Stock,80,80,80,80,80,80,80,60,-,60,-,60,60,60,60,60,60,60,60
31,Additional Paid-In Capital,894.93,894.93,894.93,894.93,894.93,894.93,894.93,58.4,-,58.4,-,58.4,58.4,58.4,58.4,60.58,60.58,60.58,60.58
32,Retained Earnings,441.49,410.83,493.38,460.28,434.48,402.49,472.56,441.71,-,367.03,-,353.57,353.57,337.03,337.03,273.07,273.07,182.45,182.45
33,Total Common Equity,1416,1386,1468,1435,1409,1377,1447,560.11,-,485.43,471.92,471.97,471.97,455.43,455.43,393.65,393.65,303.03,303.03
34,Minority Interest,12.26,11.41,10.72,12.83,11.88,10.19,9.62,11.4,-,7.93,-,6.71,6.71,7.43,7.43,7.31,7.31,7.04,7.04
35,Shareholders' Equity,1429,1397,1479,1448,1421,1388,1457,571.5,-,493.36,478.63,478.68,478.68,462.85,462.85,400.96,400.96,310.07,310.07
36,Total Liabilities & Equity,1481,1452,1524,1507,1490,1445,1523,634.42,-,559.3,-,533.79,533.79,517.87,517.87,484.86,484.86,401.4,401.4
37,Total Debt,4.37,3.49,3.44,3.44,2.26,2.24,2.93,3.45,-,2.25,3.68,3.68,3.68,2.58,2.58,-,-,-,-
38,Net Cash (Debt),988.63,971.78,1057,1074,1041,1010,1125,238.36,-,251.14,226.53,226.53,226.53,254.71,254.71,251.6,251.6,132.16,132.16
39,Net Cash Growth,-5.02%,-3.79%,-6.08%,350.55%,-,302.20%,396.84%,5.22%,-,-1.40%,-11.06%,-9.96%,-9.96%,92.73%,92.73%,-,-,-,-
40,Net Cash Per Share,12.55,12.21,13.09,13.44,13.14,12.63,18.60,3.94,-,4.16,3.78,3.78,3.78,4.25,4.25,4.19,4.19,2.20,2.20
41,Filing Date Shares Outstanding,80,80,80,80,80,80,80,80,59.22,60,59.92,60,60,60,60,60,60,60,60
42,Total Common Shares Outstanding,80,80,80,80,80,80,80,60,59.22,60,59.92,60,60,60,60,60,60,60,60
43,Working Capital,1139,1117,1207,1183,1163,1141,1246,372.27,-,343.07,-,306.42,306.42,319.34,319.34,286.99,286.99,247.45,247.45
44,Book Value Per Share,17.71,17.32,18.35,17.94,17.62,17.22,18.09,9.34,-,8.09,7.87,7.87,7.87,7.59,7.59,6.56,6.56,5.05,5.05
45,Tangible Book Value,1389,1358,1440,1407,1381,1349,1419,531.19,-,456.24,442.44,442.49,442.49,425.61,425.61,363.49,363.49,302.02,302.02
46,Tangible Book Value Per Share,17.36,16.97,18.00,17.59,17.26,16.86,17.73,8.85,-,7.60,7.37,7.37,7.37,7.09,7.09,6.06,6.06,5.03,5.03
47,Buildings,-,22.01,-,22.01,-,27.21,-,35.46,-,35.46,-,35.46,35.46,35.46,35.46,35.46,35.46,35.46,35.46
48,Machinery,-,60.21,-,58.53,-,57.42,-,56.59,-,53.65,-,53.13,53.13,53.23,53.23,50.86,50.86,50.16,50.16
49,Construction In Progress,-,210.15,-,193.21,-,180.17,-,137.69,-,91.21,-,58.13,58.13,25.38,25.38,6.03,6.03,-,-
