,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
14,EBT Excluding Unusual Items,36.45,43.68,39.01,30.55,45.13,50.8,35.94,39.91,40.21,58.47,29.35,44.44,44.44,38.01,38.01,53.11,53.11,53.66,53.66
15,Gain (Loss) on Sale of Investments,0,-,-0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
16,Gain (Loss) on Sale of Assets,-,-,-,-,0.01,-,-,0.16,-,-,-,-0.01,-0.01,0.01,0.01,0,0,-,-
17,Asset Writedown,0.18,-0.01,0.01,-0.01,0.01,-0,0,0.06,-0.06,0.05,-0.05,-0.02,-0.02,-,-,0.11,0.11,-0.17,-0.17
18,Other Unusual Items,0.09,-0.09,0,-0.19,-7.13,7.13,-,7.24,-0.08,0.08,-,0.02,0.02,0.02,0.02,-0.81,-0.81,1.24,1.24
19,Pretax Income,36.71,43.58,38.99,30.35,38.01,57.93,35.94,47.38,40.07,58.6,29.3,44.43,44.43,38.04,38.04,52.41,52.41,54.74,54.74
20,Income Tax Expense,5.2,5.43,5.58,3.6,4.33,7.43,4.41,7.09,3.54,8.62,4.68,5.54,5.54,5.71,5.71,6.46,6.46,7.25,7.25
21,Earnings From Continuing Operations,31.51,38.14,33.42,26.75,33.68,50.5,31.53,40.29,36.52,49.99,24.62,38.89,38.89,32.33,32.33,45.95,45.95,47.49,47.49
22,Minority Interest in Earnings,-0.85,-0.7,-0.31,-0.95,-1.69,-0.57,-0.67,-1.02,-1,-1.15,-0.06,-0.62,-0.62,-0.35,-0.35,-0.64,-0.64,-0.71,-0.71
23,Net Income,30.66,37.45,33.1,25.8,31.99,49.92,30.85,39.27,35.52,48.83,24.57,38.27,38.27,31.98,31.98,45.31,45.31,46.78,46.78
24,Net Income to Common,30.66,37.45,33.1,25.8,31.99,49.92,30.85,39.27,35.52,48.83,24.57,38.27,38.27,31.98,31.98,45.31,45.31,46.78,46.78
25,Net Income Growth,-4.15%,-24.99%,7.29%,-34.29%,-9.94%,2.23%,25.59%,2.60%,-7.18%,52.70%,-23.18%,-15.54%,-15.54%,-31.64%,-31.64%,-,-,-,-
26,Shares Outstanding (Basic),79,80,81,80,79,80,60,60,59,60,60,60,60,60,60,60,60,60,60
27,Shares Outstanding (Diluted),79,80,81,80,79,80,60,60,59,60,60,60,60,60,60,60,60,60,60
28,Shares Change (YoY),-0.57%,-0.47%,33.46%,32.25%,33.74%,32.40%,0.96%,0.73%,-1.30%,0.68%,-0.14%,-0.05%,-0.05%,0.05%,0.05%,-,-,-,-
29,EPS (Basic),0.39,0.47,0.41,0.32,0.40,0.62,0.51,0.65,0.60,0.81,0.41,0.64,0.64,0.53,0.53,0.75,0.75,0.78,0.78
30,EPS (Diluted),0.39,0.47,0.41,0.32,0.40,0.62,0.51,0.65,0.60,0.81,0.41,0.64,0.64,0.53,0.53,0.75,0.75,0.78,0.78
31,EPS Growth,-3.60%,-24.63%,-19.61%,-50.32%,-32.66%,-22.79%,24.39%,2.31%,-5.53%,51.67%,-23.07%,-15.88%,-15.88%,-31.67%,-31.67%,-,-,-,-
32,Free Cash Flow,19.42,35.22,-13.72,36.79,30.79,44.34,10.54,4.82,-17.54,97.31,-12.15,17.23,17.23,3.24,3.24,70.31,70.31,18.7,18.7
33,Free Cash Flow Per Share,0.25,0.44,-0.17,0.46,0.39,0.55,0.17,0.08,-0.30,1.61,-0.20,0.29,0.29,0.05,0.05,1.17,1.17,0.31,0.31
34,Dividend Per Share,0.800,-,-,1.500,-,-,-,1.500,-,-,-,-,-,-,-,-,-,-,-
35,Gross Margin,58.68%,58.13%,50.53%,50.12%,64.75%,62.45%,56.48%,60.02%,52.04%,51.99%,44.80%,57.02%,57.02%,53.94%,53.94%,53.71%,53.71%,54.20%,54.20%
36,Operating Margin,43.82%,45.56%,37.99%,31.09%,42.77%,52.49%,44.22%,43.06%,43.02%,45.84%,34.78%,51.73%,51.73%,42.61%,42.61%,48.38%,48.38%,44.05%,44.05%
37,Profit Margin,42.84%,43.19%,40.27%,35.08%,43.54%,60.13%,38.84%,44.00%,39.16%,46.94%,29.84%,45.35%,45.35%,39.52%,39.52%,41.98%,41.98%,38.92%,38.92%
38,Free Cash Flow Margin,27.14%,40.61%,-16.70%,50.02%,41.91%,53.41%,13.26%,5.41%,-19.33%,93.52%,-14.76%,20.42%,20.42%,4.00%,4.00%,65.14%,65.14%,15.56%,15.56%
39,EBITDA,32.81,40.89,32.67,24.31,33.64,45.28,37.35,40.64,41.34,49.96,30.95,46.03,46.03,36.74,36.74,55.58,55.58,54.72,54.72
40,EBITDA Margin,45.84%,47.15%,39.75%,33.05%,45.79%,54.54%,47.01%,45.54%,45.58%,48.02%,37.59%,54.54%,54.54%,45.40%,45.40%,51.49%,51.49%,45.53%,45.53%
41,D&A For EBITDA,1.45,1.38,1.45,1.45,2.22,1.7,2.22,2.22,2.32,2.26,2.32,2.37,2.37,2.26,2.26,3.36,3.36,1.79,1.79
42,EBIT,31.36,39.5,31.22,22.86,31.42,43.58,35.13,38.43,39.03,47.7,28.63,43.66,43.66,34.48,34.48,52.22,52.22,52.94,52.94
43,EBIT Margin,43.82%,45.56%,37.99%,31.09%,42.77%,52.49%,44.22%,43.06%,43.02%,45.84%,34.78%,51.73%,51.73%,42.61%,42.61%,48.38%,48.38%,44.05%,44.05%
44,Effective Tax Rate,14.17%,12.47%,14.30%,11.85%,11.39%,12.83%,12.27%,14.96%,8.85%,14.71%,15.96%,12.47%,12.47%,15.01%,15.01%,12.33%,12.33%,13.24%,13.24%
45,Revenue as Reported,71.58,86.71,82.19,73.54,73.47,83.03,79.45,89.24,90.71,104.04,82.33,-,-,-,-,-,-,-,-
