,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Other Current Assets,654.26,8.49,637.44,16.36,1182,1167,1167,25.88,173.15,23.55,219.55,17.48,42.59,23.79,-,7.65,-,21.29,21.29
10,Total Current Assets,1689,1732,1812,1972,1930,2016,2068,2081,2085,2132,2283,2289,546.03,525.33,-,365.46,-,341.98,341.98
11,"Property, Plant & Equipment",569.81,570.54,543.58,546.32,521.01,474.92,481.09,387.05,320.7,292.63,286.26,273.89,251.36,215.87,-,199.66,-,196.19,196.19
12,Long-Term Investments,37.84,-,37.04,37.04,37.5,25.5,25.5,25.5,25.5,-,-,-,-,-,-,-,-,-,-
13,Other Intangible Assets,60.02,60.29,60.4,60.93,61.43,61.68,20.72,21.06,20.56,20.75,20.96,21.19,21.35,21.33,-,21.69,-,21.97,21.97
14,Long-Term Deferred Tax Assets,11.28,11.37,12.6,8.35,5.97,5.06,4.33,4.26,2.06,2.22,1.99,2.29,3.58,3.17,-,2.94,-,2.45,2.45
15,Long-Term Deferred Charges,17.89,22.38,26.67,25.82,36.7,41.31,27.5,31.84,24.44,26.53,27.75,29.14,26.98,18.98,-,27.36,-,20.05,20.05
16,Other Long-Term Assets,87.19,110.01,71.92,60.63,49.74,21.09,9.26,29.88,47.35,31.74,12.9,17.02,26.27,32.4,-,4.51,-,14.14,14.14
17,Total Assets,2473,2506,2564,2712,2642,2646,2637,2580,2526,2505,2633,2633,875.57,817.07,-,621.62,-,596.78,596.78
18,Accounts Payable,112.7,108.63,108.9,115.93,132.39,110.06,116.61,111.71,95.18,96.04,107.58,126.7,128.68,111.54,-,73.25,-,56.82,56.82
19,Accrued Expenses,14.23,19.74,12.5,23.56,13.15,13.68,11.25,24.95,11.21,13.01,10.21,22.9,19.12,15.1,-,14.96,-,8.08,8.08
20,Short-Term Debt,-,-,-,-,-,-,10.07,-,-,-,40.4,41.18,106.5,148.49,-,124.59,-,160.13,160.13
21,Current Portion of Leases,0.59,0.59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22,Current Income Taxes Payable,13.51,7.77,12.9,12.02,7.09,5.75,11.95,0.74,6.43,2.37,15.96,8.08,23.24,22.6,-,5.52,-,4.58,4.58
23,Current Unearned Revenue,3.41,2.49,3.12,3.25,2.22,4.12,2.73,2.78,2.32,2.88,2.19,4.82,2.87,3.06,-,2.08,-,1.88,1.88
24,Other Current Liabilities,15.61,15.66,16.27,16.85,5.23,47.82,4.61,5.17,6.28,7.47,5.78,9.43,13.51,11.1,-,3.87,-,11.75,11.75
25,Total Current Liabilities,160.06,154.87,153.69,171.61,160.07,181.41,157.22,145.36,121.42,121.77,182.12,213.11,293.91,311.89,-,224.27,-,243.24,243.24
26,Long-Term Debt,-,-,36.75,-,-,-,6.75,-,-,-,-,-,-,-,-,-,-,-,-
27,Long-Term Leases,0.78,0.93,0.99,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28,Long-Term Unearned Revenue,39.01,47.25,42.01,21.67,12.43,12.77,6.48,13.64,3.12,3.22,3.31,3.4,0.96,0.91,-,0.96,-,0.36,0.36
29,Long-Term Deferred Tax Liabilities,2.47,2.4,2.03,2.12,2.31,2.28,2.28,5.22,2.73,2.19,-,-,-,-,-,-,-,-,-
30,Other Long-Term Liabilities,39.25,30,-,30,12.28,12.28,12.28,-,-,-,-,-,-,-,-,-,-,-,-
31,Total Liabilities,241.57,235.44,235.46,225.4,187.08,208.74,185,164.21,127.27,127.17,185.43,216.51,294.87,312.81,-,225.23,-,243.6,243.6
32,Common Stock,129.35,129.35,129.37,135.79,135.79,135.79,135.79,134.67,134.67,134.67,134.67,134.67,101,101,-,101,-,101,101
33,Additional Paid-In Capital,1670,1670,1681,1870,1864,-,1852,1839,1839,1839,1839,1839,68.3,68.3,-,68.3,-,68.3,68.3
34,Retained Earnings,494.41,479.15,530.47,519.79,491.17,461.89,475.85,442.6,425.5,404.99,474.28,443.11,411.4,334.96,-,227.09,-,183.88,183.88
35,Treasury Stock,-65.14,-7.75,-11.94,-38.94,-35.55,-18.25,-12.28,-,-,-,-,-,-,-,-,-,-,-,-
36,Comprehensive Income & Other,-,-,-,-,-,1858,-,-,-,-,-,-,-,-,-,-,-,-,-
37,Total Common Equity,2229,2271,2329,2486,2455,2437,2452,2416,2399,2378,2448,2416,580.7,504.27,396.39,396.39,-,353.18,353.18
38,Minority Interest,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39,Shareholders' Equity,2232,2271,2329,2486,2455,2437,2452,2416,2399,2378,2448,2416,580.7,504.27,396.39,396.39,-,353.18,353.18
40,Total Liabilities & Equity,2473,2506,2564,2712,2642,2646,2637,2580,2526,2505,2633,2633,875.57,817.07,-,621.62,-,596.78,596.78
41,Total Debt,1.37,1.52,37.74,-,-,-,16.82,-,-,-,40.4,41.18,106.5,148.49,124.59,124.59,-,160.13,160.13
42,Net Cash (Debt),682.28,1368,773.17,1580,372.23,449.91,487.58,1669,1569,1747,1653,1831,-46,-77.56,-66.12,-66.12,-,-123.62,-123.62
43,Net Cash Growth,83.29%,204.10%,58.57%,-5.31%,-76.28%,-74.25%,-70.51%,-8.87%,-,-,-,-,-,-,-,-,-,-,-
44,Net Cash Per Share,5.17,10.97,5.86,11.44,2.80,3.27,3.61,12.39,11.47,13.19,12.25,14.83,-0.45,-0.77,-0.65,-0.66,-,-1.23,-1.23
45,Filing Date Shares Outstanding,126.48,124.77,130.24,128.57,133.06,135.61,135.17,134.67,134.67,134.67,134.67,134.67,134.67,100.59,101.05,101,102.34,101,101
46,Total Common Shares Outstanding,126.48,124.77,130.24,134.98,133.06,135.61,135.17,134.67,134.67,134.67,134.67,134.67,101,100.59,101.05,101,102.34,101,101
47,Working Capital,1529,1577,1658,1801,1770,1835,1911,1935,1964,2010,2101,2076,252.13,213.44,-,141.19,-,98.74,98.74
48,Book Value Per Share,17.62,18.20,17.88,18.42,18.45,17.97,18.14,17.94,17.81,17.66,18.18,17.94,5.75,4.99,3.92,3.92,-,3.50,3.50
49,Tangible Book Value,2169,2210,2269,2425,2394,2375,2431,2395,2378,2358,2427,2395,559.35,482.93,374.7,374.7,-,331.21,331.21
50,Tangible Book Value Per Share,17.15,17.72,17.42,17.97,17.99,17.52,17.99,17.78,17.66,17.51,18.02,17.79,5.54,4.77,3.71,3.71,-,3.28,3.28
51,Buildings,-,284.68,-,282.41,-,270.68,-,252.99,-,252.99,-,252.99,-,-,-,252.99,-,252.38,252.38
52,Machinery,-,501.54,-,478.95,-,367.73,-,332.88,-,306.84,-,304.21,-,-,-,231.23,-,215.22,215.22
53,Construction In Progress,-,176.95,-,156.78,-,185.62,-,136.16,-,61.49,-,34.05,-,-,-,7.65,-,14.3,14.3
