,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
27,Shares Outstanding (Basic),132,125,130,133,133,138,135,135,137,132,135,123,101,101,101,101,102,100,100
28,Shares Outstanding (Diluted),132,125,132,138,133,138,135,135,137,132,135,123,101,101,101,101,102,100,100
29,Shares Change (YoY),-0.85%,-9.39%,-2.46%,2.59%,-2.72%,3.96%,0.19%,9.04%,34.98%,31.69%,33.52%,22.69%,-0.98%,0.20%,0.66%,-,-,-,-
30,EPS (Basic),0.12,0.21,0.08,0.21,0.22,0.19,0.25,0.13,0.15,0.19,0.23,0.25,0.76,0.66,0.41,0.29,0.14,0.19,0.19
31,EPS (Diluted),0.12,0.21,0.08,0.21,0.22,0.19,0.25,0.13,0.15,0.19,0.23,0.25,0.76,0.66,0.41,0.29,0.14,0.19,0.19
32,EPS Growth,-47.42%,8.37%,-67.07%,63.18%,46.75%,3.11%,6.49%,-50.08%,-80.20%,-71.58%,-43.24%,-12.08%,450.03%,249.26%,114.21%,-,-,-,-
33,Free Cash Flow,-5.83,5.99,22.17,-8.45,-16.23,-3.74,-44.98,-58.82,-10.39,-15.18,5.65,64.49,35.02,8.67,-15.39,37.53,21.24,17.55,17.55
34,Free Cash Flow Per Share,-0.04,0.05,0.17,-0.06,-0.12,-0.03,-0.33,-0.44,-0.08,-0.11,0.04,0.52,0.35,0.09,-0.15,0.37,0.21,0.17,0.17
35,Dividend Per Share,-,-,-,0.600,-,-,-,0.300,-,-,-,0.700,-,-,-,-,-,-,-
36,Dividend Growth,-,-,-,99.73%,-,-,-,-57.09%,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,39.42%,40.05%,37.74%,36.01%,40.64%,43.72%,44.17%,42.72%,40.09%,42.98%,45.59%,46.15%,57.86%,57.96%,53.55%,44.93%,45.94%,46.96%,46.96%
38,Operating Margin,11.07%,14.27%,2.83%,8.86%,18.98%,12.47%,20.20%,4.02%,12.15%,13.90%,17.73%,11.19%,40.02%,35.90%,30.94%,19.90%,21.77%,24.01%,24.01%
39,Profit Margin,10.98%,16.73%,8.44%,16.92%,19.41%,18.27%,21.27%,9.67%,14.75%,18.19%,23.81%,17.60%,31.39%,29.05%,24.45%,20.62%,15.09%,18.01%,18.01%
40,Free Cash Flow Margin,-4.19%,3.81%,17.52%,-4.99%,-10.76%,-2.55%,-28.77%,-33.25%,-7.47%,-11.05%,4.32%,36.14%,14.33%,3.77%,-9.15%,26.58%,22.75%,16.57%,16.57%
41,EBITDA,26.36,36.24,14.54,25.96,37.35,27.99,40.28,15.82,23.91,27.42,30.24,27,105.19,89.25,59.41,35.46,28.06,33.16,33.16
42,EBITDA Margin,18.95%,23.06%,11.49%,15.34%,24.76%,19.10%,25.77%,8.94%,17.20%,19.97%,23.10%,15.13%,43.03%,38.84%,35.32%,25.11%,30.06%,31.32%,31.32%
43,D&A For EBITDA,10.96,13.81,10.96,10.96,8.71,9.72,8.71,8.71,7.03,8.32,7.03,7.03,7.36,6.75,7.36,7.36,7.74,7.74,7.74
44,EBIT,15.4,22.44,3.58,15,28.64,18.27,31.57,7.11,16.89,19.09,23.21,19.98,97.83,82.5,52.04,28.09,20.32,25.42,25.42
45,EBIT Margin,11.07%,14.27%,2.83%,8.86%,18.98%,12.47%,20.20%,4.02%,12.15%,13.90%,17.73%,11.19%,40.02%,35.90%,30.94%,19.90%,21.77%,24.01%,24.01%
46,Effective Tax Rate,14.02%,13.68%,13.82%,11.58%,14.54%,15.68%,14.49%,-,17.48%,14.56%,14.75%,0.27%,16.36%,16.39%,17.67%,9.71%,17.94%,17.68%,17.68%
47,Revenue as Reported,139.05,157.19,126.56,169.17,150.84,146.57,156.34,176.89,139.02,137.32,130.92,178.46,244.42,229.8,168.19,446.32,-,-,-
