,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Operating Expenses,15.38,16.24,15.9,16.01,14.69,13.05,13.83,17.79,14.49,9.88,12.28,13.8,13.36,14.84,13.89,17.55,14.87,12.33,12.33
10,Operating Income,25.33,23.49,21.04,24.98,31.99,23.7,19.64,19.2,19.96,24.77,20.63,31.39,28.26,27.31,27.43,37.82,30.97,21.76,21.76
11,Interest Expense,-0.02,-0.04,-,-0.09,-0,-,-,-,-,-0.1,-,-0.1,-,-,-,-,-,-,-
12,Interest & Investment Income,3.95,6.88,1.55,4.92,2.92,4.57,3.54,3.57,4.72,4.02,3.75,3.3,1.17,0.65,0.26,1.24,0.16,0.09,0.09
13,Earnings From Equity Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.04,0.02,-0.03,-0.03
14,Currency Exchange Gain (Loss),-0,0,-,0,-0.01,0.01,-,0.01,-0,0,-,-0,-0,0,-,-0.05,0.05,-0.03,-0.03
15,Other Non Operating Income (Expenses),0,-0.12,0.08,0.38,-0.03,0.01,-0,-7.28,0.13,0.9,5.95,-3.53,0.1,2.81,0.45,0.21,0.09,-0.24,-0.24
16,EBT Excluding Unusual Items,29.26,30.21,22.68,30.19,34.88,28.29,23.18,15.5,24.8,29.6,30.33,31.06,29.53,30.77,28.14,39.26,31.3,21.55,21.55
17,Gain (Loss) on Sale of Assets,-0.02,0.02,0.09,-0.09,0.07,0.01,0.11,0.02,0.01,-0,0.03,-0.14,0.03,-,-,0.23,-0.02,0.07,0.07
18,Asset Writedown,-1.05,0.09,-0.09,0.07,-0.16,-0.06,0.06,0.28,-0.28,-0.03,0.03,0.1,-0.1,0.29,-0.29,0.28,-0.28,-,-
19,Other Unusual Items,0.77,0.76,0.68,0.84,-0,0,-,14.28,0.26,-0.26,-,5.88,0.08,-0.08,-,7.36,0.09,-0.05,-0.05
20,Pretax Income,28.96,31.08,23.36,31.01,34.78,28.23,23.35,30.07,24.79,29.31,30.39,36.91,29.53,30.98,27.85,47.13,31.1,21.57,21.57
21,Income Tax Expense,4.36,3.83,3.54,4.27,4.52,2.86,3.78,3.47,1.75,4.33,4.56,4.49,3.28,4.31,4.3,5.48,4.65,3.42,3.42
22,Net Income,24.6,27.26,19.81,26.74,30.26,25.38,19.57,26.61,23.04,24.98,25.83,32.42,26.25,26.67,23.54,41.65,26.45,18.15,18.15
23,Net Income to Common,24.6,27.26,19.81,26.74,30.26,25.38,19.57,26.61,23.04,24.98,25.83,32.42,26.25,26.67,23.54,41.65,26.45,18.15,18.15
24,Net Income Growth,-18.72%,7.42%,1.26%,0.48%,31.35%,1.56%,-24.25%,-17.92%,-12.24%,-6.30%,9.73%,-22.16%,-0.75%,46.89%,29.69%,-,-,-,-
25,Shares Outstanding (Basic),162,175,163,170,161,169,171,170,162,175,165,180,156,124,127,128,127,125,125
26,Shares Outstanding (Diluted),162,175,163,170,161,169,171,170,162,175,165,180,156,124,127,128,127,125,125
27,Shares Change (YoY),0.52%,3.43%,-4.67%,0.41%,-0.51%,-3.12%,4.13%,-5.73%,3.91%,40.36%,29.64%,41.05%,22.83%,-0.58%,1.45%,-,-,-,-
28,EPS (Basic),0.15,0.16,0.12,0.16,0.19,0.15,0.11,0.16,0.14,0.14,0.16,0.18,0.17,0.21,0.19,0.33,0.21,0.15,0.15
29,EPS (Diluted),0.15,0.16,0.12,0.16,0.19,0.15,0.11,0.16,0.14,0.14,0.16,0.18,0.17,0.21,0.19,0.33,0.21,0.15,0.15
30,EPS Growth,-19.14%,3.86%,6.22%,0.08%,32.02%,4.84%,-27.26%,-12.93%,-15.54%,-33.25%,-15.36%,-44.81%,-19.20%,47.76%,27.84%,-,-,-,-
31,Free Cash Flow,4.87,8.11,-10.53,23.78,1.76,38.11,-0.88,35.2,22.37,19.38,-15.33,46.57,27.97,26.42,4.81,6.42,21.92,-0.13,-0.13
32,Free Cash Flow Per Share,0.03,0.05,-0.06,0.14,0.01,0.23,-0.01,0.21,0.14,0.11,-0.09,0.26,0.18,0.21,0.04,0.05,0.17,-0.00,-0.00
33,Dividend Per Share,-,-,-,-,0.285,-,-,0.285,-,-,-,0.238,-,-,-,-,-,-,-
34,Dividend Growth,-,-,-,-,-,-,-,20.02%,-,-,-,-,-,-,-,-,-,-,-
35,Gross Margin,31.79%,32.04%,32.31%,36.85%,36.36%,32.54%,33.92%,32.76%,31.34%,27.76%,28.25%,34.76%,36.07%,33.00%,34.66%,42.96%,38.85%,37.34%,37.34%
36,Operating Margin,19.78%,18.95%,18.40%,22.46%,24.92%,20.98%,19.90%,17.00%,18.16%,19.84%,17.71%,24.14%,24.49%,21.38%,23.01%,29.34%,26.24%,23.83%,23.83%
37,Profit Margin,19.21%,21.98%,17.33%,24.04%,23.57%,22.47%,19.83%,23.56%,20.96%,20.02%,22.18%,24.94%,22.75%,20.88%,19.75%,32.31%,22.42%,19.88%,19.88%
38,Free Cash Flow Margin,3.80%,6.54%,-9.21%,21.38%,1.37%,33.75%,-0.89%,31.17%,20.35%,15.53%,-13.16%,35.82%,24.23%,20.69%,4.04%,4.98%,18.58%,-0.14%,-0.14%
39,EBITDA,28.77,27.13,24.49,28.42,34.89,27.1,22.54,22.1,22.45,27.54,23.11,33.87,30.56,29.7,29.72,40.12,33.29,24.08,24.08
40,EBITDA Margin,22.47%,21.88%,21.42%,25.55%,27.18%,24.00%,22.84%,19.57%,20.42%,22.06%,19.84%,26.05%,26.48%,23.25%,24.94%,31.12%,28.21%,26.37%,26.37%
41,D&A For EBITDA,3.44,3.63,3.44,3.44,2.9,3.4,2.9,2.9,2.48,2.77,2.48,2.48,2.29,2.39,2.29,2.29,2.32,2.32,2.32
42,EBIT,25.33,23.49,21.04,24.98,31.99,23.7,19.64,19.2,19.96,24.77,20.63,31.39,28.26,27.31,27.43,37.82,30.97,21.76,21.76
43,EBIT Margin,19.78%,18.95%,18.40%,22.46%,24.92%,20.98%,19.90%,17.00%,18.16%,19.84%,17.71%,24.14%,24.49%,21.38%,23.01%,29.34%,26.24%,23.83%,23.83%
44,Effective Tax Rate,15.06%,12.31%,15.18%,13.77%,12.99%,10.13%,16.19%,11.53%,7.08%,14.76%,15.00%,12.16%,11.11%,13.91%,15.45%,11.63%,14.95%,15.85%,15.85%
45,Revenue as Reported,128.04,124.02,114.34,111.24,128.38,112.94,98.67,112.93,109.94,124.83,116.45,130.01,115.41,127.73,119.2,128.9,118,91.32,91.32
