,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
16,Asset Writedown,0.17,-0.52,-0.05,0.05,-0.17,-0.12,0.02,0,-1.5,0.01,0.01,-0.07,-0.37,0.2,-0.09,-0.01,-3.29,2.75,-2.75,-
17,Legal Settlements,-,-,-,-,-,-,-,-,-23.34,-,-,-,-,-,-,-,-,-,-,-
18,Other Unusual Items,1.05,-1.38,0.15,0.19,-,-,-,-,12.47,-,-,-,19.28,-0.23,0.23,-,2.92,-,-,-
19,Pretax Income,186.65,56.8,99.39,35.45,82.25,64.02,101.88,38.37,68.45,69.97,66.59,50.36,100.24,59.04,60.55,42.25,77.18,65.87,56.93,12.46
20,Income Tax Expense,16.43,12.77,13.39,5.44,16.3,11.99,14.63,6.83,15.8,8.1,7.71,8.58,12.14,8.04,16.96,6.64,7.82,11.07,10.26,3.09
21,Earnings From Continuing Ops.,170.21,44.03,86,30.01,65.95,52.03,87.25,31.54,52.66,61.87,58.88,41.78,88.1,51,43.59,35.61,69.36,54.8,46.67,9.37
22,Minority Interest in Earnings,-9.97,-2.8,-11.74,-0.91,2.08,0.99,1.32,0.82,-0.36,-0.75,-0.61,-0.26,-1.52,-0.8,-0.94,-1.29,-1.53,-1.09,-1.92,-0.87
23,Net Income,160.24,41.22,74.26,29.1,68.03,53.03,88.57,32.36,52.3,61.11,58.27,41.52,86.58,50.2,42.65,34.32,67.82,53.71,44.75,8.5
24,Net Income to Common,160.24,41.22,74.26,29.1,68.03,53.03,88.57,32.36,52.3,61.11,58.27,41.52,86.58,50.2,42.65,34.32,67.82,53.71,44.75,8.5
25,Net Income Growth,135.55%,-22.26%,-16.16%,-10.07%,30.08%,-13.23%,52.01%,-22.07%,-39.60%,21.74%,36.62%,20.97%,27.65%,-6.53%,-4.69%,303.73%,-,-,-,-
26,Shares Outstanding (Basic),448,460,455,485,488,443,468,462,475,472,434,473,450,470,475,338,347,347,338,347
27,Shares Outstanding (Diluted),448,460,455,485,488,443,468,462,475,472,434,473,450,470,475,338,347,347,338,347
28,Shares Change (YoY),-8.16%,3.71%,-2.85%,4.92%,2.81%,-6.12%,7.76%,-2.25%,5.43%,0.51%,-8.61%,39.71%,29.74%,35.30%,40.44%,-2.45%,-,-,-,-
29,EPS (Basic),0.36,0.09,0.16,0.06,0.14,0.12,0.19,0.07,0.11,0.13,0.13,0.09,0.19,0.11,0.09,0.10,0.20,0.15,0.13,0.02
30,EPS (Diluted),0.36,0.09,0.16,0.06,0.14,0.12,0.19,0.07,0.11,0.13,0.13,0.09,0.19,0.11,0.09,0.10,0.20,0.15,0.13,0.02
31,EPS Growth,156.49%,-25.04%,-13.70%,-14.29%,26.53%,-7.58%,41.06%,-20.27%,-42.71%,21.13%,49.49%,-13.41%,-1.61%,-30.92%,-32.14%,313.88%,-,-,-,-
32,Free Cash Flow,137.29,26.96,74.34,-151.32,56.87,-39.46,-16.87,-59.05,123.56,-15.2,64.79,-62.5,-13.75,-30.38,-61.35,-112.47,25.46,98.58,-158.43,-19.88
33,Free Cash Flow Per Share,0.31,0.06,0.16,-0.31,0.12,-0.09,-0.04,-0.13,0.26,-0.03,0.15,-0.13,-0.03,-0.06,-0.13,-0.33,0.07,0.28,-0.47,-0.06
34,Dividend Per Share,-,-,-,-,-,-,-,-,-,-,-,-,0.139,-,-,-,0.114,-,-,-
35,Dividend Growth,-,-,-,-,-,-,-,-,-,-,-,-,21.89%,-,-,-,-,-,-,-
36,Profit Margin,34.12%,12.59%,17.14%,10.10%,19.28%,17.32%,26.12%,11.61%,14.89%,21.73%,19.43%,16.29%,24.08%,18.63%,17.24%,16.57%,29.37%,23.26%,18.13%,6.00%
37,Free Cash Flow Margin,29.23%,8.23%,17.16%,-52.51%,16.11%,-12.89%,-4.98%,-21.20%,35.18%,-5.41%,21.61%,-24.52%,-3.82%,-11.27%,-24.80%,-54.28%,11.03%,42.69%,-64.18%,-14.04%
38,EBITDA,306.21,135.23,173.04,111.36,197.82,126.11,162.6,109.66,131.68,119.61,140.6,115.96,141.71,105.78,116.93,89.81,113.55,112.79,108.18,59.24
39,EBITDA Margin,65.19%,41.29%,39.94%,38.65%,56.05%,41.20%,47.96%,39.36%,37.49%,42.53%,46.88%,45.49%,39.41%,39.26%,47.28%,43.35%,49.18%,48.85%,43.82%,41.82%
40,D&A For EBITDA,60.77,54.02,57.34,54.02,54.22,48.31,50.99,48.31,48.31,41.11,47.77,41.11,41.11,26.28,41.72,26.28,26.28,23.34,24.43,23.34
41,EBIT,245.43,81.21,115.7,57.34,143.59,77.8,111.61,61.36,83.37,78.49,92.83,74.85,100.59,79.5,75.2,63.53,87.28,89.45,83.75,35.9
42,EBIT Margin,52.25%,24.80%,26.70%,19.90%,40.69%,25.42%,32.92%,22.02%,23.74%,27.91%,30.95%,29.36%,27.98%,29.51%,30.41%,30.66%,37.80%,38.74%,33.93%,25.34%
43,Effective Tax Rate,8.81%,22.48%,13.47%,15.34%,19.82%,18.73%,14.36%,17.80%,23.08%,11.58%,11.58%,17.03%,12.11%,13.62%,28.02%,15.72%,10.13%,16.80%,18.02%,24.78%
44,Revenue as Reported,-,327.49,433.29,288.15,-,306.12,339.05,278.59,351.25,281.22,299.9,254.92,359.57,269.41,247.33,207.19,230.9,230.91,246.84,141.66
