,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
39,Net Cash (Debt),-1942,-1920,-1915,-1849,-1632,-1686,-1638,-1627,-1564,-1591,-1559,-1479,-1417,-1246,-1108,-956.11,-1430,-,-1445,-1240
40,Net Cash Per Share,-4.33,-4.18,-4.21,-3.81,-3.34,-3.81,-3.50,-3.52,-3.30,-3.37,-3.59,-3.13,-3.15,-2.65,-2.33,-2.82,-4.12,-,-4.27,-3.57
41,Filing Date Shares Outstanding,448.25,461.76,461.76,461.76,461.76,461.76,461.76,461.76,461.76,461.76,461.76,461.76,461.76,461.76,461.76,461.76,346.32,347.1,346.32,347
42,Total Common Shares Outstanding,448.25,461.76,461.76,461.76,461.76,461.76,461.76,461.76,461.76,461.76,461.76,461.76,461.76,461.76,461.76,461.76,346.32,347.1,346.32,347
43,Working Capital,113.86,246.77,59.75,84.23,-,15.82,-43.32,-144.9,-250.1,-52.57,-64.44,-214.43,-66.67,121.74,158.97,567.69,-384.95,-,-521.03,-
44,Book Value Per Share,6.12,5.59,5.50,5.61,5.55,5.39,5.27,5.08,5.09,4.98,4.85,4.86,4.77,4.58,4.48,4.50,3.67,-,3.32,3.16
45,Tangible Book Value,-507.95,-716.42,-788.89,-724,-,-656.55,-768.89,-776.41,-699.01,-643.26,-683.64,-676.01,-718.46,-721.51,-210.85,288.53,66.98,-,-39.17,-78.9
46,Tangible Book Value Per Share,-1.13,-1.55,-1.71,-1.57,-1.69,-1.42,-1.67,-1.68,-1.51,-1.39,-1.48,-1.46,-1.56,-1.56,-0.46,0.62,0.19,-,-0.11,-0.23
47,Buildings,-,-,440.11,-,-,-,438.4,-,426.7,-,425.58,-,380.02,-,357.01,-,198.62,-,191.46,-
48,Machinery,-,-,347.47,-,-,-,321.06,-,304.39,-,285.57,-,264.15,-,225.2,-,227.22,-,216.84,-
49,Construction In Progress,-,-,19.56,-,-,-,25.33,-,27.95,-,15.33,-,77.35,-,619.34,-,757.85,-,610.98,-
