,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
19,Quick Ratio,2.20,2.20,1.89,1.95,1.86,1.99,-,2.58,2.11,2.68,2.48,2.82,2.70,3.31,3.77,4.48,4.50,-,-,-
20,Current Ratio,3.97,3.97,3.52,3.70,3.66,4.21,-,4.70,3.60,4.49,4.02,4.20,3.90,4.50,4.80,5.50,5.55,-,-,-
21,Return on Equity (ROE),11.38%,31.22%,13.23%,-,-,-,10.12%,12.72%,13.95%,14.35%,17.35%,15.15%,11.53%,15.98%,14.14%,-,-,-,-,
22,Return on Assets (ROA),7.71%,5.66%,7.88%,-,-,-,6.16%,4.59%,7.74%,6.74%,9.39%,8.33%,6.34%,9.50%,8.56%,-,-,-,-,
23,Return on Capital (ROIC),9.11%,6.83%,9.65%,-,-,-,7.57%,5.66%,9.48%,8.31%,11.60%,10.24%,7.65%,11.31%,10.12%,-,-,-,-,
24,Return on Capital Employed (ROCE),12.53%,12.81%,11.64%,10.54%,9.95%,8.84%,-,11.22%,12.94%,14.80%,14.31%,14.93%,14.61%,12.76%,13.36%,13.75%,11.32%,-,-,-
25,Earnings Yield,4.44%,5.27%,5.94%,3.07%,3.05%,3.22%,2.88%,2.94%,4.11%,5.07%,3.96%,4.34%,3.27%,3.30%,3.12%,4.11%,3.30%,-,-,-
26,FCF Yield,1.73%,2.05%,-0.13%,-0.24%,-3.17%,-4.45%,-2.71%,-2.96%,-2.40%,-1.01%,-0.42%,0.14%,0.59%,1.08%,1.46%,1.61%,1.96%,-,-,-
27,Dividend Yield,1.13%,-,-,-,1.51%,-,-,-,1.79%,-,-,-,1.41%,-,-,-,1.63%,-,-,-
28,Payout Ratio,25.57%,1.20%,54.82%,-,-,9.86%,290.26%,-,-,5.19%,143.91%,-,-,7.67%,120.78%,-,-,-,69.52%,-
29,Buyback Yield / Dilution,-1.61%,-3.63%,1.35%,0.06%,-4.32%,4.00%,-4.13%,0.63%,-2.53%,-2.17%,4.76%,-0.58%,-30.60%,-29.99%,-40.89%,-29.98%,-,-,-,-
30,Total Shareholder Return,-0.47%,-3.63%,1.35%,0.06%,-2.82%,4.00%,-4.13%,0.63%,-0.74%,-2.17%,4.76%,-0.58%,-29.19%,-29.99%,-40.89%,-29.98%,1.63%,-,-,-
