,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
22,Net Income to Common,24.18,15.12,30.54,20.57,32.5,15.44,23.93,8.95,44.79,11.3,20.54,2.2,38.45,4.61,24.31,1.78,33.51,10.04,38.23,-7.76
23,Net Income Growth,-25.60%,-2.07%,27.60%,129.88%,-27.43%,36.65%,16.53%,306.21%,16.49%,145.02%,-15.52%,23.99%,14.73%,-54.07%,-36.41%,-,-,-,-,-
24,Shares Outstanding (Basic),142,129,139,137,134,140,146,128,135,141,157,110,136,140,112,89,102,101,106,97
25,Shares Outstanding (Diluted),142,129,139,137,134,140,146,128,145,141,157,110,136,140,112,89,102,101,106,97
26,Shares Change (YoY),6.50%,-7.82%,-4.83%,7.28%,-7.53%,-0.54%,-7.14%,16.06%,6.56%,0.38%,40.73%,23.99%,33.41%,39.45%,5.34%,-8.42%,-,-,-,-
27,EPS (Basic),0.17,0.12,0.22,0.15,0.24,0.11,0.16,0.07,0.33,0.08,0.13,0.02,0.28,0.03,0.22,0.02,0.33,0.10,0.36,-0.08
28,EPS (Diluted),0.17,0.12,0.22,0.15,0.24,0.11,0.16,0.07,0.31,0.08,0.13,0.02,0.28,0.03,0.22,0.02,0.33,0.10,0.36,-0.08
29,EPS Growth,-30.14%,6.24%,34.07%,114.29%,-21.51%,37.40%,25.48%,250.00%,9.32%,144.11%,-39.97%,0%,-14.01%,-67.06%,-39.64%,-,-,-,-,-
30,Free Cash Flow,-,30.16,60.65,-13.3,52.59,12.83,-17.72,29.12,20.36,-31.68,-7.3,-2.3,55.11,17.01,-19.13,-40.32,54.8,-35.94,-27.49,-16.36
31,Free Cash Flow Per Share,-,0.23,0.44,-0.10,0.39,0.09,-0.12,0.23,0.14,-0.22,-0.05,-0.02,0.41,0.12,-0.17,-0.45,0.54,-0.36,-0.26,-0.17
32,Dividend Per Share,-,-,-,-,0.500,-,-,-,0.200,-,-,-,0.420,-,-,-,-,-,-,-
33,Dividend Growth,-,-,-,-,150.00%,-,-,-,-52.38%,-,-,-,-,-,-,-,-,-,-,-
34,Gross Margin,260.16%,34.54%,35.94%,37.13%,38.17%,39.23%,36.55%,32.94%,31.06%,28.75%,27.31%,25.96%,27.53%,32.68%,31.74%,29.20%,35.70%,31.30%,37.39%,13.98%
35,Operating Margin,15.91%,16.15%,16.19%,16.64%,14.00%,17.21%,16.95%,11.14%,19.37%,11.09%,12.05%,3.32%,14.72%,8.77%,15.42%,5.66%,16.86%,12.27%,21.03%,-27.72%
36,Profit Margin,12.86%,9.88%,16.30%,15.98%,15.30%,12.13%,16.43%,10.41%,18.91%,8.80%,12.09%,3.10%,17.41%,5.30%,14.62%,3.09%,18.77%,8.60%,18.85%,-26.03%
37,Free Cash Flow Margin,-,19.69%,32.38%,-10.33%,24.75%,10.08%,-12.16%,33.89%,8.60%,-24.67%,-4.30%,-3.23%,24.95%,19.53%,-11.50%,-70.06%,30.69%,-30.76%,-13.56%,-54.88%
38,EBITDA,33.29,28.1,33.93,24.79,33.1,24.52,27.7,12.17,48.46,16.83,23.02,4.95,35.1,10.05,28.22,5.66,32.52,16.55,44.98,-6.04
39,EBITDA Margin,17.71%,18.35%,18.12%,19.26%,15.58%,19.26%,19.01%,14.17%,20.47%,13.10%,13.55%,6.95%,15.89%,11.54%,16.97%,9.84%,18.21%,14.17%,22.18%,-20.26%
40,D&A For EBITDA,3.37,3.37,3.61,3.37,3.37,2.6,3.01,2.6,2.6,2.58,2.55,2.58,2.58,2.41,2.57,2.41,2.41,2.22,2.34,2.22
41,EBIT,29.92,24.73,30.33,21.42,29.73,21.92,24.7,9.57,45.85,14.25,20.48,2.36,32.52,7.64,25.65,3.25,30.11,14.33,42.64,-8.26
42,EBIT Margin,15.91%,16.15%,16.19%,16.64%,14.00%,17.21%,16.95%,11.14%,19.37%,11.09%,12.05%,3.32%,14.72%,8.77%,15.42%,5.66%,16.86%,12.27%,21.03%,-27.72%
43,Effective Tax Rate,11.60%,16.21%,13.70%,10.47%,14.46%,9.31%,8.85%,4.30%,16.28%,10.87%,8.49%,-,13.40%,2.02%,8.77%,11.35%,11.28%,13.90%,12.45%,-
44,Revenue as Reported,-,153.13,187.31,128.72,212.44,127.33,145.7,85.92,236.78,128.41,169.9,71.13,220.88,87.1,166.32,57.54,178.56,116.81,202.78,29.8
