,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
27,Shares Change (YoY),0.29%,-0.01%,0.75%,34.68%,33.22%,33.27%,32.84%,-0.09%,-0.07%,0.35%,0.35%,-,-,-,-
28,EPS (Basic),0.85,0.80,0.57,0.59,0.63,0.67,0.89,1.25,1.82,1.77,1.77,1.05,0.84,0.45,0.45
29,EPS (Diluted),0.85,0.80,0.57,0.59,0.63,0.67,0.89,1.25,1.82,1.77,1.77,1.05,0.84,0.45,0.45
30,EPS Growth,34.94%,19.41%,-35.96%,-52.69%,-65.39%,-62.23%,-49.86%,18.95%,116.94%,294.44%,294.44%,-,-,-,-
31,Free Cash Flow,-630.72,-60.41,-452.11,420.4,35.31,-419.89,-722.16,-427.05,-836.07,-229.94,-229.94,9.52,-296.7,-90.25,-90.25
32,Free Cash Flow Per Share,-2.42,-0.23,-1.73,1.60,0.14,-1.62,-2.79,-2.20,-4.29,-1.18,-1.18,0.05,-1.52,-0.46,-0.46
33,Dividend Per Share,-,-,-,0.800,-,-,-,1.000,-,-,-,-,-,-,-
34,Dividend Growth,-,-,-,-20.00%,-,-,-,-,-,-,-,-,-,-,-
35,Gross Margin,24.39%,25.20%,26.64%,20.09%,25.33%,22.57%,34.99%,32.96%,41.49%,44.13%,44.13%,35.53%,39.43%,36.20%,36.20%
36,Operating Margin,17.61%,21.73%,22.43%,9.17%,24.17%,14.86%,31.84%,26.75%,36.38%,41.32%,41.32%,29.65%,30.03%,29.40%,29.40%
37,Profit Margin,14.49%,16.88%,17.27%,12.69%,13.57%,17.18%,24.20%,19.51%,26.47%,31.49%,31.49%,22.41%,23.91%,23.73%,23.73%
38,Free Cash Flow Margin,-41.32%,-4.90%,-52.50%,34.46%,2.93%,-41.41%,-75.82%,-34.28%,-62.46%,-20.93%,-20.93%,1.04%,-43.41%,-24.49%,-24.49%
39,EBITDA,331.07,333.28,255.41,174.19,322.08,210.68,334.2,376.46,519.87,477.84,477.84,293.54,246.8,109.98,109.98
40,EBITDA Margin,21.69%,27.05%,29.66%,14.28%,26.74%,20.78%,35.09%,30.22%,38.84%,43.48%,43.48%,32.06%,36.11%,29.85%,29.85%
41,D&A For EBITDA,62.27,65.54,62.27,62.27,30.96,60.02,30.96,43.23,32.95,23.83,23.83,22.05,41.55,1.62,1.62
42,EBIT,268.8,267.74,193.15,111.92,291.11,150.66,303.24,333.23,486.92,454,454,271.49,205.25,108.35,108.35
43,EBIT Margin,17.61%,21.73%,22.43%,9.17%,24.17%,14.86%,31.84%,26.75%,36.38%,41.32%,41.32%,29.65%,30.03%,29.40%,29.40%
44,Effective Tax Rate,18.09%,19.00%,20.82%,20.70%,19.26%,11.35%,17.97%,14.59%,19.39%,20.68%,20.68%,19.41%,17.89%,16.76%,16.76%
45,Revenue as Reported,1526,1232,861.22,1220,1204,1014,952.49,1246,1339,1099,1099,2336,-,-,-
