,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
38,Total Liabilities & Equity,8149,7608,7647,7418,7924,7777,-,8870,6101,4928,4928,3672,-,2119,2119
39,Total Debt,1525,1284,1364,1242,1320,1184,2159,2159,1765,922.13,922.13,557.64,75.06,75.06,75.06
40,Net Cash (Debt),-1235,-989.16,-1267,-1108,-609.95,-542.16,-8.48,-8.48,-1626,-763.03,-763.03,-436.7,-16.66,-16.66,-16.66
41,Net Cash Per Share,-4.75,-3.81,-4.85,-4.23,-2.35,-2.09,-0.03,-0.04,-8.35,-3.91,-3.91,-2.24,-0.09,-0.09,-0.09
42,Filing Date Shares Outstanding,260.96,260.96,260.91,261.98,259.38,259.77,258.97,259.77,194.83,194.83,194.83,194.83,194.83,194.83,194.83
43,Total Common Shares Outstanding,260.96,260.96,260.91,261.98,259.38,259.77,258.97,259.77,194.83,194.83,194.83,194.83,194.83,194.83,194.83
44,Working Capital,3952,3478,3570,3545,3454,3023,-,2859,802.91,538.31,538.31,857.03,-,657.13,657.13
45,Book Value Per Share,23.16,22.30,22.29,21.62,21.23,20.56,20.00,20.00,14.83,13.02,13.02,9.46,7.82,7.82,7.82
46,Tangible Book Value,5764,5538,5534,5453,5294,5128,4981,4981,2673,2318,2318,1686,1365,1365,1365
47,Tangible Book Value Per Share,22.09,21.22,21.21,20.81,20.41,19.74,19.17,19.17,13.72,11.90,11.90,8.66,7.00,7.00,7.00
48,Buildings,-,715.27,-,706.43,-,700.53,-,654.93,459.64,385,385,251.56,-,-,-
49,Machinery,-,2126,-,2058,-,1974,-,1754,1099,877.12,877.12,661.06,-,-,-
50,Construction In Progress,-,248.78,-,39.83,-,7.23,-,124.3,680.87,654.17,654.17,119.62,-,-,-
