,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
34,Retained Earnings,417.1,417.99,421.7,403.52,374.65,347.88,357.52,309.8,279.61,247.55,-,197.72,-,-,-
35,Treasury Stock,-49.94,-49.94,-49.94,-49.94,-,-,-,-,-,-,-,-,-,-,-
36,Total Common Equity,1890,1891,1894,1876,1897,1870,1880,1832,1802,445.04,395.21,395.21,-,-,295.03
37,Minority Interest,15.63,14.91,14.16,13.66,13.16,12.55,11.99,12.48,0.28,0.25,-,0.25,-,-,-
38,Shareholders' Equity,1905,1905,1908,1890,1910,1883,1892,1845,1803,445.29,395.46,395.46,-,-,295.2
39,Total Liabilities & Equity,1991,2008,2016,2018,2028,2021,2035,2009,1946,564.02,-,481.93,-,-,-
40,Total Debt,6.02,14.43,34.25,39.32,41.33,44.57,45.61,50.73,45.3,37.37,23.71,23.71,-,-,12.25
41,Net Cash (Debt),1051,1083,1129,1167,1245,1287,1303,1327,1365,50.09,64.48,64.48,-,-,133.44
42,Net Cash Growth,-15.58%,-15.85%,-13.34%,-12.04%,-8.78%,2469.14%,1920.67%,1958.02%,-,-,-51.68%,-,-,-,-
43,Net Cash Per Share,9.57,9.64,10.56,10.85,11.20,11.85,11.78,12.02,16.63,0.59,0.80,0.77,-,-,1.62
44,Filing Date Shares Outstanding,108.91,108.91,108.91,108.91,109.89,109.89,109.89,109.89,109.89,82.41,81.01,82.41,82.22,82.24,82.24
45,Total Common Shares Outstanding,108.91,108.91,108.91,108.91,109.89,109.89,109.89,109.89,109.89,82.41,81.01,82.41,82.22,82.24,82.24
46,Working Capital,1300,1321,1363,1405,1478,1504,1544,1537,1578,250.28,-,222.03,-,-,-
47,Book Value Per Share,17.35,17.36,17.39,17.23,17.26,17.02,17.11,16.67,16.40,5.40,4.80,4.80,-,-,3.58
48,Tangible Book Value,1798,1798,1802,1784,1807,1780,1789,1784,1760,402.78,352.68,352.68,-,-,291.01
49,Tangible Book Value Per Share,16.51,16.51,16.54,16.38,16.44,16.19,16.28,16.24,16.02,4.89,4.28,4.28,-,-,3.53
50,Buildings,-,201.24,-,218.26,-,-,-,177.16,-,8.67,-,8.67,-,-,-
51,Machinery,-,244.53,-,10.6,-,211.19,-,8.39,-,164.6,-,143.75,-,-,-
52,Construction In Progress,-,51.81,-,192.31,-,133.84,-,110.44,-,38.57,-,8.99,-,-,-
