,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
27,Total Current Liabilities,-,808.61,806.49,1070,1089,1113,1149,1371,1304,1530,1547,1044,1089,-,-,-,789.58,789.58,464.32,464.32
28,Long-Term Debt,-,-,-,-,-,-,40.04,50.05,50.05,50.05,50.05,50.09,-,-,-,-,-,-,-,-
29,Long-Term Leases,-,3.3,0.64,1.44,7.28,10.44,14.05,18.22,21.63,19.96,28.11,33.47,30.09,-,-,-,-,-,-,-
30,Long-Term Unearned Revenue,-,232.86,237.6,238.85,240.76,154.25,169.63,147.84,153.12,159.27,167.5,170.47,179.54,-,-,-,201.31,201.31,111.07,111.07
31,Long-Term Deferred Tax Liabilities,-,5.24,5.5,5.97,6.43,-,-,-,5.87,-,-,-,-,-,-,-,-,-,-,-
32,Total Liabilities,-,1050,1050,1316,1343,1278,1373,1587,1535,1760,1793,1298,1298,-,-,-,990.89,990.89,575.39,575.39
33,Common Stock,-,1037,1037,1037,1037,1037,1037,740.67,740.67,740.67,740.67,628.24,628.24,-,-,-,628.24,628.24,628.24,628.24
34,Additional Paid-In Capital,-,4466,4405,4361,4305,4246,4202,4464,4434,4410,4364,2803,2757,-,-,-,2579,2432,2365,2365
35,Retained Earnings,-,-4236,-4084,-3888,-3728,-3486,-3389,-3227,-3084,-2805,-2541,-2332,-2216,-,-,-,-1583,-1435,-1031,-1031
36,Comprehensive Income & Other,-,13.26,11.62,9.99,8.65,6.91,5.2,3.47,2.86,1.41,2.87,2.36,1.99,-,-,-,-,-,-,-
37,Total Common Equity,1280,1280,1370,1520,1623,1804,1856,1981,2094,2347,2566,1102,1171,-,-,1625,1625,1625,1962,1962
38,Minority Interest,-,-223.72,-221.39,-221.07,-217.57,-215.49,-214.89,-210.11,-203.87,-176.26,-164.17,-159.12,-156.67,-,-,-,-124.62,-124.62,-106.22,-106.22
39,Shareholders' Equity,1056,1056,1148,1299,1405,1588,1641,1771,1890,2170,2402,942.51,1014,-,-,1500,1500,1500,1856,1856
40,Total Liabilities & Equity,-,2106,2199,2615,2749,2866,3014,3358,3425,3930,4195,2241,2313,-,-,-,2491,2491,2431,2431
41,Total Debt,376.08,376.08,421.75,626.74,606.94,659.23,743.44,1009,919.77,1160,1165,588.06,484.17,-,-,208.8,208.8,208.8,130,130
42,Net Cash (Debt),526.34,526.34,590.07,681.25,817.98,786.89,994.74,1079,1295,908.09,1302,141.73,469.86,-,-,1031,1031,1031,1231,1231
43,Net Cash Growth,-35.65%,-33.11%,-40.68%,-36.89%,-36.82%,-13.35%,-23.62%,661.58%,175.57%,-,-,-86.25%,-54.43%,-,-,-16.22%,-,-,-,-
44,Net Cash Per Share,0.49,0.52,0.58,0.64,0.77,0.78,0.95,1.05,1.22,0.89,1.34,0.17,0.54,-,-,1.21,1.16,1.16,1.44,1.44
45,Filing Date Shares Outstanding,1065,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,879.54,879.54,863.81,915.78,850.26,879.54,879.54,879.54,879.54
46,Total Common Shares Outstanding,1065,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,879.54,879.54,863.81,915.78,850.26,879.54,879.54,879.54,879.54
47,Working Capital,-,896.88,957.36,1078,1198,1329,1465,1629,1827,1805,2032,885.65,946.49,-,-,-,1217,1217,1524,1524
48,Book Value Per Share,1.23,1.23,1.32,1.47,1.56,1.74,1.79,1.91,2.02,2.26,2.47,1.25,1.33,-,-,1.85,1.85,1.85,2.23,2.23
49,Tangible Book Value,1142,1142,1222,1372,1510,1724,1772,1889,1992,2236,2456,990.46,1064,-,-,1542,1542,1542,1913,1913
50,Tangible Book Value Per Share,1.10,1.10,1.18,1.32,1.46,1.66,1.71,1.82,1.92,2.16,2.37,1.13,1.21,-,-,1.75,1.75,1.75,2.18,2.18
51,Machinery,-,-,452.65,-,449.26,-,328.61,-,283.05,-,280.44,-,282.87,-,-,-,290.27,290.27,274.5,274.5
