,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019
26,Total Liabilities,99.34,85.59,89.36,100.37,84.99,79.08,71.96,86.03,71.01,69.86,67.33,82.61,71.26,66.83,61.04,87.82,-,44.28,-,53.52
27,Common Stock,191.56,191.68,136.92,136.92,136.92,136.92,134.4,134.4,134.4,134.4,96,96,96,96,96,96,-,72,-,72
28,Additional Paid-In Capital,566.27,563.82,617.99,616.23,615.32,612.2,597.87,597.87,597.87,597.87,636.27,636.27,636.27,636.27,636.27,636.27,-,204.36,-,204.36
29,Retained Earnings,523.92,492,487.68,464.38,449.09,421.51,416.74,400.12,383.52,358.8,364.49,344.96,327.47,300.95,297.51,279.45,-,236.15,-,219.61
30,Treasury Stock,-40.99,-41.72,-16.85,-16.85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31,Comprehensive Income & Other,-0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
32,Total Common Equity,1241,1206,1226,1201,1201,1171,1149,1132,1116,1091,1097,1077,1060,1033,1030,1012,-,512.51,495.97,495.97
33,Minority Interest,-,-,-,-,-5.08,-3.73,-1.11,0.67,-0.51,-,-,-,-,-,-,-,-,-,-,-
34,Shareholders' Equity,1241,1206,1226,1201,1196,1167,1148,1133,1115,1091,1097,1077,1060,1033,1030,1012,-,512.51,495.97,495.97
35,Total Liabilities & Equity,1340,1291,1315,1301,1281,1246,1220,1219,1186,1161,1164,1160,1131,1100,1091,1100,-,556.79,-,549.49
36,Net Cash (Debt),539.74,519.93,574.28,556.21,520.08,521.04,474.03,473.72,474.99,464.98,530.64,541.55,528.34,562.29,604.65,653.3,-,133.69,133.85,133.85
37,Net Cash Growth,3.78%,-0.21%,21.15%,17.41%,9.49%,12.06%,-10.67%,-12.53%,-10.10%,-17.31%,-12.24%,-17.11%,-,320.59%,351.72%,388.07%,-,-,-,-
38,Net Cash Per Share,2.88,2.77,2.99,2.88,2.85,2.71,2.44,2.46,2.63,2.35,2.72,2.95,2.85,2.91,3.24,4.58,-,0.96,0.94,0.95
39,Filing Date Shares Outstanding,188.46,189.07,191.68,191.68,191.68,191.68,188.16,188.16,188.16,188.16,188.16,188.16,188.16,188.16,188.16,188.16,141.12,141.12,142.29,141.12
40,Total Common Shares Outstanding,188.46,189.07,191.68,191.68,191.68,191.68,188.16,188.16,188.16,188.16,188.16,188.16,188.16,188.16,188.16,188.16,141.12,141.12,142.29,141.12
41,Working Capital,724.03,693.97,723.64,698.59,694.55,671.83,612.57,592.94,612.68,596.94,655.53,648.24,657.77,655.09,695.27,700.84,-,214.58,-,221.03
42,Book Value Per Share,6.58,6.38,6.39,6.26,6.27,6.11,6.11,6.02,5.93,5.80,5.83,5.73,5.63,5.49,5.47,5.38,-,3.63,3.51,3.51
43,Tangible Book Value,1209,1173,1193,1168,1168,1137,1115,1098,1082,1057,1062,1042,1025,997.97,994.28,975.96,-,476.24,459.21,459.21
44,Tangible Book Value Per Share,6.41,6.21,6.22,6.09,6.09,5.93,5.93,5.84,5.75,5.62,5.65,5.54,5.45,5.30,5.28,5.19,-,3.37,3.25,3.25
45,Buildings,-,283.64,-,283.82,-,279.36,-,279.2,-,225.69,-,181.05,-,166.79,-,165.71,-,160.28,-,122.84
46,Machinery,-,378.37,-,362.83,-,347.66,-,315.2,-,304.95,-,278.7,-,251.28,-,231.77,-,218.56,-,213.84
47,Construction In Progress,-,8.09,-,3.52,-,6.16,-,26.79,-,54.31,-,92.83,-,75.05,-,31.77,-,23.01,-,35.2
