,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
19,Other Unusual Items,-0.66,-17.08,17.4,0.34,18.79,0.15,-0.15,-,33.49,-,-,-,19.46,-,-,-,12.3,-9.06,1.95,4.53
20,Pretax Income,-62.14,-22.91,50.23,-53.29,40.05,-90.94,35.38,32.92,-177.81,-13.56,43.18,-5.91,179.85,39.06,60.55,29.13,157.14,58.4,14.71,20.73
21,Income Tax Expense,5.62,-6.49,3.93,-11.53,0.22,-12.19,7.27,1.26,-40.34,-0.42,0.59,4.78,23.12,9.21,11.74,5.31,21.3,11.98,5.32,5.22
22,Earnings From Continuing Operations,-67.76,-16.42,46.29,-41.76,39.83,-78.75,28.11,31.67,-137.47,-13.14,42.59,-10.69,156.73,29.84,48.81,23.83,135.83,46.42,9.39,15.51
23,Minority Interest in Earnings,-0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-
24,Net Income,-67.76,-16.42,46.29,-41.76,39.83,-78.75,28.11,31.67,-137.47,-13.14,42.59,-10.69,156.73,29.84,48.81,23.83,135.83,46.42,9.39,15.51
25,Net Income to Common,-67.76,-16.42,46.29,-41.76,39.83,-78.75,28.11,31.67,-137.47,-13.14,42.59,-10.69,156.73,29.84,48.81,23.83,135.83,46.42,9.39,15.51
26,Net Income Growth,-,-,64.70%,-,-,-,-34.00%,-,-,-,-12.75%,-,15.38%,-35.72%,419.95%,53.67%,-,-,-,-
27,Shares Outstanding (Basic),109,170,100,127,142,125,122,132,126,136,132,134,121,99,97,99,99,-,104,100
28,Shares Outstanding (Diluted),109,170,100,127,142,125,122,132,126,136,132,134,121,99,97,99,99,-,104,100
29,Shares Change (YoY),-22.88%,35.77%,-18.46%,-4.08%,12.64%,-7.94%,-7.36%,-1.28%,4.19%,36.98%,36.17%,34.61%,22.49%,-,-6.97%,-0.76%,-,-,-,-
30,EPS (Basic),-0.62,-0.10,0.46,-0.33,0.28,-0.63,0.23,0.24,-1.09,-0.10,0.32,-0.08,1.30,0.30,0.50,0.24,1.38,-,0.09,0.15
31,EPS (Diluted),-0.62,-0.10,0.46,-0.33,0.28,-0.63,0.23,0.24,-1.09,-0.10,0.32,-0.08,1.30,0.30,0.50,0.24,1.38,-,0.09,0.15
32,EPS Growth,-,-,101.98%,-,-,-,-28.76%,-,-,-,-35.93%,-,-5.80%,-,458.91%,54.84%,-,-,-,-
33,Free Cash Flow,-,171.88,48.36,-51.72,-15.19,-29.55,62.09,81.24,-327.55,73.64,-132.88,-182.79,-146.04,-122.49,-174.96,-170.16,-23.43,-31.99,-42.45,-42.45
34,Free Cash Flow Per Share,-,1.01,0.48,-0.41,-0.11,-0.24,0.51,0.62,-2.60,0.54,-1.01,-1.37,-1.21,-1.23,-1.80,-1.71,-0.24,-,-0.41,-0.42
35,Dividend Per Share,-,-,-,-,0.079,-,-,-,-,-,-,-,0.600,-,-,-,-,-,-,-
36,Gross Margin,-72.81%,50.32%,13.51%,13.42%,9.10%,42.32%,15.91%,18.28%,6.05%,20.54%,17.62%,12.48%,23.14%,29.57%,31.26%,38.51%,40.78%,38.41%,31.83%,29.79%
37,Operating Margin,-29.45%,31.81%,-0.34%,-8.02%,-5.73%,-14.22%,1.04%,14.06%,-18.99%,-5.81%,4.85%,-24.53%,11.28%,12.45%,16.20%,16.32%,23.96%,22.42%,7.62%,8.32%
38,Profit Margin,-9.90%,-3.59%,4.64%,-12.12%,4.06%,-40.95%,5.71%,10.88%,-11.02%,-3.45%,6.96%,-14.34%,12.67%,7.02%,13.02%,13.84%,22.58%,15.53%,6.72%,10.20%
39,Free Cash Flow Margin,-,37.57%,4.84%,-15.01%,-1.55%,-15.37%,12.61%,27.90%,-26.26%,19.33%,-21.71%,-245.07%,-11.81%,-28.80%,-46.66%,-98.81%,-3.89%,-10.70%,-30.38%,-27.93%
40,EBITDA,-192.11,155.06,11.6,-18.12,-46.74,-20.06,14.12,48.24,-229.56,-16.78,36.47,-12.96,144.84,54.7,65.02,29.87,145.89,68,11.64,13.62
41,EBITDA Margin,-28.06%,33.89%,1.16%,-5.26%,-4.76%,-10.43%,2.87%,16.57%,-18.41%,-4.40%,5.96%,-17.37%,11.71%,12.86%,17.34%,17.34%,24.25%,22.75%,8.33%,8.96%
42,D&A For EBITDA,9.51,9.51,14.97,9.51,9.51,7.29,8.99,7.29,7.29,5.34,6.78,5.34,5.34,1.77,4.27,1.77,1.77,0.99,0.99,0.99
43,EBIT,-201.62,145.55,-3.37,-27.63,-56.25,-27.35,5.13,40.95,-236.85,-22.12,29.68,-18.29,139.5,52.94,60.75,28.1,144.13,67.01,10.65,12.64
44,EBIT Margin,-29.45%,31.81%,-0.34%,-8.02%,-5.73%,-14.22%,1.04%,14.06%,-18.99%,-5.81%,4.85%,-24.53%,11.28%,12.45%,16.20%,16.32%,23.96%,22.42%,7.62%,8.32%
45,Effective Tax Rate,-,-,7.83%,-,0.55%,-,20.55%,3.81%,-,-,1.37%,-,12.85%,23.59%,19.39%,18.21%,13.56%,20.51%,36.17%,25.19%
46,Revenue as Reported,-,457.54,998.7,344.58,981.54,192.3,492.4,291.16,1247,380.92,612.2,74.59,1237,425.35,374.96,172.22,1204,-,-,-
47,Advertising Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.35,-
