,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
22,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,0.78,0.08,-,18.23,18.52,18.79,-,-,-,-,-,-,-
23,Current Portion of Leases,-,1.65,1.65,2.56,2.52,1.62,0.8,-,0.73,-,0.84,-,0.09,0.09,0.09,-,-,-,-,-
24,Current Income Taxes Payable,-,1.09,-,-1.19,-,3.89,-,0.61,-,-,-,-0.1,9.84,0.62,0.25,6.08,5.05,-,-,-
25,Current Unearned Revenue,-,94.24,108.55,135.95,106.44,145.61,101.28,104.3,74.19,-,75.22,75.98,57.63,98.8,86.6,60.67,87.56,-,-,-
26,Other Current Liabilities,-,3.58,5.75,4.79,5.29,5.3,7.2,18.78,8.31,-,20.03,25.47,27.89,20.2,18.99,16.07,11.95,-,-,-
27,Total Current Liabilities,-,250.58,273.16,376.24,306.15,337.09,285.92,313.06,373.71,-,357.39,315.78,320.21,280.29,255.7,243.03,304.09,-,-,-
28,Long-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,18.27,19.98,20.03,20.87,-,-,-
29,Long-Term Leases,-,-,-,-,-,0.86,1.65,2.52,2.48,-,2.52,0.05,0.08,0.1,0.13,0.25,0.28,-,-,-
30,Long-Term Unearned Revenue,-,3.6,3.59,3.66,3.81,3.75,3.95,3.84,3.87,-,3.79,3.89,4.02,0.45,0.48,0.55,0.55,-,-,-
31,Other Long-Term Liabilities,-,19.95,18.71,17.27,16.93,14.6,13.83,13.33,12.58,-,10.49,7.78,6.9,3.86,3.36,4.08,3.73,-,-,-
32,Total Liabilities,-,274.13,295.46,397.18,326.89,356.3,305.35,332.75,392.64,-,374.18,327.51,331.21,302.98,279.65,267.93,329.51,-,-,-
33,Common Stock,-,123.96,123.96,123.96,123.96,123.96,123.96,123.96,123.96,-,123.08,123.08,123.08,123.08,123.08,92.31,92.31,-,-,-
34,Additional Paid-In Capital,-,681.88,680.67,683.02,681.54,679.35,676.86,678.45,677.34,-,660.17,657.34,655.97,655.97,652.16,193.56,193.56,-,-,-
35,Retained Earnings,-,282.47,278.35,301.23,284.77,269.61,285.65,286.29,276.25,-,245.55,303.69,288.57,230.32,212.85,194.48,165.21,-,-,-
36,Treasury Stock,-,-30.41,-30.41,-30.41,-30.41,-30.41,-30.41,-11.39,-11.39,-,-3,-,-,-,-,-,-,-,-,-
37,Comprehensive Income & Other,-,-1.5,-0.17,0.03,-0.63,2.15,1.21,3.23,3.77,-,6.69,6.63,6.25,5.07,4.38,4.27,3,-,-,-
38,Shareholders' Equity,1056,1056,1052,1078,1059,1045,1057,1081,1070,-,1032,1091,1074,1014,992.46,484.62,454.07,-,-,335.35
39,Total Liabilities & Equity,-,1331,1348,1475,1386,1401,1363,1413,1463,-,1407,1418,1405,1317,1272,752.55,783.58,-,-,-
40,Total Debt,49.76,49.76,56.09,113.65,75.79,70.35,52.52,40.99,157.24,-,117.48,53.99,55.15,57.71,58.76,73,94.03,-,-,141.13
41,Net Cash (Debt),495.45,495.45,479.9,503.03,514.25,502.1,465.48,537.14,505.96,-,557.02,675.92,677.26,627.39,578.77,75.83,81.98,-,-,4.55
42,Net Cash Growth,-3.66%,-1.32%,3.10%,-6.35%,1.64%,-,-16.43%,-20.53%,-25.29%,-,-3.76%,791.40%,726.16%,-,-,1565.37%,-,-,-,-
43,Net Cash Per Share,3.84,4.19,3.86,3.97,4.24,3.79,4.25,4.28,3.23,-,4.38,5.36,5.89,5.30,5.00,0.83,0.89,-,-,0.05
44,Filing Date Shares Outstanding,129.05,122.73,122.73,122.73,122.73,123.24,123.24,125.52,123.45,83.89,122.98,123.08,123.08,123.08,123.08,123.08,92.31,90.19,88.26,97.26
45,Total Common Shares Outstanding,122.73,122.73,122.73,122.73,122.73,123.24,123.24,125.52,123.45,83.89,122.98,123.08,123.08,123.08,123.08,92.31,92.31,90.19,88.26,97.26
46,Working Capital,-,644.14,657.98,669.38,642.6,658.15,675.78,739.85,750.87,-,781.25,857.51,843.63,810.66,792.49,297.76,262.67,-,-,-
47,Book Value Per Share,8.61,8.61,8.57,8.78,8.63,8.48,8.58,8.61,8.67,-,8.40,8.86,8.73,8.24,8.06,5.25,4.92,-,-,3.94
48,Tangible Book Value,1030,1030,1026,1051,1032,1018,1031,1054,1044,-,1012,1072,1055,995.67,973.37,465.39,434.57,-,-,316.04
49,Tangible Book Value Per Share,8.39,8.39,8.36,8.56,8.41,8.26,8.37,8.40,8.45,-,8.23,8.71,8.57,8.09,7.91,5.04,4.71,-,-,3.71
50,Buildings,-,-,155.76,-,156.35,-,139.07,-,89.5,-,87.65,-,86.16,-,87.73,-,88.99,-,-,-
51,Machinery,-,-,380.55,-,367.65,-,317.66,-,291.37,-,255.84,-,247.84,-,228.48,-,225.83,-,-,-
52,Construction In Progress,-,-,15.9,-,23.12,-,68.59,-,42.08,-,24.51,-,7.12,-,5.74,-,3.6,-,-,-
