,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Operating Expenses,466.61,26.38,50.8,19.41,54.47,40.81,40.71,30.76,43.07,39.5,35.62,35.26,19.75,39.71,30.9,29.06,45.28,32.12,9,22.53
10,Operating Income,21.1,23.82,7.66,16.24,-4.32,-10.89,-9.12,4.24,-6.54,14.57,-14.55,12.81,53.47,13.82,17.34,34.2,13.78,36.58,38.72,25.22
11,Interest Expense,-2.57,-0.31,-0.36,-0.46,-1.25,-0.51,-,-1.44,-1.19,-1.34,-0.5,-0.42,-,-1.89,-0.28,-0.51,-0.41,-0.79,-0.34,-1.09
12,Interest & Investment Income,1.13,0.25,0.87,1.45,-,2.02,1.06,1.12,6.17,-,3.08,1.16,3.69,5.69,1.88,0.62,0.74,0.28,-,0.61
13,Currency Exchange Gain (Loss),-,1.41,-1.41,-,12.73,-7.46,7.46,-,0.23,-0.96,0.96,-,-2.45,0.54,-0.54,-,0.05,-0.71,0.71,-
14,Other Non Operating Income (Expenses),-2.18,2.54,1.29,-1.5,-3.45,3.06,-4,3.6,-0.64,1.17,-1.08,-0.6,2.52,-3.13,-0.05,-0.31,0.17,-0.74,0.22,-0.36
15,EBT Excluding Unusual Items,17.48,27.72,8.05,15.72,3.72,-13.78,-4.6,7.52,-1.96,13.44,-12.08,12.96,57.24,15.03,18.36,33.99,14.34,34.61,39.31,24.37
16,Gain (Loss) on Sale of Investments,-8.17,2.5,3.2,2.47,-0.45,2.29,3.77,2.41,-0.27,6.5,1.72,3.57,-1.14,1.17,1.44,-,-,-,-0.73,-
17,Gain (Loss) on Sale of Assets,-0.03,0.04,-0.01,-,0.04,-0.08,0.03,-1.47,-0.23,-0.25,-0.34,-0.16,0.05,-0.29,-0.49,-,-0.94,0.91,-0.8,0.03
18,Asset Writedown,3.51,-3.51,0.4,-0.4,0.97,-1.66,-0.84,0.84,1.98,-1.98,0.77,-0.77,0.68,-0.68,-0.98,0.98,1.6,-1.6,-,-
19,Other Unusual Items,-,-18.25,18.25,-,11.78,-0.44,0.44,-,10.71,0.57,-0.57,-,10.43,4.88,0.65,-,27.61,-,-,-
20,Pretax Income,12.78,8.5,29.88,17.8,16.06,-13.67,-1.2,9.3,10.22,18.27,-10.5,15.61,67.25,20.11,18.98,34.97,42.61,33.92,37.78,24.4
21,Income Tax Expense,-0.32,-1.74,3.67,1.34,0.89,-3.77,-0.56,-0.74,-2.09,-0.11,-1.71,0.48,9,2.64,0.61,5.7,4.87,6.83,3.38,5.92
22,Net Income,13.1,10.25,26.21,16.46,15.17,-9.9,-0.64,10.04,12.31,18.39,-8.8,15.12,58.25,17.47,18.37,29.27,37.74,27.08,34.39,18.48
23,Net Income to Common,13.1,10.25,26.21,16.46,15.17,-9.9,-0.64,10.04,12.31,18.39,-8.8,15.12,58.25,17.47,18.37,29.27,37.74,27.08,34.39,18.48
24,Net Income Growth,-13.63%,-,-,63.88%,23.20%,-,-,-33.60%,-78.87%,5.26%,-,-48.34%,54.35%,-35.50%,-46.59%,58.41%,-,-,-,-
25,Shares Outstanding (Basic),129,118,124,127,121,132,109,126,157,84,127,126,115,118,116,91,92,90,88,97
26,Shares Outstanding (Diluted),129,118,124,127,121,132,109,126,157,84,127,126,115,118,116,91,92,90,88,97
27,Shares Change (YoY),6.40%,-10.80%,13.62%,0.85%,-22.58%,57.94%,-13.86%,-0.40%,36.20%,-29.15%,9.89%,37.76%,24.90%,31.29%,31.05%,-5.94%,-,-,-,-
28,EPS (Basic),0.10,0.09,0.21,0.13,0.13,-0.07,-0.01,0.08,0.08,0.22,-0.07,0.12,0.51,0.15,0.16,0.32,0.41,0.30,0.39,0.19
29,EPS (Diluted),0.10,0.09,0.21,0.13,0.13,-0.07,-0.01,0.08,0.08,0.22,-0.07,0.12,0.51,0.15,0.16,0.32,0.41,0.30,0.39,0.19
30,EPS Growth,-18.82%,-,-,62.50%,59.12%,-,-,-33.33%,-84.48%,48.57%,-,-62.50%,23.58%,-50.87%,-59.25%,68.42%,-,-,-,-
31,Free Cash Flow,-,43.45,13.82,-3.37,19.13,34.46,-58.32,27.06,-2.69,-43.83,-77.09,-2.9,42.06,43.98,18.96,-8.48,38.41,20.95,11.06,12.18
32,Free Cash Flow Per Share,-,0.37,0.11,-0.03,0.16,0.26,-0.53,0.22,-0.02,-0.52,-0.61,-0.02,0.37,0.37,0.16,-0.09,0.42,0.23,0.13,0.13
33,Dividend Per Share,-,-,0.050,-,0.400,-,-,-,0.050,-,-,-,0.401,-,-,-,-,-,-,-
34,Dividend Growth,-,-,-,-,700.00%,-,-,-,-87.53%,-,-,-,-,-,-,-,-,-,-,-
35,Gross Margin,247.69%,36.00%,33.68%,29.20%,26.85%,26.19%,25.50%,32.22%,24.15%,30.11%,17.46%,29.84%,30.73%,33.99%,30.71%,39.28%,29.13%,41.45%,37.25%,41.22%
36,Operating Margin,10.72%,17.09%,4.41%,13.30%,-2.31%,-9.53%,-7.36%,3.91%,-4.32%,8.11%,-12.05%,7.95%,22.45%,8.78%,11.04%,21.24%,6.80%,22.07%,30.22%,21.77%
37,Profit Margin,6.65%,7.35%,15.10%,13.48%,8.12%,-8.67%,-0.52%,9.24%,8.14%,10.24%,-7.29%,9.39%,24.45%,11.09%,11.69%,18.18%,18.61%,16.34%,26.85%,15.95%
38,Free Cash Flow Margin,-,31.16%,7.96%,-2.76%,10.24%,30.17%,-47.09%,24.91%,-1.78%,-24.40%,-63.87%,-1.80%,17.66%,27.93%,12.07%,-5.27%,18.94%,12.64%,8.64%,10.51%
39,EBITDA,29.34,32.06,17.99,24.48,3.92,-3.92,-1.18,11.21,0.42,21.02,-7.76,19.26,59.91,19.62,23.91,40.27,19.86,41.5,44.64,30.14
40,EBITDA Margin,14.90%,23.00%,10.36%,20.05%,2.10%,-3.44%,-0.95%,10.32%,0.28%,11.70%,-6.43%,11.96%,25.15%,12.46%,15.22%,25.01%,9.79%,25.04%,34.85%,26.01%
41,D&A For EBITDA,8.24,8.24,10.33,8.24,8.24,6.96,7.94,6.96,6.96,6.45,6.78,6.45,6.45,5.79,6.57,6.07,6.07,4.92,5.92,4.92
42,EBIT,21.1,23.82,7.66,16.24,-4.32,-10.89,-9.12,4.24,-6.54,14.57,-14.55,12.81,53.47,13.82,17.34,34.2,13.78,36.58,38.72,25.22
43,EBIT Margin,10.72%,17.09%,4.41%,13.30%,-2.31%,-9.53%,-7.36%,3.91%,-4.32%,8.11%,-12.05%,7.95%,22.45%,8.78%,11.04%,21.24%,6.80%,22.07%,30.22%,21.77%
44,Effective Tax Rate,-,-,12.28%,7.53%,5.54%,-,-,-,-,-,-,3.10%,13.38%,13.13%,3.21%,16.30%,11.44%,20.15%,8.96%,24.27%
45,Revenue as Reported,-,139.43,173.6,122.09,186.78,114.22,123.85,108.63,151.26,179.6,120.7,161.1,238.21,157.47,157.08,161.02,202.76,165.75,243.97,-
