,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
16,Accounts Payable,-,117.33,118.85,110.23,94.76,-,47.78,50.81,47.61,40.75,29.28,25.3,29.57,26.52,48.62,-,78.28,94.92,-,-
17,Accrued Expenses,-,0.87,6.38,4.5,13.71,-,4.64,3.03,9.18,7.54,5.92,3.28,12.94,6.53,6.79,-,13.77,6.26,-,-
18,Short-Term Debt,-,60.03,56.02,51.04,45.05,-,50.71,65.68,75.72,70.67,64.97,50.03,40.04,38.61,36.03,-,37.76,37.63,-,-
19,Current Portion of Leases,-,9.08,8.2,10.46,9.28,-,10.65,11.44,9.31,8.85,9.07,8.72,9.39,9.46,9.11,-,-,-,-,-
20,Current Income Taxes Payable,-,2.55,0.02,1.08,0.02,-,-,0.15,4.19,4.54,4.19,3.38,5.88,2.29,2.38,-,6.67,6.02,-,-
21,Current Unearned Revenue,-,27.93,2.77,2.69,1.99,-,1.02,1.29,0.22,1.22,1.19,1.34,0.35,0.58,0.29,-,6.51,3.8,-,-
22,Other Current Liabilities,-,5.36,2.36,3.14,2.04,-,3.27,2.57,1.96,4.29,10.53,2.09,1.61,0.08,2.45,-,1.97,2.24,-,-
23,Total Current Liabilities,-,223.15,194.6,183.14,166.85,-,118.07,134.96,148.19,137.87,125.15,94.14,99.79,84.05,105.66,-,144.96,150.85,-,-
24,Long-Term Leases,-,29.56,29.59,9.69,11.91,-,14.58,14.15,16.96,12.72,13.7,16.75,16.83,19.84,21.72,-,-,-,-,-
25,Long-Term Deferred Tax Liabilities,-,0.01,0.02,0.14,0.18,-,-,-,0.19,-,-,-,-,-,-,-,-,-,-,-
26,Total Liabilities,-,252.72,224.22,192.97,178.94,-,132.65,149.12,165.35,150.59,138.85,110.9,116.61,103.89,127.38,-,144.96,150.85,-,-
27,Common Stock,-,76,76,76,76,-,76,76,76,76,76,76,76,57,57,-,57,57,-,-
28,Additional Paid-In Capital,-,476.57,478.4,477.36,476.32,-,474.43,472.82,472.82,472.34,472.34,472.34,472.34,121.5,121.5,-,121.5,121.5,-,-
29,Retained Earnings,-,-50.56,-51.91,-54.17,-61.53,-,-11.96,15.86,34.79,58.53,79.38,113.6,130.3,101.33,84.96,-,53.86,10.06,-,-
30,Total Common Equity,502.01,502.01,502.5,499.19,490.79,-,538.46,564.67,583.61,606.87,627.72,661.94,678.64,279.83,263.46,232.36,232.36,188.56,-,73.81
31,Shareholders' Equity,502.01,502.01,502.5,499.19,490.79,-,538.46,564.67,583.61,606.87,627.72,661.94,678.64,279.83,263.46,232.36,232.36,188.56,-,74.09
32,Total Liabilities & Equity,-,754.73,726.71,692.16,669.73,-,671.11,713.79,748.96,757.45,766.57,772.84,795.25,383.73,390.84,-,377.32,339.41,-,-
33,Total Debt,98.66,98.66,93.82,71.18,66.24,-,75.94,91.28,102,92.24,87.74,75.51,66.26,67.91,66.86,37.76,37.76,37.63,-,57.87
34,Net Cash (Debt),129.97,129.97,94.83,125.34,172.62,-,188.82,157.42,183.24,217.6,249.4,274.89,308,-32.7,35.03,73.4,73.4,59.34,-,-36.48
35,Net Cash Growth,-24.70%,-,-49.78%,-20.38%,-5.80%,-,-24.29%,-42.73%,-40.51%,-,612.06%,274.54%,319.64%,-,-,-,-,-,-,-
36,Net Cash Per Share,2.07,1.49,1.27,1.70,2.28,-,2.52,2.06,2.40,2.82,3.29,3.62,4.45,-0.56,0.61,1.31,1.29,0.45,-,-
37,Filing Date Shares Outstanding,76,76,76,76,76,76.29,76,76,76,76,76,76,76,76,57,57,57,57,12.26,-
38,Total Common Shares Outstanding,76,76,76,76,76,76.29,76,76,76,76,76,76,76,57,57,57,57,57,12.26,-
39,Working Capital,-,418.28,426.41,429.19,434.6,-,489.71,520.14,552.21,575.45,596.48,634.66,650.15,254.76,239.75,-,221.71,178.9,-,-
40,Book Value Per Share,6.61,6.61,6.61,6.57,6.46,-,7.09,7.43,7.68,7.99,8.26,8.71,8.93,4.91,4.62,4.08,4.08,3.31,-,1.45
41,Tangible Book Value,500.13,500.13,500.42,496.91,488.28,-,535.48,561.64,580.33,603.38,626.48,660.55,677.1,278.28,261.76,231.49,231.49,187.61,-,72.71
42,Tangible Book Value Per Share,6.58,6.58,6.58,6.54,6.42,-,7.05,7.39,7.64,7.94,8.24,8.69,8.91,4.88,4.59,4.06,4.06,3.29,-,1.42
43,Machinery,-,-,42.87,-,38.64,-,25.9,-,21,-,18.83,-,16.35,-,13.19,-,11.01,10.04,-,-
