,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
23,Total Current Liabilities,528.67,547.01,532.66,-,604.08,723.09,659.14,737.05,635.28,651.79,453.8,505.77,382.67,386.8,-,302.06,-,-,-
24,Long-Term Leases,3.38,4.23,8.96,-,11.57,14.34,16.45,15.03,14.77,14.85,13.05,0.16,-,-,-,-,-,-,-
25,Long-Term Unearned Revenue,8.29,7.24,5.81,-,6.13,6.38,6.63,6.88,7.06,7.12,7.38,6.5,5.61,5.48,-,5.87,-,-,-
26,Long-Term Deferred Tax Liabilities,0,0,0.01,-,0.91,0.91,0.91,0.91,-,-,-,-,-,-,-,-,-,-,-
27,Total Liabilities,540.35,558.48,547.43,-,622.69,744.72,683.12,759.87,657.11,673.77,474.23,512.42,388.28,392.28,-,307.93,-,-,-
28,Common Stock,576.55,576.55,577.71,-,577.79,577.81,481.56,481.56,481.56,400.01,400.01,400.01,400.01,360,-,360,-,-,-
29,Additional Paid-In Capital,764.68,764.68,794.04,-,803.76,804.89,902.64,902.64,885.64,918.4,918.4,918.4,918.4,454.07,-,454.07,-,-,-
30,Retained Earnings,1830,1724,1828,-,1638,1533,1492,1331,1242,1082,1045,944.29,850.41,740.28,-,543.64,-,-,-
31,Treasury Stock,-,-,-30.51,-,-29.93,-46.81,-48.78,-48.78,-48.78,-,-,-,-,-,-,-,-,-,-
32,Shareholders' Equity,3171,3065,3169,2989,2989,2868,2827,2666,2560,2400,2364,2263,2169,1554,1358,1358,-,-,1115
33,Total Liabilities & Equity,3711,3624,3717,-,3612,3613,3510,3426,3217,3074,2838,2775,2557,1947,-,1666,-,-,-
34,Total Debt,5.99,7.51,17.56,19.48,19.48,22.2,24.25,20.95,14.77,14.85,13.25,0.35,-,-,-,-,-,-,-
35,Net Cash (Debt),1260,1140,1270,963.1,963.1,865.77,929.41,1095,949.62,941.66,961.39,1094,925.81,483.27,581.41,581.41,-,-,636.15
36,Net Cash Growth,30.83%,31.66%,36.61%,-12.01%,1.42%,-8.06%,-3.33%,0.07%,2.57%,94.85%,65.35%,88.12%,-,-,-8.60%,-,-,-,-
37,Net Cash Per Share,2.15,1.98,2.24,1.72,1.65,1.49,1.62,2.05,1.74,1.67,1.65,1.94,1.63,0.95,1.11,1.08,-,-,1.24
38,Filing Date Shares Outstanding,576.55,576.55,577.71,560.23,577.79,577.81,577.87,577.87,577.87,576.01,576.01,576.01,576.01,576.01,522.31,518.4,518.36,512.56,512.56
39,Total Common Shares Outstanding,576.55,576.55,577.71,560.23,577.79,577.81,577.87,577.87,577.87,576.01,576.01,576.01,576.01,518.4,522.31,518.4,518.36,512.56,512.56
40,Working Capital,2072,2000,2133,-,2061,1961,1945,1868,1780,1630,1633,1558,1533,967.83,-,902.87,-,-,-
41,Book Value Per Share,5.50,5.32,5.49,5.17,5.17,4.96,4.89,4.61,4.43,4.17,4.10,3.93,3.77,3.00,2.62,2.62,-,-,2.15
42,Tangible Book Value,3038,2932,3034,2853,2853,2731,2717,2632,2528,2368,2331,2230,2136,1521,1324,1324,-,-,1080
43,Tangible Book Value Per Share,5.27,5.08,5.25,4.94,4.94,4.73,4.70,4.55,4.37,4.11,4.05,3.87,3.71,2.93,2.55,2.55,-,-,2.08
44,Buildings,-,465.05,-,-,-,465.05,-,465.05,-,465.05,-,465.05,-,15.41,-,15.41,-,-,-
45,Machinery,-,372.31,-,-,-,345.98,-,308.41,-,278.42,-,224.66,-,95.18,-,74.26,-,-,-
46,Construction In Progress,-,212.22,-,-,-,8.15,-,0.67,-,-,-,-,-,450.04,-,336.19,-,-,-
