,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
10,P/OCF Ratio,39.57,17.89,14.58,20.91,39.57,52.12,72.34,-,124.38,115.86,266.10,-,157.94,-,-,-,-,-,-,-
11,PEG Ratio,1.78,1.96,1.49,1.06,0.88,0.92,1.08,-,-,-,-,-,-,-,-,-,-,-,-,-
12,EV/Sales Ratio,5.87,5.30,3.90,5.11,4.84,6.85,8.65,8.90,12.21,11.91,14.96,12.59,19.93,19.34,-,-,-,-,-,-
13,EV/EBITDA Ratio,25.51,-,26.68,-,20.55,29.33,34.07,35.30,50.68,46.14,58.05,48.43,76.89,73.75,-,-,-,-,-,-
14,EV/EBIT Ratio,28.61,29.35,22.57,25.39,22.24,31.63,36.12,37.38,53.41,48.03,60.48,49.78,78.97,75.57,-,-,-,-,-,-
15,EV/FCF Ratio,114.31,24.40,19.04,28.55,94.04,111.88,156.69,-,298.91,238.11,-,-,3914.71,-,-,-,-,-,-,-
16,Debt / Equity Ratio,0.01,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,-,-,-,-,-,-,-
17,Debt / EBITDA Ratio,0.03,-,0.01,-,0.04,0.04,0.02,0.03,0.04,0.02,0.02,0.03,0.00,-,-,-,-,-,-,-
18,Debt / FCF Ratio,0.13,0.01,0.01,0.04,0.13,0.11,0.14,-,0.20,0.13,-,-,0.04,-,-,-,-,-,-,-
19,Asset Turnover,0.68,0.75,-,-,0.75,0.93,0.81,0.82,0.85,0.92,0.69,0.71,0.85,-,-,-,-,-,-,
20,Inventory Turnover,-,3.29,3.73,-,-,3.14,3.42,2.74,3.08,3.04,3.31,2.78,3.41,3.16,-,-,-,-,-,-
21,Quick Ratio,-,3.96,3.73,4.13,-,3.47,2.93,3.03,2.70,2.93,2.69,3.57,3.29,4.04,2.63,-,3.17,-,-,-
22,Current Ratio,-,4.92,4.66,5.01,-,4.41,3.71,3.95,3.54,3.80,3.50,4.60,4.08,5.01,3.50,-,3.99,-,-,-
23,Return on Equity (ROE),13.54%,16.22%,-,12.57%,14.37%,26.02%,23.46%,13.64%,25.74%,26.31%,17.46%,16.95%,23.66%,37.08%,18.17%,-,-,-,-,
24,Return on Assets (ROA),8.30%,8.00%,-,-,7.66%,15.26%,13.58%,8.14%,13.92%,15.11%,10.06%,9.86%,14.03%,-,-,-,-,-,-,
25,Return on Capital (ROIC),9.74%,9.39%,-,9.14%,9.38%,18.93%,17.00%,10.28%,17.55%,18.65%,12.17%,11.86%,16.97%,26.44%,12.77%,-,-,-,-,
26,Return on Capital Employed (ROCE),-,14.39%,14.52%,17.17%,-,20.76%,23.84%,22.81%,21.38%,22.15%,21.60%,20.91%,20.04%,20.12%,24.78%,-,21.92%,-,-,-
27,Earnings Yield,3.00%,2.90%,3.71%,3.24%,3.66%,2.62%,2.30%,2.23%,1.60%,1.80%,1.42%,1.71%,1.09%,1.17%,-,-,-,-,-,-
28,FCF Yield,0.81%,3.78%,4.66%,3.28%,0.99%,0.86%,0.62%,0.26%,0.32%,0.41%,-0.08%,-0.08%,0.02%,-0.27%,-,-,-,-,-,-
29,Dividend Yield,1.39%,-,-,-,-,-,-,-,-,-,-,-,0.33%,-,-,-,-,-,-,-
30,Payout Ratio,26.48%,-,182.81%,-,-,-,77.98%,-,-,75.18%,-,-,-,-,-,-,-,-,23.80%,23.80%
31,Buyback Yield / Dilution,-3.19%,-0.57%,0.61%,1.54%,-4.88%,-6.56%,-2.78%,1.12%,5.29%,3.59%,-11.04%,-11.38%,-4.33%,-9.35%,0.99%,-1.90%,-,-,-,-
32,Total Shareholder Return,-1.80%,-0.57%,0.61%,1.54%,-4.88%,-6.56%,-2.78%,1.12%,5.29%,3.59%,-11.04%,-11.38%,-3.99%,-9.35%,0.99%,-1.90%,-,-,-,-
